data_type,domain_category,domain_name,report_year,date,variable,median,lower,upper,project_code,depth,reef_zone,shelf,mean,count_group,series,color
"manta","reef","Knife Reef",1986,"1985.7698630136986301","HC",19.88879812768738,15.403719178432596,24.259803381339893,"LTMP",9,"_"," ",19.974979798801233,"null","9.0m",""
"manta","reef","Knife Reef",1987,"1986.6410958904109589","HC",16.84531572045411,12.396741637646807,21.301194123365384,"LTMP",9,"_"," ",16.896367728581595,"null","9.0m",""
"manta","reef","Knife Reef",1988,"1987.5232876712328767","HC",18.70836495240938,15.19400660753779,22.92874541436557,"LTMP",9,"_"," ",18.767561754221575,"null","9.0m",""
"manta","reef","Knife Reef",1989,"1988.5287671232876713","HC",16.153966192732817,11.8821944642182,20.384577834255328,"LTMP",9,"_"," ",16.201146702778,"null","9.0m",""
"manta","reef","Knife Reef",1990,"1989.46301369863013697","HC",15.499418908848977,11.334660833386028,19.493121843432508,"LTMP",9,"_"," ",15.643612619086717,"null","9.0m",""
"manta","reef","Knife Reef",2002,"2002.10410958904109589","HC",28.52233661266802,23.645732145860094,34.05027136692724,"LTMP",9,"_"," ",28.556970546247896,"null","9.0m",""
"manta","reef","Knife Reef",2003,"2003.2219178082191781","HC",25.024546321828268,19.69567024950584,31.531295539991927,"LTMP",9,"_"," ",25.104474033206643,"null","9.0m",""
"manta","reef","Knife Reef",2006,"2006.726027397260274","HC",22.79630998289414,17.356829387116587,28.65642895492102,"LTMP",9,"_"," ",23.061798252149043,"null","9.0m",""
"manta","reef","Knife Reef",2008,"2008.3780821917808219","HC",22.56942891019701,17.640197656995653,27.95397756855373,"LTMP",9,"_"," ",22.566484915174776,"null","9.0m",""
"manta","reef","Knife Reef",2010,"2010.273972602739726","HC",26.202765959066365,20.54241227507301,32.2320813320673,"LTMP",9,"_"," ",26.275460202611985,"null","9.0m",""
"manta","reef","Knife Reef",2012,"2012.3095890410958904","HC",8.163918210685727,5.800946672912651,10.836111312753301,"LTMP",9,"_"," ",8.298645631060488,"null","9.0m","#17becf"
"manta","reef","Knife Reef",2014,"2014.33972602739726027","HC",15.002757640116254,11.384716976817641,19.857940808232186,"LTMP",9,"_"," ",15.140191761540503,"null","9.0m",""
"manta","reef","Knife Reef",2016,"2016.3424657534246575","HC",22.264312307991354,17.60549252444081,28.54033621949874,"LTMP",9,"_"," ",22.231710749661914,"null","9.0m",""
"manta","reef","Knife Reef",2018,"2018.3095890410958904","HC",16.12971340187896,11.928130839364785,20.657069467182165,"LTMP",9,"_"," ",16.320541786873477,"null","9.0m",""
"manta","reef","Knife Reef",2020,"2020.40821917808219177","HC",25.475225449144272,21.399327179948475,31.204099280885544,"LTMP",9,"_"," ",25.612299099625574,"null","9.0m",""
"manta","reef","Knife Reef",2022,"2022.16986301369863013","HC",49.48074657152065,42.37422778663602,55.81664806722739,"LTMP",9,"_"," ",49.38391945065484,"null","9.0m",""
"manta","reef","Knife Reef",2024,"2024.4246575342465753","HC",50.162707784453374,43.76725154582968,56.58399793583205,"LTMP",9,"_"," ",50.11630007762836,"null","9.0m",""
"manta","reef","Knife Reef",2025,"2025.36712328767123287","HC",47.27779996247514,41.07119448657804,54.2406515027014,"LTMP",9,"_"," ",47.393187662683864,"null","9.0m",""
