data_type,domain_category,domain_name,report_year,date,variable,median,lower,upper,project_code,depth,reef_zone,shelf,mean,count_group,series
"fish","reef","Reef 19-138",1995,"1995.09315068493150686","Large fishes",31.99481908937892,28.380049307987925,36.5131163369518,"LTMP",9,"_"," ",32.10671049884389,"restricted","9.0m"
"fish","reef","Reef 19-138",1996,"1996.10136986301369863","Large fishes",35.75789676150048,31.416987488024084,40.57059842490126,"LTMP",9,"_"," ",35.901293387958916,"restricted","9.0m"
"fish","reef","Reef 19-138",1997,"1997.2876712328767123","Large fishes",36.61773830048415,32.29465119881603,41.47107809350999,"LTMP",9,"_"," ",36.6526533191631,"restricted","9.0m"
"fish","reef","Reef 19-138",1998,"1998.1643835616438356","Large fishes",33.05182698786071,28.766005268444477,37.65135032960451,"LTMP",9,"_"," ",33.234487992381624,"restricted","9.0m"
"fish","reef","Reef 19-138",1999,"1999.18082191780821918","Large fishes",43.598695849216085,38.34923509042398,48.65810949075874,"LTMP",9,"_"," ",43.57911316798407,"restricted","9.0m"
"fish","reef","Reef 19-138",2000,"2000.2219178082191781","Large fishes",36.70629400386243,31.985071936188703,41.51114969623813,"LTMP",9,"_"," ",36.83571517369086,"restricted","9.0m"
"fish","reef","Reef 19-138",2001,"2001.3643835616438356","Large fishes",35.69302643710719,31.40049772828147,39.79213560770342,"LTMP",9,"_"," ",35.68907540667622,"restricted","9.0m"
"fish","reef","Reef 19-138",2002,"2001.8547945205479452","Large fishes",36.03727110124136,31.871654388779636,40.99220367744658,"LTMP",9,"_"," ",36.24969872101203,"restricted","9.0m"
"fish","reef","Reef 19-138",2003,"2002.9232876712328767","Large fishes",41.561367622068715,36.771925344906734,46.41096829597095,"LTMP",9,"_"," ",41.58407901366253,"restricted","9.0m"
"fish","reef","Reef 19-138",2004,"2004.14520547945205478","Large fishes",52.998348525233965,47.319987078775725,59.417975531082774,"LTMP",9,"_"," ",53.16340950584444,"restricted","9.0m"
"fish","reef","Reef 19-138",2005,"2005.22465753424657534","Large fishes",35.8722357706102,31.3131429536133,40.01516182104781,"LTMP",9,"_"," ",35.84700048067112,"restricted","9.0m"
"fish","reef","Reef 19-138",2007,"2007.23835616438356164","Large fishes",55.16694558608245,49.86886724368845,61.814903552288094,"LTMP",9,"_"," ",55.19869074046155,"restricted","9.0m"
"fish","reef","Reef 19-138",2009,"2009.2465753424657534","Large fishes",51.095217618770334,45.125392953582114,57.04224280236873,"LTMP",9,"_"," ",51.312824363176524,"restricted","9.0m"
"fish","reef","Reef 19-138",2011,"2011.19452054794520549","Large fishes",37.78842736427252,33.32569328044913,42.89991618492191,"LTMP",9,"_"," ",37.87710273626349,"restricted","9.0m"
"fish","reef","Reef 19-138",2013,"2013.3095890410958904","Large fishes",38.406156089546,33.77891559746464,43.30829317011387,"LTMP",9,"_"," ",38.57017907123748,"restricted","9.0m"
"fish","reef","Reef 19-138",2015,"2015.030136986301369864","Large fishes",34.15185423393429,29.951383394813387,38.586275888584595,"LTMP",9,"_"," ",34.20475121007082,"restricted","9.0m"
"fish","reef","Reef 19-138",2017,"2017.17534246575342466","Large fishes",30.773912635018075,27.013911712171122,34.8721252086111,"LTMP",9,"_"," ",30.836544968010056,"restricted","9.0m"
"fish","reef","Reef 19-138",2019,"2019.3041095890410959","Large fishes",62.02106409753037,55.47965830084652,69.74508418005509,"LTMP",9,"_"," ",62.16692553393353,"restricted","9.0m"
"fish","reef","Reef 19-138",2021,"2021.1232876712328767","Large fishes",68.92551887008113,62.09512077620282,77.22685225872608,"LTMP",9,"_"," ",69.13580732204738,"restricted","9.0m"
"fish","reef","Reef 19-138",2022,"2022.010958904109589041","Large fishes",67.39856280927924,61.27765688690038,74.98464326602564,"LTMP",9,"_"," ",67.53632635066866,"restricted","9.0m"
"fish","reef","Reef 19-138",2022,"2022.010958904109589041","Large fishes",312.3896475982207,250.00535403961786,381.73081152691935,"LTMP",9,"_"," ",313.9785845476162,"expanded","9.0m"
"fish","reef","Reef 19-138",2023,"2023.07671232876712329","Large fishes",36.413737591742745,32.065272594295976,41.126763749106395,"LTMP",9,"_"," ",36.4287617760964,"restricted","9.0m"
"fish","reef","Reef 19-138",2023,"2023.07671232876712329","Large fishes",157.90086553410592,125.10620325417732,192.84146076602013,"LTMP",9,"_"," ",158.73023030281172,"expanded","9.0m"
"fish","reef","Reef 19-138",2024,"2024.3561643835616438","Large fishes",76.34484082337538,68.98463644516625,85.32573668584259,"LTMP",9,"_"," ",76.75377520151294,"restricted","9.0m"
"fish","reef","Reef 19-138",2024,"2024.3561643835616438","Large fishes",568.1288671381627,448.4270889135824,689.4979876178043,"LTMP",9,"_"," ",571.2550962847539,"expanded","9.0m"
"fish","reef","Reef 19-138",2025,"2025.23835616438356164","Large fishes",39.99236899976957,34.99278606342933,44.807186389471696,"LTMP",9,"_"," ",40.04070338710421,"restricted","9.0m"
"fish","reef","Reef 19-138",2025,"2025.23835616438356164","Large fishes",205.7787800034265,169.73748948642063,254.99196445534852,"LTMP",9,"_"," ",206.54418382064645,"expanded","9.0m"
