"data_type","domain_category","domain_name","report_year","date","variable","median","lower","upper","project_code","depth","reef_zone","shelf","mean","count_group","series","color"
"photo-transect","reef","Reef 19-138","1992","1992.4602739726027397","HARD CORAL","16.0322249571441","14.161238732914866","18.01198980045264","LTMP","9","_"," ","16.03215489705385","null","9.0m",""
"photo-transect","reef","Reef 19-138","1994","1994.25205479452054796","HARD CORAL","25.843712922960766","23.06874286689574","28.52678916540597","LTMP","9","_"," ","25.921209425398857","null","9.0m",""
"photo-transect","reef","Reef 19-138","1995","1995.09315068493150686","HARD CORAL","32.666808905422926","29.715052078685144","35.69549176172704","LTMP","9","_"," ","32.75254521306679","null","9.0m",""
"photo-transect","reef","Reef 19-138","1996","1996.10136986301369863","HARD CORAL","40.79103501127791","37.43339172736885","44.01409500423564","LTMP","9","_"," ","40.8516304246465","null","9.0m",""
"photo-transect","reef","Reef 19-138","1997","1997.29041095890410956","HARD CORAL","16.333365269968247","14.585817089337883","18.185462481001363","LTMP","9","_"," ","16.335131953752622","null","9.0m",""
"photo-transect","reef","Reef 19-138","1998","1998.16712328767123288","HARD CORAL","16.697100611166512","14.690929284875295","18.64192161411818","LTMP","9","_"," ","16.733750163615436","null","9.0m",""
"photo-transect","reef","Reef 19-138","1999","1999.18082191780821918","HARD CORAL","19.19170979337503","17.355413331093658","21.319090809570387","LTMP","9","_"," ","19.25164634746083","null","9.0m",""
"photo-transect","reef","Reef 19-138","2000","2000.2219178082191781","HARD CORAL","20.271203837044656","18.22664135392845","22.33379860362019","LTMP","9","_"," ","20.297257491824457","null","9.0m",""
"photo-transect","reef","Reef 19-138","2001","2001.36164383561643837","HARD CORAL","22.782501678089393","20.27974797113449","24.764002921782957","LTMP","9","_"," ","22.739500228621925","null","9.0m",""
"photo-transect","reef","Reef 19-138","2002","2001.8547945205479452","HARD CORAL","24.307728574355135","22.135107053091883","26.8211398800688","LTMP","9","_"," ","24.360981960241602","null","9.0m",""
"photo-transect","reef","Reef 19-138","2003","2002.9232876712328767","HARD CORAL","23.196657428743332","21.049769357857485","25.44125166988299","LTMP","9","_"," ","23.20292009189356","null","9.0m",""
"photo-transect","reef","Reef 19-138","2004","2004.14520547945205478","HARD CORAL","33.281850826851105","30.30641138626931","36.40926365296248","LTMP","9","_"," ","33.344886427090984","null","9.0m","#1f77b4"
"photo-transect","reef","Reef 19-138","2005","2005.22465753424657534","HARD CORAL","39.09221925829067","36.08714100695374","42.674058920510326","LTMP","9","_"," ","39.199571902661425","null","9.0m",""
"photo-transect","reef","Reef 19-138","2007","2007.23835616438356164","HARD CORAL","46.93618273150653","43.8643935803101","50.80884868831824","LTMP","9","_"," ","47.02272867004061","null","9.0m",""
"photo-transect","reef","Reef 19-138","2009","2009.2465753424657534","HARD CORAL","35.64714566881811","32.51013649275017","38.626055762145405","LTMP","9","_"," ","35.688475536131826","null","9.0m",""
"photo-transect","reef","Reef 19-138","2011","2011.19452054794520549","HARD CORAL","28.091984778881823","25.509868064785753","30.936097686972996","LTMP","9","_"," ","28.164262225356907","null","9.0m",""
"photo-transect","reef","Reef 19-138","2013","2013.3095890410958904","HARD CORAL","34.77456805790402","32.070989321196095","38.21534855867385","LTMP","9","_"," ","34.86017653788709","null","9.0m",""
"photo-transect","reef","Reef 19-138","2015","2015.030136986301369864","HARD CORAL","41.83682331025339","38.45965905856629","45.340112715876316","LTMP","9","_"," ","41.93183664259121","null","9.0m",""
"photo-transect","reef","Reef 19-138","2017","2017.17534246575342466","HARD CORAL","49.97581107499365","46.28964246010103","54.05336118964139","LTMP","9","_"," ","49.92470261529114","null","9.0m",""
"photo-transect","reef","Reef 19-138","2019","2019.3041095890410959","HARD CORAL","34.00881908531837","31.087905655522434","37.27458765196749","LTMP","9","_"," ","34.1234816433095","null","9.0m",""
"photo-transect","reef","Reef 19-138","2021","2021.1232876712328767","HARD CORAL","39.047063184960564","35.715218597971976","42.34870033201453","LTMP","9","_"," ","39.111916547690875","null","9.0m",""
"photo-transect","reef","Reef 19-138","2023","2023.07671232876712329","HARD CORAL","43.440440291323014","40.105781252805826","47.22901193427793","LTMP","9","_"," ","43.477259598713864","null","9.0m",""
"photo-transect","reef","Reef 19-138","2024","2024.3561643835616438","HARD CORAL","50.490032918611675","46.582836057751564","54.4795079397176","LTMP","9","_"," ","50.53699495568969","null","9.0m",""
"photo-transect","reef","Reef 19-138","2025","2025.23835616438356164","HARD CORAL","52.050213303945306","47.989497940012164","56.23872029987989","LTMP","9","_"," ","52.1219302800937","null","9.0m",""
