a_sector,nrm_region,domain_name,year,survey_date,variable,tows,cots,cotsptow
"WH","Mackay Whitsunday","Reef 19-138",1990,"1989.8849315068493151","COTS",29,15,"0.52"
"WH","Mackay Whitsunday","Reef 19-138",1991,"1991.2821917808219178","COTS",30,3,"0.10"
"WH","Mackay Whitsunday","Reef 19-138",1993,"1992.4575342465753425","COTS",31,0,"0.00"
"WH","Mackay Whitsunday","Reef 19-138",1994,"1994.25205479452054796","COTS",29,0,"0.00"
"WH","Mackay Whitsunday","Reef 19-138",1995,"1995.09315068493150686","COTS",37,0,"0.00"
"WH","Mackay Whitsunday","Reef 19-138",1996,"1996.10136986301369863","COTS",28,0,"0.00"
"WH","Mackay Whitsunday","Reef 19-138",1997,"1997.2876712328767123","COTS",29,0,"0.00"
"WH","Mackay Whitsunday","Reef 19-138",1998,"1998.1726027397260274","COTS",26,0,"0.00"
"WH","Mackay Whitsunday","Reef 19-138",1999,"1999.18082191780821918","COTS",32,0,"0.00"
"WH","Mackay Whitsunday","Reef 19-138",2000,"2000.2219178082191781","COTS",27,0,"0.00"
"WH","Mackay Whitsunday","Reef 19-138",2001,"2001.3643835616438356","COTS",30,0,"0.00"
"WH","Mackay Whitsunday","Reef 19-138",2002,"2001.8547945205479452","COTS",31,0,"0.00"
"WH","Mackay Whitsunday","Reef 19-138",2003,"2002.9232876712328767","COTS",26,0,"0.00"
"WH","Mackay Whitsunday","Reef 19-138",2004,"2004.14520547945205478","COTS",26,0,"0.00"
"WH","Mackay Whitsunday","Reef 19-138",2005,"2005.1863013698630137","COTS",35,0,"0.00"
"WH","Mackay Whitsunday","Reef 19-138",2006,"2006.16986301369863013","COTS",34,0,"0.00"
"WH","Mackay Whitsunday","Reef 19-138",2007,"2007.23835616438356164","COTS",28,0,"0.00"
"WH","Mackay Whitsunday","Reef 19-138",2008,"2008.10410958904109589","COTS",30,0,"0.00"
"WH","Mackay Whitsunday","Reef 19-138",2009,"2009.2465753424657534","COTS",30,0,"0.00"
"WH","Mackay Whitsunday","Reef 19-138",2010,"2010.1589041095890411","COTS",33,0,"0.00"
"WH","Mackay Whitsunday","Reef 19-138",2011,"2011.19452054794520549","COTS",33,0,"0.00"
"WH","Mackay Whitsunday","Reef 19-138",2013,"2013.3095890410958904","COTS",31,0,"0.00"
"WH","Mackay Whitsunday","Reef 19-138",2015,"2015.030136986301369864","COTS",32,0,"0.00"
"WH","Mackay Whitsunday","Reef 19-138",2017,"2017.17534246575342466","COTS",32,0,"0.00"
"WH","Mackay Whitsunday","Reef 19-138",2019,"2019.3041095890410959","COTS",29,0,"0.00"
"WH","Mackay Whitsunday","Reef 19-138",2021,"2021.1232876712328767","COTS",28,1,"0.04"
"WH","Mackay Whitsunday","Reef 19-138",2022,"2022.010958904109589041","COTS",29,1,"0.03"
"WH","Mackay Whitsunday","Reef 19-138",2023,"2023.07671232876712329","COTS",28,0,"0.00"
"WH","Mackay Whitsunday","Reef 19-138",2024,"2024.3561643835616438","COTS",28,0,"0.00"
"WH","Mackay Whitsunday","Reef 19-138",2025,"2025.23835616438356164","COTS",32,0,"0.00"
