a_sector,nrm_region,domain_name,year,survey_date,variable,tows,cots,cotsptow
"TO","Burdekin","Davies Reef",1986,"1985.9616438356164384","COTS",76,5,"0.07"
"TO","Burdekin","Davies Reef",1990,"1989.5808219178082191","COTS",46,105,"2.28"
"TO","Burdekin","Davies Reef",1991,"1990.4931506849315068","COTS",46,49,"1.07"
"TO","Burdekin","Davies Reef",1992,"1991.4876712328767123","COTS",45,13,"0.29"
"TO","Burdekin","Davies Reef",1993,"1992.6301369863013698","COTS",44,2,"0.05"
"TO","Burdekin","Davies Reef",1994,"1993.9671232876712329","COTS",43,0,"0.00"
"TO","Burdekin","Davies Reef",1995,"1995.2876712328767123","COTS",47,0,"0.00"
"TO","Burdekin","Davies Reef",1996,"1996.3315068493150685","COTS",40,0,"0.00"
"TO","Burdekin","Davies Reef",1997,"1997.20821917808219179","COTS",45,3,"0.07"
"TO","Burdekin","Davies Reef",1998,"1998.33972602739726027","COTS",41,5,"0.12"
"TO","Burdekin","Davies Reef",1999,"1999.2876712328767123","COTS",48,0,"0.00"
"TO","Burdekin","Davies Reef",2000,"2000.36164383561643837","COTS",38,0,"0.00"
"TO","Burdekin","Davies Reef",2001,"2001.33972602739726027","COTS",44,0,"0.00"
"TO","Burdekin","Davies Reef",2002,"2002.0958904109589041","COTS",47,1,"0.02"
"TO","Burdekin","Davies Reef",2003,"2003.2","COTS",48,2,"0.04"
"TO","Burdekin","Davies Reef",2004,"2004.3232876712328767","COTS",44,9,"0.20"
"TO","Burdekin","Davies Reef",2005,"2005.3150684931506849","COTS",47,7,"0.15"
"TO","Burdekin","Davies Reef",2007,"2007.4054794520547945","COTS",37,0,"0.00"
"TO","Burdekin","Davies Reef",2009,"2009.3232876712328767","COTS",35,0,"0.00"
"TO","Burdekin","Davies Reef",2011,"2011.33972602739726027","COTS",47,0,"0.00"
"TO","Burdekin","Davies Reef",2013,"2013.38082191780821917","COTS",37,1,"0.03"
"TO","Burdekin","Davies Reef",2015,"2015.3315068493150685","COTS",43,1,"0.02"
"TO","Burdekin","Davies Reef",2017,"2017.3589041095890411","COTS",47,0,"0.00"
"TO","Burdekin","Davies Reef",2019,"2019.43561643835616437","COTS",46,1,"0.02"
"TO","Burdekin","Davies Reef",1987,"1986.8054794520547945","COTS",61,10,"0.16"
"TO","Burdekin","Davies Reef",1984,"1983.8054794520547945","COTS",58,1,"0.02"
"TO","Burdekin","Davies Reef",1988,"1987.4876712328767123","COTS",55,73,"1.33"
"TO","Burdekin","Davies Reef",1989,"1988.37534246575342467","COTS",55,40,"0.73"
"TO","Burdekin","Davies Reef",2021,"2021.22465753424657534","COTS",39,0,"0.00"
"TO","Burdekin","Davies Reef",2022,"2022.1726027397260274","COTS",44,0,"0.00"
"TO","Burdekin","Davies Reef",2023,"2023.33972602739726027","COTS",42,0,"0.00"
"TO","Burdekin","Davies Reef",2024,"2024.42191780821917807","COTS",46,0,"0.00"
"TO","Burdekin","Davies Reef",2025,"2025.3643835616438356","COTS",46,0,"0.00"
