a_sector,nrm_region,domain_name,year,survey_date,variable,tows,cots,cotsptow
"TO","Burdekin","Fork Reef",1987,"1986.6410958904109589","COTS",34,18,"0.53"
"TO","Burdekin","Fork Reef",1988,"1987.5232876712328767","COTS",35,0,"0.00"
"TO","Burdekin","Fork Reef",1990,"1989.46301369863013697","COTS",32,0,"0.00"
"TO","Burdekin","Fork Reef",2008,"2008.38082191780821917","COTS",29,0,"0.00"
"TO","Burdekin","Fork Reef",2010,"2010.27945205479452057","COTS",31,0,"0.00"
"TO","Burdekin","Fork Reef",2012,"2012.31232876712328766","COTS",34,0,"0.00"
"TO","Burdekin","Fork Reef",2014,"2014.336986301369863","COTS",33,1,"0.03"
"TO","Burdekin","Fork Reef",2016,"2016.3452054794520548","COTS",30,1,"0.03"
"TO","Burdekin","Fork Reef",2018,"2018.31232876712328766","COTS",35,5,"0.14"
"TO","Burdekin","Fork Reef",2020,"2020.410958904109589","COTS",37,0,"0.00"
"TO","Burdekin","Fork Reef",2025,"2025.4","COTS",30,0,"0.00"
