reef_name,region_lat,sector,start_year,event_year,target_year,end_year,nadir_year,final_year,gap_years,time_gap_years,sequence_type,sequence_type_primary,seq_category_main,seq_category,start_event_type,target_event_type,start_disturbance_type,target_disturbance_type,baseline_start_year,baseline_end_year,baseline_survey_n,baseline_hc,baseline_juv,baseline_algae,nadir_hc,nadir_juv,nadir_algae,final_hc,final_juv,final_algae,rel_loss,recovery_rate,recovery_pct,cots_lag_3yr,initial_cots,initial_herbivore,start_max_wind,start_max_dhw,target_max_wind,target_max_dhw,storm_exposure_seq,heat_exposure_seq,drop_abs,impact_flag,recovery_gain_abs,recovery_observed_flag,recovery_frac_loss,recovered_flag,fate_status
Hyde_Reef,-19.75438888888889,Central,2009,2009,2010.0,2013,2013,2017.0,1.0,1.0,S -> S,S_to_S,S_to_S,S_to_S,Storm,Storm,Isolated Storm,Isolated Storm,2004,2007,3,15.478186553900064,16.2932880498386,0.7953797661883182,3.5968414344920743,16.53937122322524,0.9242527690222786,13.900461086581048,42.76391544155221,0.8760760313147318,0.7676186792317882,2.5759049130222436,0.6656864882852025,0.0,0.0,57.56662490816949,42.338412,2.95,29.117304,0.62,71.455716,3.5700000000000003,11.88134511940799,1,10.303619652088974,1,0.8672098612183374,1.0,recovered
Hyde_Reef,-19.75438888888889,Central,2017,2017,,2017,2017,2021.0,,,Isolated Storm,Isolated_Storm,Isolated_Storm,Isolated_Storm,Storm,,Isolated Storm,,2013,2015,2,5.214782124408977,23.98288344501256,0.9038987339613255,13.900461086581048,42.76391544155221,0.8760760313147318,35.301662561280864,35.25531028725904,0.7590399004450515,-1.0,5.350300368674954,4.103949304905111,0.0,0.0,92.62508920693114,35.75358,2.61,0.0,0.0,35.75358,2.61,-8.685678962172071,0,21.401201474699818,1,,,non_impact
Jenkins_Reef,-21.955277777777777,South,2020,2020,2024.0,2026,2026,,4.0,4.0,H -> H,H_to_H,H_to_H,H_to_H,Heatwave,Heatwave,Isolated Heatwave (Moderate),Isolated Heatwave (Severe),2016,2018,2,35.25245348044507,18.34572570379839,0.5107925374115849,29.51679798201327,,,,,,0.16270230670933108,,,0.73,0.03,71.1756617063481,0.0,6.41,0.0,9.33,0.0,15.74,5.7356554984318,1,,0,,,recovery_unobserved
John_Brewer_Reef,-18.6275,Central,2000,2000,,2003,2003,2007.0,,,Isolated Storm,Isolated_Storm,Isolated_Storm,Isolated_Storm,Storm,,Isolated Storm,,1995,1998,4,26.75498157215977,,3.750810266891608,1.716715506013504,,12.915712872583685,1.713483876535559,2.641728446155264,12.432920884834166,0.9358356685321042,-0.0008079073694862715,-0.0001207860849849285,0.01,0.11,37.090313657927815,26.442216,0.0,0.0,0.0,26.442216,0.0,25.038266066146267,1,-0.003231629477945086,1,-0.0001290676227102845,0.0,failed
John_Brewer_Reef,-18.6275,Central,2017,2017,,2020,2020,2024.0,,,Isolated Heatwave,Isolated_Heatwave,Isolated_Heatwave,Isolated_Heatwave,Heatwave,,Isolated Heatwave (Moderate),,2013,2015,2,17.49290223169215,19.016827493481117,1.9962163864616558,9.109232100777296,9.244210066284236,2.4908600350009373,12.834414016637997,10.352417127951432,9.31731225622103,0.4792612466401392,0.9312954789651751,0.2129539093353951,0.0033333333333333335,0.01,43.81695663744891,0.0,5.7,0.0,0.0,0.0,5.7,8.383670130914853,1,3.7251819158607002,1,0.44433784460627346,0.0,failed
Kelso_Reef,-18.435819444444444,Central,2006,2006,,2007,2007,2010.0,,,Isolated Storm,Isolated_Storm,Isolated_Storm,Isolated_Storm,Storm,,Isolated Storm,,2002,2003,2,11.85486092505824,,,5.389843570512482,,5.396716586248592,9.015775871949565,16.374662638400387,2.600064419207618,0.545347380742385,1.2086441004790276,0.305860382872376,1.2333333333333334,0.0,,19.06081035281096,0.8200000000000001,0.0,0.0,19.06081035281096,0.8200000000000001,6.4650173545457585,1,3.625932301437083,1,0.5608542255323684,1.0,recovered
Kelso_Reef,-18.435819444444444,Central,2017,2017,2021.0,2024,2024,,4.0,4.0,H -> H,H_to_H,H_to_H,H_to_H,Heatwave,Heatwave,Isolated Heatwave (Moderate),Isolated Heatwave (Moderate),2012,2014,2,7.999666683686824,15.30280561740465,3.1151465897935866,16.968826368802517,26.3237588073251,3.300411184001625,,,,-1.0,,,0.006666666666666667,0.0,,0.0,7.640000000000001,0.0,5.21,0.0,12.850000000000001,-8.969159685115693,0,,0,,,non_impact
Knife_Reef,-18.58,Central,2016,2016,2017.0,2018,2018,2022.0,1.0,1.0,H -> H,H_to_H,H_to_H,H_to_H,Heatwave,Heatwave,Isolated Heatwave (Moderate),Isolated Heatwave (Moderate),2012,2014,2,10.78611413651584,19.603454971300778,1.8317067841622086,30.21029731567192,24.2623197732044,1.6333335043722923,45.24688481218988,55.28570585856765,0.9856229310045216,-1.0,3.759146874129491,1.3940690137528178,0.0,0.0,63.05929818447651,0.0,4.94,0.0,6.15,0.0,11.09,-19.42418317915608,0,15.036587496517964,1,,,non_impact
Low_Isles,-16.384999999999998,Central,1999,1999,,2000,2000,2004.0,,,Isolated Storm,Isolated_Storm,Isolated_Storm,Isolated_Storm,Storm,,Isolated Storm,,1995,1997,3,36.55032137785254,,0.6137441524855934,8.740091408106741,,21.91732535671642,11.54044348283266,,3.033617378825409,0.7608751146740189,0.70008801868148,0.07661634615401158,0.03333333333333333,0.21,30.444289679030263,19.857384,0.0,0.0,0.0,19.857384,0.0,27.810229969745798,1,2.80035207472592,1,0.10069503480454378,0.0,failed
Low_Isles,-16.384999999999998,Central,2014,2014,2017.0,2020,2020,2024.0,3.0,3.0,S -> H,S_to_H,S_to_H,S_to_H,Storm,Heatwave,Isolated Storm,Isolated Heatwave (Severe),2009,2011,3,29.571445536746666,8.909985329683568,0.46294041819139653,18.97600826011352,,,37.548853464081546,10.378577682871237,0.9593398508986158,0.358299605728331,4.643211300992006,0.6280668687937038,0.0,0.0,,22.26294236357387,0.0,0.0,11.54,22.26294236357387,11.54,10.595437276633145,1,18.572845203968026,1,1.7529097402075149,1.0,recovered
Macgillivray_Reef,-14.651944444444444,North-Central,1990,1990,,1993,1993,1997.0,,,Isolated Storm,Isolated_Storm,Isolated_Storm,Isolated_Storm,Storm,,Isolated Storm,,1986,1987,2,29.956711654649844,,,22.18540582688125,,0.7129079886195667,16.47457691199098,,2.4274910174466853,0.25941785324633054,-1.4277072287225678,-0.1906360411224856,0.023333333333333334,0.0,,23.43235980053449,0.54,0.0,0.0,23.43235980053449,0.54,7.771305827768593,1,-5.710828914890271,1,-0.7348609154569902,0.0,failed
Macgillivray_Reef,-14.651944444444444,North-Central,2014,2014,2015.0,2015,2015,2019.0,1.0,1.0,S -> S,S_to_S,S_to_S,S_to_S,Storm,Storm,Isolated Storm,Isolated Storm,2009,2011,3,25.0060564290861,15.132786944367272,0.8542692766718037,11.704742324012075,5.96975351703047,1.1550673080493548,9.73613274031132,13.4730787386621,2.705227521772793,0.531923701875776,-0.492152395925189,-0.07872531157735627,0.08666666666666667,0.0,,41.000868,0.0,29.117304,1.69,70.118172,1.69,13.301314105074026,1,-1.968609583700756,1,-0.14800113493671985,0.0,failed
Mackay_Reef,-16.044722222222223,Central,1999,1999,,2001,2001,2005.0,,,Isolated Storm,Isolated_Storm,Isolated_Storm,Isolated_Storm,Storm,,Isolated Storm,,1995,1996,2,28.98395132274802,,1.2635542279793452,20.91628210197898,,2.5634182142338515,26.56928464309341,,0.8253415920348188,0.27834952974259036,1.413250635278608,0.19503905724122853,0.18333333333333335,0.28,35.373657250523536,19.857384,0.0,0.0,0.0,19.857384,0.0,8.06766922076904,1,5.653002541114432,1,0.7006983536907536,1.0,recovered
Mackay_Reef,-16.044722222222223,Central,2014,2014,2017.0,2019,2019,2023.0,3.0,3.0,S -> H,S_to_H,S_to_H,S_to_H,Storm,Heatwave,Isolated Storm,Isolated Heatwave (Severe),2009,2011,3,29.34972297544556,6.476839898629811,0.7937789246253006,13.966008758171286,10.706207078364988,1.433888415113202,20.2462850390892,12.983621695717614,1.9780736165917403,0.5241519393605361,1.5700690702294788,0.21398076861482113,0.06666666666666667,0.0,,24.80804457444268,0.0,0.0,9.13,24.80804457444268,9.13,15.383714217274273,1,6.280276280917915,1,0.4082418713853794,0.0,failed
Masthead_Island,-23.54035555555556,South,2015,2015,,2016,2016,2020.0,,,Isolated Storm,Isolated_Storm,Isolated_Storm,Isolated_Storm,Storm,,Isolated Storm,,2010,2012,2,21.695414821836238,2.7035800136483887,0.33475621486372253,12.876205529943,3.994260325721178,0.1995545650996255,21.46250267252677,2.3504468755938097,0.4044372466060034,0.40650106782087353,2.1465742856459427,0.3957655206454841,0.0,0.0,,21.616374742620703,1.02,0.0,0.0,21.616374742620703,1.02,8.819209291893237,1,8.58629714258377,1,0.9735903592260178,1.0,recovered
Michaelmas_Cay,-16.565555555555555,Central,1999,1999,,2000,2000,2004.0,,,Isolated Storm,Isolated_Storm,Isolated_Storm,Isolated_Storm,Storm,,Isolated Storm,,1994,1997,4,19.75026507499106,,1.776139974000604,20.912119083609184,,5.59999169463654,21.55280505918753,,0.9319125289643854,-0.05882726151809133,0.16017149389458663,0.032439360846332164,0.03666666666666667,0.14,36.12176084304497,19.857384,0.99,0.0,0.0,19.857384,0.99,-1.1618540086181248,0,0.6406859755783465,1,,,non_impact
Michaelmas_Cay,-16.565555555555555,Central,2006,2006,2010.0,2013,2013,2017.0,4.0,4.0,S -> S,S_to_S,S_to_S,S_to_S,Storm,Storm,Isolated Storm,Isolated Storm,2001,2004,4,22.695627516216636,,3.112842337735128,13.099113936686338,13.68809143576016,5.74370637657635,20.41020459633629,14.81946193048749,6.85606921877095,0.4228353489090941,1.8277726649124877,0.3221365284756273,0.0,0.0,,20.0110980221287,0.44,18.51984,1.5,38.530938022128694,1.94,9.596513579530297,1,7.311090659649951,1,0.7618486233630477,1.0,recovered
Michaelmas_Cay,-16.565555555555555,Central,2016,2016,2017.0,2019,2019,,1.0,1.0,H -> H,H_to_H,H_to_H,H_to_H,Heatwave,Heatwave,Isolated Heatwave (Moderate),Isolated Heatwave (Severe),2011,2013,2,13.258722097299778,10.189710083347595,4.010151544645104,8.354838764196574,5.578000557986339,6.5926623871489305,,,,0.3698609335889098,,,0.006666666666666667,0.0,,0.0,5.48,0.0,10.96,0.0,16.44,4.903883333103204,0,,0,,,non_impact
Moore_Reef,-16.86277777777778,Central,2017,2017,2020.0,2020,2020,,3.0,3.0,H -> H,H_to_H,H_to_H,H_to_H,Heatwave,Heatwave,Isolated Heatwave (Severe),Isolated Heatwave (Moderate),2012,2014,2,20.75119583119908,11.97850957200621,3.7602111466004047,14.956806731098016,4.735319382021261,7.003489874143176,,,,0.27923157524200587,,,0.0033333333333333335,0.0,,0.0,10.7,0.0,5.6000000000000005,0.0,16.3,5.794389100101064,1,,0,,,recovery_unobserved
Myrmidon_Reef,-18.26536388888889,Central,2000,2000,2004.0,2007,2007,2011.0,4.0,4.0,S -> H,S_to_H,S_to_H,S_to_H,Storm,Heatwave,Isolated Storm,Isolated Heatwave (Moderate),1995,1998,4,32.56810937352465,,1.93560429676043,24.116188653212305,16.664458996221782,3.504638210601229,19.65680965325989,5.638791990225919,2.2291163488672394,0.2595152399968019,-1.1148447499881033,-0.13692471211047771,0.0,0.0,34.52628794643188,20.948618644133813,0.0,0.0,4.03,20.948618644133813,4.03,8.451920720312344,1,-4.459378999952413,1,-0.527617230156368,0.0,failed
North_Direction_Island,-14.743333333333332,North-Central,2014,2014,2015.0,2017,2017,2021.0,1.0,1.0,S -> S,S_to_S,S_to_S,S_to_S,Storm,Storm,Isolated Storm,Isolated Storm,2009,2011,3,32.649381422675525,10.244670371187162,1.39349828825106,4.628370176594759,7.019535250804417,1.854313903534097,9.94392595282751,9.703291353143104,5.89206483832576,0.858240187871361,1.3288889440581877,0.1628072430352696,0.29,0.0,,41.000868,0.0,29.117304,1.82,70.118172,1.82,28.021011246080768,1,5.315555776232751,1,0.18969892733533036,0.0,failed
North_Island,-23.184094444444444,South,2014,2014,,2014,2014,2018.0,,,Isolated Heatwave,Isolated_Heatwave,Isolated_Heatwave,Isolated_Heatwave,Heatwave,,Isolated Heatwave (Moderate),,2010,2012,2,9.992175221483514,17.138407004499012,3.774842120121416,34.90716860162028,36.17637913328791,7.042645622632369,49.2702667906601,36.96989021645325,3.2042680790898523,-1.0,3.590774547259956,1.4374345796257335,0.0,0.0,35.032476372104384,0.0,5.42,0.0,0.0,0.0,5.42,-24.914993380136764,0,14.363098189039825,1,,,non_impact
North_Island,-23.184094444444444,South,2020,2020,,2020,2020,,,,Isolated Heatwave,Isolated_Heatwave,Isolated_Heatwave,Isolated_Heatwave,Heatwave,,Isolated Heatwave (Moderate),,2016,2018,2,50.69205158948061,34.802324832071925,3.6368726121391406,36.81985188724767,13.621705529859934,1.6790668527231531,,,,0.2736563083809304,,,0.0,0.0,47.93298627722472,0.0,7.42,0.0,0.0,0.0,7.42,13.87219970223294,1,,0,,,recovery_unobserved
One_Tree_Island,-23.495,South,2020,2020,2024.0,2025,2025,,4.0,4.0,H -> H,H_to_H,H_to_H,H_to_H,Heatwave,Heatwave,Isolated Heatwave (Moderate),Isolated Heatwave (Severe),2015,2017,2,29.253787351521858,35.330412303609464,4.424009919423938,19.17891489677709,5.75338703414633,3.5719392206058007,,,,0.3443954908703692,,,0.013333333333333334,0.0,,0.0,5.34,0.0,11.53,0.0,16.869999999999997,10.074872454744767,1,,0,,,recovery_unobserved
Opal_Reef,-16.21527777777778,Central,1999,1999,,2001,2001,2005.0,,,Isolated Storm,Isolated_Storm,Isolated_Storm,Isolated_Storm,Storm,,Isolated Storm,,1995,1997,3,23.2032329017684,,2.821717919102831,18.873807124356844,,2.790076710147148,20.93941091663769,,6.221374535013009,0.1865871792840382,0.5164009480702116,0.0890222410396708,0.0033333333333333335,0.0,47.13301285783921,19.857384,0.58,0.0,0.0,19.857384,0.58,4.329425777411554,0,2.0656037922808466,1,,,non_impact
Opal_Reef,-16.21527777777778,Central,2006,2006,2008.0,2009,2009,2013.0,2.0,2.0,H -> H,H_to_H,H_to_H,H_to_H,Heatwave,Heatwave,Isolated Heatwave (Moderate),Isolated Heatwave (Moderate),2001,2004,4,19.64193943949683,,2.3921198797551924,24.25474117730312,7.236329468649156,0.8516517869325071,21.662781901489005,9.240595961252705,3.600838892919056,-0.23484451482070431,-0.6479898189535289,-0.13196045552416763,0.0,0.0,,0.0,4.17,0.0,6.890000000000001,0.0,11.06,-4.61280173780629,0,-2.5919592758141157,1,,,non_impact
Opal_Reef,-16.21527777777778,Central,2014,2014,2016.0,2019,2019,,2.0,2.0,H -> H,H_to_H,H_to_H,H_to_H,Heatwave,Heatwave,Isolated Heatwave (Severe),Isolated Heatwave (Moderate),2009,2011,2,25.480858791646245,6.116835539391143,1.6671620628734707,3.7035191745506144,3.4454344687365386,4.155096625825684,,,,0.8546548526941803,,,0.0,0.0,,0.0,9.69,0.0,6.8100000000000005,0.0,16.5,21.77733961709563,1,,0,,,recovery_unobserved
Peart_Reef,-17.47472222222222,Central,2017,2017,2020.0,2020,2020,2024.0,3.0,3.0,H -> H,H_to_H,H_to_H,H_to_H,Heatwave,Heatwave,Isolated Heatwave (Severe),Isolated Heatwave (Moderate),2012,2014,2,35.909529100588,29.567569759441874,3.889418090518987,13.879939358890672,9.56529902559695,15.4246525004036,29.108070695344,27.44480223457113,9.464755679940469,0.6134747598607915,3.807032834113332,0.42406936871260653,0.32,0.0,,0.0,8.64,0.0,5.5600000000000005,0.0,14.200000000000001,22.02958974169733,1,15.228131336453329,1,0.6912580540539851,1.0,recovered
Pompey_Reef_No_1,-20.93496111111111,South,2015,2015,2017.0,2018,2018,2023.0,2.0,2.0,S -> H,S_to_H,S_to_H,S_to_H,Storm,Heatwave,Isolated Storm,Isolated Heatwave (Moderate),2010,2012,2,35.10781833645442,18.670818912761966,1.9830724305500604,9.000944378371836,24.061610841931103,3.0811782115986466,25.19652755724253,30.714240487417648,1.4379683797069072,0.7436199455029752,3.2391166357741383,0.4613098718826942,0.0,0.0,,41.000868,1.14,0.0,4.24,41.000868,5.38,26.106873958082588,1,16.19558317887069,1,0.6203570448485887,1.0,recovered
Rebe_Reef,-19.7981,Central,2003,2003,2004.0,2007,2007,2011.0,1.0,1.0,S -> H,S_to_H,S_to_H,S_to_H,Storm,Heatwave,Isolated Storm,Isolated Heatwave (Moderate),1998,2001,4,19.540064890544514,,0.3796103552963358,18.11041507736537,7.312275357736754,0.2720162992593848,3.226949971477211,3.2016499437352293,1.7431638812640216,0.07316504940937807,-3.72086627647204,-0.7616896458256035,0.0,0.0,39.68700489358476,29.117304,0.15,0.0,5.0,29.117304,5.15,1.429649813179143,0,-14.88346510588816,1,,,non_impact
Reef_13_124,-13.868169444444446,North,2005,2005,,2006,2006,,,,Isolated Storm,Isolated_Storm,Isolated_Storm,Isolated_Storm,Storm,,Isolated Storm,,2000,2003,4,21.10208671715154,,,20.24187811294965,,,,,,0.04076414886034576,,,0.05666666666666667,0.05,,29.976776538560475,0.0,0.0,0.0,29.976776538560475,0.0,0.8602086042018904,0,,0,,,non_impact
Reef_19_131,-19.75961388888889,Central,2003,2003,,2004,2004,2007.0,,,Isolated Storm,Isolated_Storm,Isolated_Storm,Isolated_Storm,Storm,,Isolated Storm,,1998,2001,4,35.79505611856024,,2.7200714832446917,31.297665557395288,,0.1199846121178013,40.94623232718117,14.542768334181616,1.4034703197244398,0.1256427855921978,3.2161889232619614,0.2695502624113213,0.0,0.0,31.4792465589845,23.774914614487606,0.0,0.0,0.0,23.774914614487606,0.0,4.497390561164952,0,9.648566769785884,1,,,non_impact
Reef_19_131,-19.75961388888889,Central,2009,2009,2010.0,2011,2011,2015.0,1.0,1.0,S -> S,S_to_S,S_to_S,S_to_S,Storm,Storm,Isolated Storm,Isolated Storm,2004,2007,3,37.30782425015564,14.542768334181616,0.6320549266815089,41.426381208148,6.667632843163999,1.6731574841839594,45.65885291206999,21.217060781880456,0.8690536750965813,-0.11039391979485856,1.058117925980497,0.11344729393873272,0.0,0.0,37.48070597674943,26.802764189629407,0.15,29.117304,0.62,55.920068189629404,0.77,-4.118556957992361,0,4.232471703921988,1,,,non_impact
Reef_19_131,-19.75961388888889,Central,2017,2017,2020.0,2021,2021,2025.0,3.0,3.0,S -> S,S_to_S,S_to_S,S_to_S,Storm,Storm,Isolated Storm,Isolated Storm,2013,2015,2,46.14105386044096,20.6329402968549,0.9120561156134747,40.887965904616685,21.261645021155573,1.2514541100196277,50.3459443556515,25.67299045719227,0.4652640467021586,0.1138484606726335,2.364494612758703,0.2049796799102504,0.0,0.0,28.67105296130168,35.75358,2.06,38.377224,3.0700000000000003,74.130804,5.130000000000001,5.253087955824277,1,9.457978451034812,1,1.800460706268668,1.0,recovered
Reef_19_138,-19.85005555555556,Central,1996,1996,,1997,1997,2001.0,,,Isolated Storm,Isolated_Storm,Isolated_Storm,Isolated_Storm,Storm,,Isolated Storm,,1991,1994,3,23.44745757655971,,0.8816829027797464,16.335131953752622,,0.534255055089355,22.739500228621925,,1.7288379747494056,0.30333035466997665,1.6010920687173256,0.2731370023363093,0.0,0.0,34.35020743346951,18.51984,0.49,0.0,0.0,18.51984,0.49,7.112325622807088,1,6.404368274869302,1,0.9004604983681316,1.0,recovered
Reef_19_138,-19.85005555555556,Central,2003,2003,,2006,2006,2010.0,,,Isolated Storm,Isolated_Storm,Isolated_Storm,Isolated_Storm,Storm,,Isolated Storm,,1998,2001,4,19.755538557880662,,3.189866362670475,19.965417604047207,,,22.50704128744894,,,-0.010623807878060734,0.6354059208504328,0.12865372796368818,0.0,0.0,38.17180647001712,28.30726962939996,0.0,0.0,0.0,28.30726962939996,0.0,-0.20987904616654518,0,2.541623683401731,1,,,non_impact
Reef_19_138,-19.85005555555556,Central,2009,2009,2010.0,2010,2010,2013.0,1.0,1.0,S -> S,S_to_S,S_to_S,S_to_S,Storm,Storm,Isolated Storm,Isolated Storm,2004,2007,4,34.88315115096006,,0.3149885632598524,22.50704128744894,,,34.86017653788709,,0.5579068418734491,0.35478761107195744,4.117711750146051,0.35412899473957554,0.0,0.0,40.093722635240326,26.29000264676222,0.14,29.117304,1.11,55.40730664676222,1.25,12.376109863511122,1,12.353135250438154,1,0.9981436321003658,1.0,recovered
Reef_19_138,-19.85005555555556,Central,2017,2017,,2019,2019,2023.0,,,Isolated Storm,Isolated_Storm,Isolated_Storm,Isolated_Storm,Storm,,Isolated Storm,,2013,2015,2,38.39600659023915,,0.739518298273022,34.1234816433095,,1.2360283053825667,43.47725959871386,,1.6422012180189924,0.11127524256691294,2.3384444888510885,0.2436133021651847,0.0,0.0,27.85299076501392,35.75358,2.64,0.0,0.0,35.75358,2.64,4.27252494692965,0,9.353777955404354,1,,,non_impact
Reef_20_104,-20.031713888888888,South,2003,2003,,2003,2003,2007.0,,,Isolated Storm,Isolated_Storm,Isolated_Storm,Isolated_Storm,Storm,,Isolated Storm,,1998,2001,4,25.883639338831568,,6.423335513805486,34.730337527963414,,2.720676546705289,48.50110111498135,14.661095110521016,1.0670881308722475,-0.34178726079913,3.4426908967544847,0.5320257868976926,0.0,0.0,33.97422999220592,29.117304,0.0,0.0,0.0,29.117304,0.0,-8.846698189131846,0,13.770763587017939,1,,,non_impact
Reef_20_104,-20.031713888888888,South,2009,2009,2010.0,2010,2010,2013.0,1.0,1.0,S -> S,S_to_S,S_to_S,S_to_S,Storm,Storm,Isolated Storm,Isolated Storm,2004,2007,3,45.82304777822262,14.661095110521016,1.0515574378426977,15.295215205172893,,,37.99528067105546,25.29710809103936,1.9925526024878435,0.6662113074800333,7.5666884886275225,0.4953853260862923,0.16,0.0,37.72065094598248,28.812487687609003,0.44,29.117304,1.14,57.929791687609004,1.5799999999999998,30.52783257304973,1,22.700065465882567,1,0.7435858871265695,1.0,recovered
Reef_20_104,-20.031713888888888,South,2017,2017,,2017,2017,2021.0,,,Isolated Storm,Isolated_Storm,Isolated_Storm,Isolated_Storm,Storm,,Isolated Storm,,2013,2015,2,43.41738692541483,31.54598364490517,2.265971095936078,56.7359331998962,28.381791187691302,0.8730850361841714,48.64984513503214,17.279415287321786,1.148583248477404,-0.3067560536833049,-2.021522016216016,-0.18624078134307956,0.0,0.0,30.5591724126918,34.47760163605681,2.18,0.0,0.0,34.47760163605681,2.18,-13.31854627448137,0,-8.086088064864065,1,,,non_impact
Reef_21_060,-21.01388888888889,South,2015,2015,2017.0,2018,2018,2022.0,2.0,2.0,S -> H,S_to_H,S_to_H,S_to_H,Storm,Heatwave,Isolated Storm,Isolated Heatwave (Moderate),2010,2012,2,5.086118172395081,8.249966718802158,9.673589667559577,1.8641535501526096,11.44176168510354,1.6833525274201355,23.695570935162245,,,0.6334820609811412,5.457854346252409,4.292353548429077,1.3966666666666665,0.0,,41.000868,1.32,0.0,4.38,41.000868,5.7,3.2219646222424716,0,21.831417385009637,1,,,non_impact
Reef_21_064,-21.05777777777778,South,2015,2015,,2018,2018,2023.0,,,Isolated Storm,Isolated_Storm,Isolated_Storm,Isolated_Storm,Storm,,Isolated Storm,,2010,2012,2,20.396880098977768,10.020118105322004,0.0705025220157362,7.356867637191203,16.863074434831237,2.097015130700256,22.255136543642912,,,0.6393140714907714,2.9796537812903416,0.7304190069342206,0.7533333333333333,0.0,,41.000868,1.13,0.0,0.0,41.000868,1.13,13.040012461786564,1,14.898268906451708,1,1.1425041923932757,1.0,recovered
Reef_21_187,-21.414166666666667,South,2015,2015,,2018,2018,2022.0,,,Isolated Storm,Isolated_Storm,Isolated_Storm,Isolated_Storm,Storm,,Isolated Storm,,2010,2012,2,14.405393523595874,9.118004343576064,0.269879155480452,23.97244048923216,37.819906580891455,0.8992363837772913,51.25023837125158,,,-0.6641295116280974,6.819449470504854,1.8935822778696527,0.0,0.0,,22.23808902226356,0.29,0.0,0.0,22.23808902226356,0.29,-9.567046965636285,0,27.277797882019417,1,,,non_impact
Reef_21_187,-21.414166666666667,South,2024,2024,,2025,2025,,,,Isolated Heatwave,Isolated_Heatwave,Isolated_Heatwave,Isolated_Heatwave,Heatwave,,Isolated Heatwave (Moderate),,2020,2022,2,38.03566353562324,17.340266666399057,0.938881952411021,21.8893710077886,21.467336061690244,1.9675565966978164,,,,0.42450403192552255,,,0.13999999999999999,0.15,38.2447364383043,0.0,7.25,0.0,0.0,0.0,7.25,16.146292527834643,1,,0,,,recovery_unobserved
Reef_21_278,-21.10443611111112,South,2017,2017,2020.0,2020,2020,,3.0,3.0,H -> H,H_to_H,H_to_H,H_to_H,Heatwave,Heatwave,Isolated Heatwave (Moderate),Isolated Heatwave (Moderate),2012,2014,2,27.39649198414652,20.844446942981037,0.837057560487866,28.20428954715422,9.204530794179288,1.828851981199825,,,,-0.029485437897492375,,,0.0,0.0,,0.0,4.12,0.0,7.52,0.0,11.64,-0.8077975630076999,0,,0,,,non_impact
Reef_21_529,-21.86592777777778,South,2009,2009,,2011,2011,2015.0,,,Isolated Storm,Isolated_Storm,Isolated_Storm,Isolated_Storm,Storm,,Isolated Storm,,2004,2007,3,50.40219510409819,13.616221128995022,7.987726452556347,1.175435583140599,1.9296479313583603,1.51668565654402,9.678300562248596,19.616368765880484,10.30332039731717,0.9766788811337896,2.1257162447769993,0.16870029096047506,0.0,0.0,34.097316446969785,42.338412,0.32,0.0,0.0,42.338412,0.32,49.22675952095759,1,8.502864979107997,1,0.17272851314716386,0.0,failed
Reef_21_529,-21.86592777777778,South,2024,2024,,2025,2025,,,,Isolated Heatwave,Isolated_Heatwave,Isolated_Heatwave,Isolated_Heatwave,Heatwave,,Isolated Heatwave (Moderate),,2019,2021,2,28.878167311618824,21.478755229172698,0.9413121281024717,22.709186259324632,15.931803384987958,0.8957450533865507,,,,0.2136209332720421,,,0.0,0.0,36.74426129884761,0.0,7.19,0.0,0.0,0.0,7.19,6.168981052294193,1,,0,,,recovery_unobserved
Reef_21_550,-21.950930555555555,South,2020,2020,2024.0,2025,2025,,4.0,4.0,H -> H,H_to_H,H_to_H,H_to_H,Heatwave,Heatwave,Isolated Heatwave (Moderate),Isolated Heatwave (Moderate),2016,2018,2,47.86239958562565,25.25205922402279,1.0764876223265503,35.92423019389772,,,,,,0.24942688822716863,,,0.0,0.0,28.68907564398961,0.0,5.89,0.0,7.85,0.0,13.739999999999998,11.938169391727932,1,,0,,,recovery_unobserved
Reef_21_591,-21.02861111111111,South,2015,2015,2017.0,2018,2018,2022.0,2.0,2.0,S -> H,S_to_H,S_to_H,S_to_H,Storm,Heatwave,Isolated Storm,Isolated Heatwave (Moderate),2010,2012,2,26.548709731525996,15.272198734528624,2.7830392904183867,12.11181439065283,24.438926958665995,4.665304381996392,20.811628588499588,,,0.5437889632628616,2.1749535494616894,0.3276925427195403,0.0,0.0,,41.000868,1.28,0.0,4.29,41.000868,5.57,14.436895340873166,1,8.699814197846758,1,0.6026097711753987,1.0,recovered
Reef_22_084,-22.000275,South,2020,2020,2024.0,2025,2025,,4.0,4.0,H -> H,H_to_H,H_to_H,H_to_H,Heatwave,Heatwave,Isolated Heatwave (Moderate),Isolated Heatwave (Severe),2016,2018,2,46.2850125678667,24.13123672607871,0.6491891019150703,10.558523495026016,,,,,,0.7718802932257114,,,0.0,2.9,25.56735196407622,0.0,6.48,0.0,8.45,0.0,14.93,35.726489072840685,1,,0,,,recovery_unobserved
