reef_name,region_lat,sector,start_year,event_year,target_year,end_year,nadir_year,final_year,gap_years,time_gap_years,sequence_type,sequence_type_primary,seq_category_main,seq_category,start_event_type,target_event_type,start_disturbance_type,target_disturbance_type,baseline_start_year,baseline_end_year,baseline_survey_n,baseline_hc,baseline_juv,baseline_algae,nadir_hc,nadir_juv,nadir_algae,final_hc,final_juv,final_algae,rel_loss,recovery_rate,recovery_pct,cots_lag_3yr,initial_cots,initial_herbivore,start_max_wind,start_max_dhw,target_max_wind,target_max_dhw,storm_exposure_seq,heat_exposure_seq,drop_abs,impact_flag,recovery_gain_abs,recovery_observed_flag,recovery_frac_loss,recovered_flag,fate_status
Carter_Reef,-14.532222222222224,North-Central,2005,2005,,2006,2006,2009.0,,,Isolated Storm,Isolated_Storm,Isolated_Storm,Isolated_Storm,Storm,,Isolated Storm,,2000,2003,4,58.78536770624057,,3.2732312141706976,16.49121291721926,,,35.56977531069306,23.70354451137988,2.2818814315480127,0.7194673851556332,6.3595207978246,0.32454610965116826,0.0,0.0,47.50414410309066,23.906304664885926,0.0,0.0,0.0,23.906304664885926,0.0,42.294154789021306,1,19.0785623934738,1,0.4510921778350847,0.0,failed
Carter_Reef,-14.532222222222224,North-Central,2014,2014,2015.0,2017,2017,2021.0,1.0,1.0,S -> S,S_to_S,S_to_S,S_to_S,Storm,Storm,Isolated Storm,Isolated Storm,2009,2011,2,38.56169728888344,20.26748484667702,2.247217015083515,8.104976487662167,7.91668237363798,7.785823213397718,21.09589460917397,14.806250197551114,8.790119292937632,0.7898179525931119,3.247729530377951,0.3368865748877922,0.0,0.0,,41.000868,0.15,29.117304,1.55,70.118172,1.7,30.45672080122127,1,12.990918121511804,1,0.42653699347012064,0.0,failed
Chicken_Reef,-18.661952777777778,Central,2000,2000,,2003,2003,2007.0,,,Isolated Storm,Isolated_Storm,Isolated_Storm,Isolated_Storm,Storm,,Isolated Storm,,1995,1998,4,37.02172904051393,,1.3436134726624107,28.341773810864595,,3.5823257545161176,13.12926593049824,11.826118812864191,7.209820357372122,0.23445569546875067,-3.8031269700915886,-0.4109075473951763,0.0,0.02,41.330466147990734,22.481028,0.0,0.0,0.0,22.481028,0.0,8.679955229649337,1,-15.212507880366354,1,-1.7526021134766758,0.0,failed
Chicken_Reef,-18.661952777777778,Central,2016,2016,2017.0,2017,2017,2021.0,1.0,1.0,H -> H,H_to_H,H_to_H,H_to_H,Heatwave,Heatwave,Isolated Heatwave (Moderate),Isolated Heatwave (Moderate),2011,2014,4,9.995342524444386,18.19995378784223,2.261257391136774,25.00060267131752,30.738111870243703,2.7548013699174514,44.55431412108499,22.35707745244986,2.429987073012166,-1.0,4.888427862441868,1.956282278666024,0.0,0.0,75.03227095350869,0.0,4.1,0.0,5.36,0.0,9.46,-15.005260146873134,0,19.553711449767473,1,,,non_impact
Chinaman_Reef_22_102,-22.01736111111111,South,1992,1992,1994.0,1995,1995,1999.0,2.0,2.0,S -> S,S_to_S,S_to_S,S_to_S,Storm,Storm,Isolated Storm,Isolated Storm,1987,1990,3,31.476629725119068,,,20.691549088191305,,0.7283095058790338,33.277977975940345,,0.6315235838542387,0.34263771982935715,3.14660722193726,0.3998658368975502,0.049999999999999996,0.0,,22.481028,0.87,29.117304,0.32,51.598332,1.19,10.785080636927763,1,12.58642888774904,1,1.1670222329774262,1.0,recovered
Chinaman_Reef_22_102,-22.01736111111111,South,2002,2002,2004.0,2006,2006,2010.0,2.0,2.0,H -> H,H_to_H,H_to_H,H_to_H,Heatwave,Heatwave,Isolated Heatwave (Moderate),Isolated Heatwave (Moderate),1997,2000,4,32.10445111018901,,0.8115866298575217,36.82744412083712,,0.1429143097637326,31.327529008719058,27.85051663267528,0.6095742544746471,-0.1471133393446858,-1.374978778029516,-0.17131316443446534,14.066666666666665,3.09,27.438491418323373,0.0,4.47,0.0,4.2700000000000005,0.0,8.74,-4.722993010648111,0,-5.499915112118064,1,,,non_impact
Chinaman_Reef_22_102,-22.01736111111111,South,2020,2020,2024.0,2025,2025,,4.0,4.0,H -> H,H_to_H,H_to_H,H_to_H,Heatwave,Heatwave,Isolated Heatwave (Moderate),Isolated Heatwave (Severe),2015,2018,4,34.90570011989698,39.4713046641781,0.6240242091374524,18.457508644550444,27.03702687405986,2.43454928516078,,,,0.47121792196830115,,,2.5166666666666666,3.45,35.72712650532174,0.0,6.6000000000000005,0.0,9.41,0.0,16.01,16.448191475346533,1,,0,,,recovery_unobserved
Davies_Reef,-18.81416666666667,Central,2000,2000,,2003,2003,2007.0,,,Isolated Storm,Isolated_Storm,Isolated_Storm,Isolated_Storm,Storm,,Isolated Storm,,1995,1998,4,38.101744837768194,,8.853790626254865,28.46348787382228,,18.50682614885412,27.513934957431275,12.22542857076752,23.352570639845023,0.2529610390543593,-0.2373882290977516,-0.024921507412168854,0.06333333333333334,0.0,28.402735149423474,22.481028,0.0,0.0,0.0,22.481028,0.0,9.638256963945913,1,-0.9495529163910064,1,-0.09851915340533299,0.0,failed
Davies_Reef,-18.81416666666667,Central,2017,2017,,2017,2017,2021.0,,,Isolated Heatwave,Isolated_Heatwave,Isolated_Heatwave,Isolated_Heatwave,Heatwave,,Isolated Heatwave (Moderate),,2013,2015,2,25.850195380112886,24.683319821264224,1.6639829819036878,29.085461584299832,32.743956392259626,2.3156916175984787,39.07525429298804,29.95914571780029,3.256139875960188,-0.12515441978732222,2.4974481771720525,0.3864494082846884,0.006666666666666667,0.0,39.04484649522663,0.0,4.3,0.0,0.0,0.0,4.3,-3.2352662041869458,0,9.98979270868821,1,,,non_impact
Dip_Reef,-18.409444444444443,Central,2000,2000,,2001,2001,2005.0,,,Isolated Storm,Isolated_Storm,Isolated_Storm,Isolated_Storm,Storm,,Isolated Storm,,1995,1998,4,24.319106622020666,,5.77718367396414,24.560815185366195,,8.89073974075565,28.05201549730793,,3.1517578492402576,-0.00993903958324954,0.8728000779854339,0.14355791790396177,0.0,0.0,39.73259634407905,22.481028,0.0,0.0,0.0,22.481028,0.0,-0.24170856334552937,0,3.4912003119417356,1,,,non_impact
Dip_Reef,-18.409444444444443,Central,2006,2006,,2007,2007,2011.0,,,Isolated Storm,Isolated_Storm,Isolated_Storm,Isolated_Storm,Storm,,Isolated Storm,,2001,2004,4,24.86879541633349,,6.8351918905055085,17.912306475134873,6.747693263462506,7.9887524875703555,9.704384437309995,2.661546584935831,2.522310998532548,0.27972761948211167,-2.0519805094562193,-0.3300490393850771,0.0,0.0,,19.76089897048784,0.62,0.0,0.0,19.76089897048784,0.62,6.956488941198618,1,-8.207922037824877,1,-1.1798943557884296,0.0,failed
Dip_Reef,-18.409444444444443,Central,2016,2016,2017.0,2019,2019,2023.0,1.0,1.0,H -> H,H_to_H,H_to_H,H_to_H,Heatwave,Heatwave,Isolated Heatwave (Moderate),Isolated Heatwave (Moderate),2011,2013,2,9.538933855055959,8.295742340851024,2.8506593340396176,16.498326198111997,13.644608570302283,4.82614600383654,24.881660603722644,10.7921386003068,3.8352232379672335,-0.7295775868460733,2.0958336014026617,0.8788544435882838,0.0,0.0,,0.0,6.28,0.0,6.8,0.0,13.08,-6.959392343056038,0,8.383334405610647,1,,,non_impact
East_Cay,-21.48305555555556,South,2009,2009,,2011,2011,2015.0,,,Isolated Storm,Isolated_Storm,Isolated_Storm,Isolated_Storm,Storm,,Isolated Storm,,2004,2007,4,20.816082085106935,8.513840789169883,1.580417447333695,14.90999891915959,5.457914644858647,1.1747156216167014,22.31303166651309,32.59059656560334,3.0383968272086297,0.28372693486700407,1.8507581868383753,0.3556400631533862,0.006666666666666667,0.0,30.69369225043508,39.67060436754328,1.74,0.0,0.0,39.67060436754328,1.74,5.906083165947345,1,7.403032747353501,1,1.2534589404424756,1.0,recovered
East_Cay,-21.48305555555556,South,2020,2020,2024.0,2025,2025,,4.0,4.0,H -> H,H_to_H,H_to_H,H_to_H,Heatwave,Heatwave,Isolated Heatwave (Moderate),Isolated Heatwave (Moderate),2015,2018,4,22.20279972065002,30.880004914890378,1.9586263729625009,14.554197554158632,22.87666888750333,5.620003942380957,,,,0.34448818449583635,,,0.0033333333333333335,0.0,,0.0,4.61,0.0,7.67,0.0,12.280000000000001,7.648602166491388,1,,0,,,recovery_unobserved
Erskine_Island,-23.5025,South,2015,2015,,2018,2018,2022.0,,,Isolated Storm,Isolated_Storm,Isolated_Storm,Isolated_Storm,Storm,,Isolated Storm,,2010,2012,2,25.948467806815916,4.211516523415298,0.5839756281492645,27.379856217045766,12.696370921878312,0.940584385660982,36.968013874839606,5.2114314065365015,1.938174928579571,-0.05516273334080503,2.39703941444846,0.3695076614610481,0.0,0.0,,20.92974875614908,1.02,0.0,0.0,20.92974875614908,1.02,-1.4313884102298502,0,9.58815765779384,1,,,non_impact
Fairfax_Island,-23.852500000000003,South,2020,2020,2024.0,2026,2026,,4.0,4.0,H -> H,H_to_H,H_to_H,H_to_H,Heatwave,Heatwave,Isolated Heatwave (Moderate),Isolated Heatwave (Severe),2016,2018,2,21.75496824109169,17.842626911378577,1.3708507131430805,21.25366968687083,,,,,,0.0230429458073851,,,0.01,0.0,76.78807794101756,0.0,4.55,0.0,11.26,0.0,15.809999999999999,0.5012985542208597,0,,0,,,non_impact
Feather_Reef,-17.529166666666665,Central,2006,2006,,2007,2007,2010.0,,,Isolated Storm,Isolated_Storm,Isolated_Storm,Isolated_Storm,Storm,,Isolated Storm,,2001,2004,4,8.851190808207473,,,8.492201154147924,,,39.50905975204123,27.03471396476713,4.01851714376781,0.040558345406661825,10.338952865964435,3.504258271003739,0.0,0.0,67.22841892046114,37.03968,0.44,0.0,0.0,37.03968,0.44,0.35898965405954897,0,31.016858597893307,1,,,non_impact
Feather_Reef,-17.529166666666665,Central,2017,2017,2020.0,2021,2021,2025.0,3.0,3.0,H -> H,H_to_H,H_to_H,H_to_H,Heatwave,Heatwave,Isolated Heatwave (Severe),Isolated Heatwave (Moderate),2012,2015,3,26.392497236516846,29.978565493312914,2.9278378568755383,15.695346141102997,,,33.62634411954204,15.72941766327394,7.009247260307479,0.4053103046502623,4.482749494609761,0.6793975506656335,0.0,0.02,,0.0,8.91,0.0,5.45,0.0,14.36,10.69715109541385,1,17.930997978439045,1,1.6762405072623996,1.0,recovered
Fitzroy_Island,-16.933977777777777,Central,2006,2006,2010.0,2013,2013,2017.0,4.0,4.0,S -> S,S_to_S,S_to_S,S_to_S,Storm,Storm,Isolated Storm,Isolated Storm,2001,2004,4,7.715210534076244,,3.522545843050534,28.27183515934281,9.33210561978326,1.1368364068580323,16.787673416272998,17.41561330495144,0.3342470990875141,-1.0,-2.871040435767453,-1.4885091848559429,0.0,0.0,,30.83641151543617,1.52,18.51984,1.08,49.35625151543617,2.6,-20.556624625266565,0,-11.484161743069812,1,,,non_impact
Fitzroy_Island,-16.933977777777777,Central,2017,2017,2020.0,2022,2022,2025.0,3.0,3.0,H -> H,H_to_H,H_to_H,H_to_H,Heatwave,Heatwave,Isolated Heatwave (Severe),Isolated Heatwave (Moderate),2013,2015,2,22.205659035609962,11.565219281153777,0.7787863427299933,32.801255403504705,10.111345825937768,0.4584693411026755,38.257587665057486,14.37884705974118,1.133168675965918,-0.47715748273461206,1.8187774205175937,0.24571809613048498,0.0,0.0,15.554182335937137,0.0,10.69,0.0,4.88,0.0,15.57,-10.595596367894743,0,5.456332261552781,1,,,non_impact
Fore_and_Aft_Reef,-18.50111111111111,Central,2011,2011,,2012,2012,2016.0,,,Isolated Storm,Isolated_Storm,Isolated_Storm,Isolated_Storm,Storm,,Isolated Storm,,2007,2008,2,5.035494724430954,11.498975988583888,11.624487100180366,2.8103399048720967,6.85016473868649,2.0745566755366056,20.6087314838366,41.60557163090948,1.8885398228843155,0.4418939828817546,4.449597894741125,3.534586481167616,0.0,0.0,,23.014637510584315,1.41,0.0,0.0,23.014637510584315,1.41,2.2251548195588575,0,17.7983915789645,1,,,non_impact
Fore_and_Aft_Reef,-18.50111111111111,Central,2017,2017,,2018,2018,,,,Isolated Heatwave,Isolated_Heatwave,Isolated_Heatwave,Isolated_Heatwave,Heatwave,,Isolated Heatwave (Moderate),,2012,2014,2,5.022178505946719,19.649164856899212,3.177844704114258,23.5749849284998,18.77123913218236,3.490069738296712,,,,-1.0,,,0.006666666666666667,0.0,,0.0,6.88,0.0,0.0,0.0,6.88,-18.55280642255308,0,,0,,,non_impact
Fork_Reef,-18.61416666666667,Central,2016,2016,2017.0,2018,2018,,1.0,1.0,H -> H,H_to_H,H_to_H,H_to_H,Heatwave,Heatwave,Isolated Heatwave (Moderate),Isolated Heatwave (Moderate),2012,2014,2,8.323521198459451,16.880909466099673,2.074308723183952,20.65387094900915,15.632082284715924,2.3058587003416644,,,,-1.0,,,0.01,0.03,63.22258973481521,0.0,4.36,0.0,5.33,0.0,9.690000000000001,-12.330349750549699,0,,0,,,non_impact
Gannet_Cay,-21.981111111111108,South,1992,1992,1994.0,1997,1997,2001.0,2.0,2.0,S -> S,S_to_S,S_to_S,S_to_S,Storm,Storm,Isolated Storm,Isolated Storm,1987,1990,3,69.7290677458053,,,38.254237533949954,,0.2546940761207294,6.358417180812206,,1.3435581348860737,0.45138750924644017,-7.973955088284437,-0.4574250220784934,2.5033333333333334,1.95,,22.481028,1.62,29.117304,0.32,51.598332,1.9400000000000002,31.47483021185534,1,-31.895820353137747,1,-1.0133754539245723,0.0,failed
Gannet_Cay,-21.981111111111108,South,2002,2002,,2002,2002,2006.0,,,Isolated Heatwave,Isolated_Heatwave,Isolated_Heatwave,Isolated_Heatwave,Heatwave,,Isolated Heatwave (Moderate),,1997,2000,4,23.52057579395059,,1.0564608951390768,3.6767479510544168,,5.077612240912954,9.189955204363272,,,0.8436795092405832,1.378301813327214,0.23439933195542065,20.04,5.26,51.99566812010913,0.0,4.2,0.0,0.0,0.0,4.2,19.843827842896175,1,5.513207253308856,1,0.2778298268336626,0.0,failed
Gannet_Cay,-21.981111111111108,South,2009,2009,,2011,2011,2015.0,,,Isolated Storm,Isolated_Storm,Isolated_Storm,Isolated_Storm,Storm,,Isolated Storm,,2004,2007,4,9.999912969090786,17.835086912726684,1.289391041106337,6.1165543497174895,3.9978374994393335,1.8916968585680607,19.01101962198221,19.05127648197752,4.793961971614218,0.3883392416890584,3.2236163180661803,1.2894577494945052,0.0,0.0,41.93771590839254,42.338412,0.29,0.0,0.0,42.338412,0.29,3.883358619373297,0,12.894465272264721,1,,,non_impact
Gannet_Cay,-21.981111111111108,South,2020,2020,2024.0,2025,2025,,4.0,4.0,H -> H,H_to_H,H_to_H,H_to_H,Heatwave,Heatwave,Isolated Heatwave (Moderate),Isolated Heatwave (Severe),2015,2017,2,25.734311340528542,24.880588149702504,3.1141834102864294,6.879262317708815,12.814944234211747,2.1279116135764875,,,,0.7326813130268313,,,1.2833333333333332,0.0,,0.0,6.8,0.0,8.47,0.0,15.27,18.855049022819728,1,,0,,,recovery_unobserved
Green_Island,-16.765555555555554,Central,2006,2006,2010.0,2010,2010,2013.0,4.0,4.0,S -> S,S_to_S,S_to_S,S_to_S,Storm,Storm,Isolated Storm,Isolated Storm,2001,2004,4,5.503018237846888,,8.865628078025505,9.032050469533177,,,10.607246859981403,6.573155039801758,2.4236770314385314,-0.6412903027315895,0.5250654634827422,0.28624226240335676,0.0,0.0,,25.00307301656869,0.98,18.51984,1.4,43.52291301656869,2.38,-3.5290322316862888,0,1.5751963904482267,1,,,non_impact
Green_Island,-16.765555555555554,Central,2017,2017,2020.0,2021,2021,2024.0,3.0,3.0,H -> H,H_to_H,H_to_H,H_to_H,Heatwave,Heatwave,Isolated Heatwave (Severe),Isolated Heatwave (Moderate),2012,2015,3,9.29309226208658,10.264928522087846,2.874093997095261,14.914060547652012,16.31583965523116,9.176992753909254,26.561785128535703,,,-0.6048544582407229,3.882574860294564,1.2533744691638762,0.006666666666666667,0.0,42.95696992057914,0.0,11.08,0.0,5.42,0.0,16.5,-5.620968285565432,0,11.647724580883692,1,,,non_impact
Grub_Reef_18_077,-18.65079722222222,Central,2017,2017,,2020,2020,2025.0,,,Isolated Heatwave,Isolated_Heatwave,Isolated_Heatwave,Isolated_Heatwave,Heatwave,,Isolated Heatwave (Moderate),,2012,2014,2,6.177337027079025,9.255757290745098,2.725438056564058,6.851916060738547,10.46661699644252,1.3547318783917528,19.0176065232126,,,-0.10920223887776104,2.4331380924948105,1.9694069481953849,0.006666666666666667,0.0,,0.0,4.73,0.0,0.0,0.0,4.73,-0.6745790336595219,0,12.165690462474053,1,,,non_impact
Hastings_Reef,-16.527041666666666,Central,1999,1999,,2000,2000,2004.0,,,Isolated Storm,Isolated_Storm,Isolated_Storm,Isolated_Storm,Storm,,Isolated Storm,,1994,1997,4,25.258730580376913,,1.5872322470209208,23.906750775874585,,7.051714704111757,26.03941515898944,,0.8555892447812355,0.05352524744662578,0.5331660957787134,0.08443276182579362,0.01,0.03,48.48430050059367,19.857384,0.95,0.0,0.0,19.857384,0.95,1.351979804502328,0,2.1326643831148537,1,,,non_impact
Hastings_Reef,-16.527041666666666,Central,2010,2010,,2012,2012,2016.0,,,Isolated Storm,Isolated_Storm,Isolated_Storm,Isolated_Storm,Storm,,Isolated Storm,,2005,2008,4,24.979244831190147,6.966005931915225,3.080437573951276,20.00196770726912,13.071270784231432,1.6840033382719013,33.58429811537357,17.00653328581727,3.5193667229940417,0.19925650905611794,3.3955826020261126,0.5437446367932218,0.0,0.0,49.08128057313584,18.51984,1.52,0.0,0.0,18.51984,1.52,4.977277123921027,0,13.58233040810445,1,,,non_impact
Hastings_Reef,-16.527041666666666,Central,2016,2016,2017.0,2018,2018,2022.0,1.0,1.0,H -> H,H_to_H,H_to_H,H_to_H,Heatwave,Heatwave,Isolated Heatwave (Moderate),Isolated Heatwave (Severe),2011,2014,4,24.156582967214103,13.072597048870785,1.9674680335247583,9.773092201931195,7.528945995703027,3.8388893429302,13.942439935823108,13.875183917737496,5.391360527573606,0.5954273741780668,1.0423369334729782,0.17259675093744228,0.006666666666666667,0.0,57.42899459362028,0.0,5.29,0.0,10.25,0.0,15.54,14.383490765282907,1,4.169347733891913,1,0.28987036609745453,0.0,failed
Hayman_Island,-20.062725,South,1996,1996,,1998,1998,2002.0,,,Isolated Storm,Isolated_Storm,Isolated_Storm,Isolated_Storm,Storm,,Isolated Storm,,1992,1994,3,39.31004646732173,,0.050328799488381294,37.05348087430256,,5.0315944414302285,45.539734286391045,,0.3016499166619651,0.05740429726774931,2.121563353022122,0.215880014772892,0.0,0.0,26.03019668963793,18.51984,1.11,0.0,0.0,18.51984,1.11,2.2565655930191753,0,8.486253412088487,1,,,non_impact
Hayman_Island,-20.062725,South,2003,2003,,2003,2003,2007.0,,,Isolated Storm,Isolated_Storm,Isolated_Storm,Isolated_Storm,Storm,,Isolated Storm,,1998,2001,4,40.46112902809175,,2.032405315367157,43.08989201481783,,0.1399750785788494,49.94932752696009,7.215104977579559,0.0,-0.0649700848659205,1.7148588780355656,0.16953149051722768,0.0,0.0,21.278735368140737,23.552195111123133,0.0,0.0,0.0,23.552195111123133,0.0,-2.6287629867260804,0,6.859435512142262,1,,,non_impact
Hayman_Island,-20.062725,South,2010,2010,2011.0,2011,2011,2015.0,1.0,1.0,S -> S,S_to_S,S_to_S,S_to_S,Storm,Storm,Isolated Storm,Isolated Storm,2005,2007,2,47.37796794343629,7.215104977579559,0.0263554031509389,30.870980076655165,4.085006295652831,0.1538861874532857,34.97428250932376,11.544564232487556,0.6320694692360005,0.348410634379434,1.025825608167148,0.08660781816492112,0.0,0.0,,29.117304,1.17,18.51984,0.0,47.637144,1.17,16.506987866781124,1,4.103302432668592,1,0.24857972064825531,0.0,failed
Helix_Reef,-18.62361111111111,Central,2017,2017,,2020,2020,2024.0,,,Isolated Heatwave,Isolated_Heatwave,Isolated_Heatwave,Isolated_Heatwave,Heatwave,,Isolated Heatwave (Moderate),,2012,2014,2,11.673460775832382,12.116938259702131,1.5019723856666563,31.067842203335672,18.01019182327366,0.6077199837253923,28.593109897310093,12.47466081259296,0.8574705909310042,-1.0,-0.6186830765063949,-0.21199645533987907,0.0,0.0,,0.0,5.41,0.0,0.0,0.0,5.41,-19.39438142750329,0,-2.4747323060255795,1,,,non_impact
Horseshoe_Reef,-22.031388888888888,South,2002,2002,2004.0,2006,2006,2009.0,2.0,2.0,H -> H,H_to_H,H_to_H,H_to_H,Heatwave,Heatwave,Isolated Heatwave (Moderate),Isolated Heatwave (Moderate),1997,2000,4,40.34547697691423,,1.0418221141644,9.294694509177994,,,38.09504932130007,33.13826814403459,1.4805603716511062,0.7696223912659047,9.600118270707357,0.7138434583039308,2.813333333333334,4.92,46.6617774306861,0.0,4.54,0.0,4.05,0.0,8.59,31.050782467736234,1,28.800354812122073,1,0.9275242851624592,1.0,recovered
Horseshoe_Reef,-22.031388888888888,South,2020,2020,2024.0,2026,2026,,4.0,4.0,H -> H,H_to_H,H_to_H,H_to_H,Heatwave,Heatwave,Isolated Heatwave (Moderate),Isolated Heatwave (Severe),2015,2017,2,49.25361996931141,23.96750744397536,0.7056232525204089,16.542599788068422,,,,,,0.6641343357427197,,,1.4566666666666668,0.0,,0.0,6.5200000000000005,0.0,9.19,0.0,15.71,32.711020181242986,1,,0,,,recovery_unobserved
Hyde_Reef,-19.75438888888889,Central,2003,2003,,2005,2005,2009.0,,,Isolated Storm,Isolated_Storm,Isolated_Storm,Isolated_Storm,Storm,,Isolated Storm,,1998,2001,4,17.5392284858804,,0.7059838510588798,14.515498103489394,,0.3488072945575917,9.638452085950869,5.826562753522787,5.954315867019725,0.1723981408204585,-1.2192615043846313,-0.27806502557764684,0.0,0.0,43.818889394878056,29.117304,0.0,0.0,0.0,29.117304,0.0,3.0237303823910064,0,-4.877046017538525,1,,,non_impact
