reef_name,region_lat,sector,start_year,event_year,target_year,end_year,nadir_year,final_year,gap_years,time_gap_years,sequence_type,sequence_type_primary,seq_category_main,seq_category,start_event_type,target_event_type,start_disturbance_type,target_disturbance_type,baseline_start_year,baseline_end_year,baseline_survey_n,baseline_hc,baseline_juv,baseline_algae,nadir_hc,nadir_juv,nadir_algae,final_hc,final_juv,final_algae,rel_loss,recovery_rate,recovery_pct,cots_lag_3yr,initial_cots,initial_herbivore,start_max_wind,start_max_dhw,target_max_wind,target_max_dhw,storm_exposure_seq,heat_exposure_seq,drop_abs,impact_flag,recovery_gain_abs,recovery_observed_flag,recovery_frac_loss,recovered_flag,fate_status,disturbance_group,baseline_hc_median,baseline_hc_group,baseline_hc_c
Farquharson_Reef,-17.795,Central,2024,2024,2025.0,2025,2025,,1.0,1.0,H -> H,H_to_H,H_to_H,H_to_H,Heatwave,Heatwave,Isolated Heatwave (Moderate),Isolated Heatwave (Moderate),2020,2022,2,7.364125457858266,8.33412316683617,17.46797026279857,9.127442620272356,8.414494042259063,22.629584133386075,,,,-0.23944692041231486,,,0.0,0.0,63.86080430974617,0.0,4.91,0.0,5.74,0.0,10.65,-1.76331716241409,0,,0,,,non_impact,Heat-linked,21.631033898414216,Low baseline HC,-16.512689855698028
Feather_Reef,-17.529166666666665,Central,1990,1990,,1990,1990,1994.0,,,Isolated Storm,Isolated_Storm,Isolated_Storm,Isolated_Storm,Storm,,Isolated Storm,,1986,1988,3,7.1739025315979825,,,16.49828668230554,,,24.19571977173328,,,-1.0,1.924358272356935,1.0729770937817775,0.0,0.0,,22.481028,0.0,0.0,0.0,22.481028,0.0,-9.324384150707559,0,7.69743308942774,1,,,non_impact,Storm-linked,21.631033898414216,Low baseline HC,-16.70291278195831
Feather_Reef,-17.529166666666665,Central,2011,2011,,2012,2012,2016.0,,,Isolated Storm,Isolated_Storm,Isolated_Storm,Isolated_Storm,Storm,,Isolated Storm,,2006,2009,4,16.25529643546369,13.205815835733626,3.890051605756539,21.14439952140011,16.903049031783276,2.2365960468223567,49.76011425224977,34.16481774227701,3.674701053573613,-0.30076985094347525,7.153928682712415,1.7603932874714987,0.0,0.0,,41.000868,0.6900000000000001,0.0,0.0,41.000868,0.6900000000000001,-4.889103085936419,0,28.61571473084966,1,,,non_impact,Storm-linked,21.631033898414216,Low baseline HC,-7.621518878092601
Feather_Reef,-17.529166666666665,Central,2020,2020,2022.0,2022,2022,2025.0,2.0,2.0,H -> H,H_to_H,H_to_H,H_to_H,Heatwave,Heatwave,Isolated Heatwave (Moderate),Isolated Heatwave (Moderate),2015,2018,4,29.58109262011601,23.105817254568016,3.963884959305673,29.09897511843996,24.07578228446068,7.676599171514259,33.62634411954204,15.72941766327394,7.009247260307479,0.01629816409648765,1.5091230003673601,0.15304941772243183,0.08,0.0,33.76093468124253,0.0,5.45,0.0,4.65,0.0,10.100000000000001,0.4821175016760506,0,4.52736900110208,1,,,non_impact,Heat-linked,21.631033898414216,High baseline HC,5.704277306559717
Feather_Reef,-17.529166666666665,Central,2024,2024,2025.0,2025,2025,,1.0,1.0,H -> H,H_to_H,H_to_H,H_to_H,Heatwave,Heatwave,Isolated Heatwave (Moderate),Isolated Heatwave (Moderate),2019,2022,4,19.528439084255,17.503684506626513,7.618067511329908,33.62634411954204,15.72941766327394,7.009247260307479,,,,-0.7219166352447295,,,0.0,0.0,87.88996463036736,0.0,5.54,0.0,6.34,0.0,11.879999999999999,-14.097905035287038,0,,0,,,non_impact,Heat-linked,21.631033898414216,Low baseline HC,-4.348376229301291
Fitzroy_Island,-16.933977777777777,Central,2010,2010,2011.0,2013,2013,2017.0,1.0,1.0,S -> S,S_to_S,S_to_S,S_to_S,Storm,Storm,Isolated Storm,Isolated Storm,2005,2007,2,16.135630428515892,2.98457307254289,0.8602347402331992,28.27183515934281,9.33210561978326,1.1368364068580323,16.787673416272998,17.41561330495144,0.3342470990875141,-0.75213700416558,-2.871040435767453,-0.7117268701676686,0.0,0.0,,18.51984,1.08,21.851255536541192,1.02,40.37109553654119,2.1,-12.136204730826918,0,-11.484161743069812,1,,,non_impact,Storm-linked,21.631033898414216,Low baseline HC,-7.741184885040401
Fitzroy_Island,-16.933977777777777,Central,2020,2020,2024.0,2024,2024,,4.0,4.0,H -> H,H_to_H,H_to_H,H_to_H,Heatwave,Heatwave,Isolated Heatwave (Moderate),Isolated Heatwave (Moderate),2015,2017,2,16.463578164075056,15.606973123737866,0.37749168884473416,37.80846487185232,13.458903377601937,0.555187851019173,,,,-1.0,,,0.0,0.0,,0.0,4.88,0.0,7.82,0.0,12.7,-21.344886707777267,0,,0,,,non_impact,Heat-linked,21.631033898414216,Low baseline HC,-7.413237149481237
Fitzroy_Island,-16.933977777777777,Central,2025,2025,,2025,2025,,,,Isolated Heatwave,Isolated_Heatwave,Isolated_Heatwave,Isolated_Heatwave,Heatwave,,Isolated Heatwave (Moderate),,2021,2023,3,34.48857991659863,8.550871091310603,0.4701417686597904,38.257587665057486,14.37884705974118,1.133168675965918,,,,-0.1092827758514032,,,0.0,0.0,18.41978266034834,0.0,6.86,0.0,0.0,0.0,6.86,-3.7690077484588542,0,,0,,,non_impact,Heat-linked,21.631033898414216,High baseline HC,10.611764603042339
Fork_Reef,-18.61416666666667,Central,2017,2017,,2018,2018,,,,Isolated Heatwave,Isolated_Heatwave,Isolated_Heatwave,Isolated_Heatwave,Heatwave,,Isolated Heatwave (Moderate),,2012,2014,2,8.323521198459451,16.880909466099673,2.074308723183952,20.65387094900915,15.632082284715924,2.3058587003416644,,,,-1.0,,,0.02,0.0,,0.0,5.33,0.0,0.0,0.0,5.33,-12.330349750549699,0,,0,,,non_impact,Heat-linked,21.631033898414216,Low baseline HC,-15.553294115096842
Fork_Reef,-18.61416666666667,Central,2022,2022,,2025,2025,,,,Isolated Heatwave,Isolated_Heatwave,Isolated_Heatwave,Isolated_Heatwave,Heatwave,,Isolated Heatwave (Moderate),,2018,2020,2,21.9748695981349,15.161476905761534,2.3964592325567473,40.90245759650253,,,,,,-0.8613287971444477,,,0.0,0.0,,0.0,4.8,0.0,0.0,0.0,4.8,-18.927587998367628,0,,0,,,non_impact,Heat-linked,21.631033898414216,High baseline HC,-1.901945715421391
Gannet_Cay,-21.981111111111108,South,1994,1994,,1997,1997,2001.0,,,Isolated Storm,Isolated_Storm,Isolated_Storm,Isolated_Storm,Storm,,Isolated Storm,,1990,1992,3,67.45412681468186,,,38.254237533949954,,0.2546940761207294,6.358417180812206,,1.3435581348860737,0.4328851422382707,-7.973955088284437,-0.4728520234316546,3.793333333333333,1.0,,29.117304,0.32,0.0,0.0,29.117304,0.32,29.199889280731902,1,-31.895820353137747,1,-1.0923267566697523,0.0,failed,Storm-linked,21.631033898414216,High baseline HC,43.577311501125564
Gannet_Cay,-21.981111111111108,South,2024,2024,,2025,2025,,,,Isolated Heatwave,Isolated_Heatwave,Isolated_Heatwave,Isolated_Heatwave,Heatwave,,Isolated Heatwave (Severe),,2019,2022,3,14.892316387378491,16.16253537474202,2.1262596831768508,6.879262317708815,12.814944234211747,2.1279116135764875,,,,0.5380663330830713,,,7.676666666666667,0.0,53.91534398967207,0.0,8.47,0.0,0.0,0.0,8.47,8.013054069669677,1,,0,,,recovery_unobserved,Heat-linked,21.631033898414216,Low baseline HC,-8.984498926177801
Green_Island,-16.765555555555554,Central,1990,1990,,1991,1991,1995.0,,,Isolated Storm,Isolated_Storm,Isolated_Storm,Isolated_Storm,Storm,,Isolated Storm,,1986,1987,2,7.074370156320882,,,7.9453553563263375,,,13.163373647199652,,2.154419032379593,-0.12311840923778056,1.3045045727183286,0.7375947505674503,0.0,0.0,,19.051087112456987,0.0,0.0,0.0,19.051087112456987,0.0,-0.8709852000054559,0,5.218018290873315,1,,,non_impact,Storm-linked,21.631033898414216,Low baseline HC,-16.80244515723541
Green_Island,-16.765555555555554,Central,2010,2010,,2010,2010,2013.0,,,Isolated Storm,Isolated_Storm,Isolated_Storm,Isolated_Storm,Storm,,Isolated Storm,,2005,2007,3,10.812340149275881,8.064092515437633,3.120217522249722,9.032050469533177,,,10.607246859981403,6.573155039801758,2.4236770314385314,0.16465350286468128,0.5250654634827422,0.14568505695353284,0.0,0.0,,18.51984,1.4,0.0,0.0,18.51984,1.4,1.7802896797427046,0,1.5751963904482267,1,,,non_impact,Storm-linked,21.631033898414216,Low baseline HC,-13.064475164280411
Green_Island,-16.765555555555554,Central,2020,2020,2022.0,2022,2022,,2.0,2.0,H -> H,H_to_H,H_to_H,H_to_H,Heatwave,Heatwave,Isolated Heatwave (Moderate),Isolated Heatwave (Moderate),2015,2017,2,7.595237307293283,14.707829524907476,3.835526584103519,16.26868029146519,,,,,,-1.0,,,0.0,0.0,,0.0,5.42,0.0,4.23,0.0,9.65,-8.673442984171908,0,,0,,,non_impact,Heat-linked,21.631033898414216,Low baseline HC,-16.28157800626301
Green_Island,-16.765555555555554,Central,2024,2024,,2024,2024,,,,Isolated Heatwave,Isolated_Heatwave,Isolated_Heatwave,Isolated_Heatwave,Heatwave,,Isolated Heatwave (Severe),,2019,2022,3,14.332307535949559,13.517117674645496,6.4499382979228725,26.561785128535703,,,,,,-0.8532804338667092,,,0.0,0.02,,0.0,8.15,0.0,0.0,0.0,8.15,-12.229477592586145,0,,0,,,non_impact,Heat-linked,21.631033898414216,Low baseline HC,-9.544507777606734
Grub_Reef_18_077,-18.65079722222222,Central,2022,2022,,2025,2025,,,,Isolated Heatwave,Isolated_Heatwave,Isolated_Heatwave,Isolated_Heatwave,Heatwave,,Isolated Heatwave (Moderate),,2018,2020,2,7.195408010208776,10.083538461599879,1.5304038138529967,19.0176065232126,,,,,,-1.0,,,0.0,0.0,,0.0,4.74,0.0,0.0,0.0,4.74,-11.822198513003823,0,,0,,,non_impact,Heat-linked,21.631033898414216,Low baseline HC,-16.681407303347516
Hastings_Reef,-16.527041666666666,Central,2017,2017,2020.0,2020,2020,2024.0,3.0,3.0,H -> H,H_to_H,H_to_H,H_to_H,Heatwave,Heatwave,Isolated Heatwave (Severe),Isolated Heatwave (Moderate),2012,2015,4,24.057233667388704,14.140153265470238,2.1688730012142594,12.74133374805204,6.160693075604782,1.7728004183825876,17.748490360107017,11.996486713712477,6.0293932106979415,0.47037411182800176,1.251789153013744,0.2081351780210097,0.006666666666666667,0.0,53.6981439941693,0.0,10.25,0.0,7.59,0.0,17.84,11.315899919336664,1,5.007156612054976,1,0.4424885910751758,0.0,failed,Heat-linked,21.631033898414216,High baseline HC,0.18041835383241178
Hastings_Reef,-16.527041666666666,Central,2022,2022,2024.0,2025,2025,,2.0,2.0,H -> H,H_to_H,H_to_H,H_to_H,Heatwave,Heatwave,Isolated Heatwave (Moderate),Isolated Heatwave (Moderate),2017,2020,4,15.010307473329515,10.130479658186797,3.1106703370230293,15.379763518519656,14.751792896334718,3.692968380057173,,,,-0.024613489486913886,,,0.0,0.0,59.17107399864548,0.0,4.74,0.0,7.62,0.0,12.36,-0.36945604519014097,0,,0,,,non_impact,Heat-linked,21.631033898414216,Low baseline HC,-8.866507840226777
Hastings_Reef,-16.527041666666666,Central,2025,2025,,2025,2025,,,,Isolated Heatwave,Isolated_Heatwave,Isolated_Heatwave,Isolated_Heatwave,Heatwave,,Isolated Heatwave (Moderate),,2020,2023,4,14.82930477591914,8.384017608256578,4.1029509253148255,15.379763518519656,14.751792896334718,3.692968380057173,,,,-0.037119659412111504,,,0.0,0.0,102.10456250099976,0.0,6.03,0.0,0.0,0.0,6.03,-0.550458742600517,0,,0,,,non_impact,Heat-linked,21.631033898414216,Low baseline HC,-9.047510537637153
Havannah_Island,-18.839994444444443,Central,2000,2000,,2002,2002,2005.0,,,Isolated Storm,Isolated_Storm,Isolated_Storm,Isolated_Storm,Storm,,Isolated Storm,,1997,1998,2,34.744104212387406,,,5.839616539882448,,,7.634470917470145,,,0.8319249647599077,0.5982847925292321,0.05165925034693432,0.0,0.0,20.87403330929204,26.442216,0.0,0.0,0.0,26.442216,0.0,28.904487672504956,1,1.7948543775876962,1,0.06209604535890216,0.0,failed,Storm-linked,21.631033898414216,High baseline HC,10.867288898831113
Havannah_Island,-18.839994444444443,Central,2022,2022,2025.0,2025,2025,,3.0,3.0,H -> H,H_to_H,H_to_H,H_to_H,Heatwave,Heatwave,Isolated Heatwave (Moderate),Isolated Heatwave (Moderate),2017,2019,2,12.089691014674003,11.326864716752535,,16.814527525738136,9.758719549007656,,,,,-0.39081532400863744,,,0.0,0.0,32.28199099810415,0.0,7.62,0.0,5.3500000000000005,0.0,12.97,-4.724836511064133,0,,0,,,non_impact,Heat-linked,21.631033898414216,Low baseline HC,-11.78712429888229
Havannah_Island,-18.839994444444443,Central,2024,2024,2024.0,2025,2025,,0.0,0.0,S -> H,S_to_H,S_to_H,S_to_H,Storm,Heatwave,Sequential S->H (Same Year),Sequential S->H (Same Year),2019,2022,3,13.322940421686127,10.17479210116236,,16.814527525738136,9.758719549007656,,,,,-0.26207331066111006,,,0.0,0.0,37.092348596009984,23.818572,0.0,0.0,6.92,23.818572,6.92,-3.491587104052009,0,,0,,,non_impact,Storm-linked,21.631033898414216,Low baseline HC,-10.553874891870166
Hayman_Island,-20.062725,South,2011,2011,2014.0,2015,2015,2019.0,3.0,3.0,S -> S,S_to_S,S_to_S,S_to_S,Storm,Storm,Isolated Storm,Isolated Storm,2007,2009,2,47.82532538634469,6.7869990000470235,0.1732200338432186,34.97428250932376,11.544564232487556,0.6320694692360005,5.458382900174894,2.4530407565203785,1.12831923398469,0.26870790262705085,-7.378974902287216,-0.6171604556939697,0.0,0.0,12.367570180214893,18.51984,0.0,19.857384,0.0,38.377224,0.0,12.85104287702093,1,-29.515899609148864,1,-2.2967707672913082,0.0,failed,Storm-linked,21.631033898414216,High baseline HC,23.948510072788395
Hayman_Island,-20.062725,South,2022,2022,2024.0,2025,2025,,2.0,2.0,H -> H,H_to_H,H_to_H,H_to_H,Heatwave,Heatwave,Isolated Heatwave (Moderate),Isolated Heatwave (Moderate),2017,2019,2,21.471196804377694,8.608027092278169,0.7060706596719084,16.557166603156766,14.345586939574115,0.5304664057466991,,,,0.22886615245494943,,,0.0,0.0,47.63334858204954,0.0,4.7700000000000005,0.0,5.8500000000000005,0.0,10.620000000000001,4.914030201220928,0,,0,,,non_impact,Heat-linked,21.631033898414216,Low baseline HC,-2.4056185091785984
Hayman_Island,-20.062725,South,2025,2025,,2025,2025,,,,Isolated Heatwave,Isolated_Heatwave,Isolated_Heatwave,Isolated_Heatwave,Heatwave,,Isolated Heatwave (Moderate),,2021,2023,3,10.24571256879076,14.975031197306421,1.7375703696650155,16.557166603156766,14.345586939574115,0.5304664057466991,,,,-0.6160092811495794,,,0.0,0.0,44.844594645407,0.0,4.2,0.0,0.0,0.0,4.2,-6.311454034366006,0,,0,,,non_impact,Heat-linked,21.631033898414216,Low baseline HC,-13.631102744765533
Helix_Reef,-18.62361111111111,Central,1989,1989,,1989,1989,1992.0,,,Isolated Storm,Isolated_Storm,Isolated_Storm,Isolated_Storm,Storm,,Isolated Storm,,1986,1987,2,17.107498707027847,,,5.825057914015069,,,9.04544502443034,,,0.6595026535572903,1.0734623701384234,0.1882441825988459,6.7733333333333325,0.0,,25.275819623241777,0.52,0.0,0.0,25.275819623241777,0.52,11.282440793012778,1,3.2203871104152704,1,0.2854335484223997,0.0,failed,Storm-linked,21.631033898414216,Low baseline HC,-6.769316606528445
Helix_Reef,-18.62361111111111,Central,2022,2022,2025.0,2025,2025,,3.0,3.0,H -> H,H_to_H,H_to_H,H_to_H,Heatwave,Heatwave,Isolated Heatwave (Moderate),Isolated Heatwave (Moderate),2018,2020,2,34.23618408542458,21.44063034897995,0.8848049599135246,24.692744557885817,20.454779532518064,1.1559869554506128,,,,0.2787530147555699,,,0.0,0.0,,0.0,4.87,0.0,4.92,0.0,9.79,9.543439527538766,1,,0,,,recovery_unobserved,Heat-linked,21.631033898414216,High baseline HC,10.35936877186829
Horseshoe_Reef,-22.031388888888888,South,2004,2004,,2006,2006,2009.0,,,Isolated Heatwave,Isolated_Heatwave,Isolated_Heatwave,Isolated_Heatwave,Heatwave,,Isolated Heatwave (Moderate),,1999,2002,4,26.22200432165649,,2.428525374014754,9.294694509177994,,,38.09504932130007,33.13826814403459,1.4805603716511062,0.6455383655969579,9.600118270707357,1.0983277425645204,8.19,2.96,33.78306778159837,0.0,4.05,0.0,0.0,0.0,4.05,16.927309812478498,1,28.800354812122073,1,1.7014135814357807,1.0,recovered,Heat-linked,21.631033898414216,High baseline HC,2.345189008100199
Horseshoe_Reef,-22.031388888888888,South,2009,2009,,2009,2009,2013.0,,,Isolated Storm,Isolated_Storm,Isolated_Storm,Isolated_Storm,Storm,,Isolated Storm,,2004,2007,4,15.175228091974391,26.614395938429027,1.0856442698222684,38.09504932130007,33.13826814403459,1.4805603716511062,62.655008613674056,26.54196886801852,1.003424612578832,-1.0,6.139989823093497,1.6184243916150973,0.07666666666666667,0.0,55.77822061236859,42.338412,0.6,0.0,0.0,42.338412,0.6,-22.919821229325677,0,24.55995929237399,1,,,non_impact,Storm-linked,21.631033898414216,Low baseline HC,-8.701587221581901
Horseshoe_Reef,-22.031388888888888,South,2024,2024,,2026,2026,,,,Isolated Heatwave,Isolated_Heatwave,Isolated_Heatwave,Isolated_Heatwave,Heatwave,,Isolated Heatwave (Severe),,2019,2022,3,7.636255262430756,14.879210038876044,1.408022621308992,16.542599788068422,,,,,,-1.0,,,0.54,0.04,98.44310272855364,0.0,9.19,0.0,0.0,0.0,9.19,-8.906344525637667,0,,0,,,non_impact,Heat-linked,21.631033898414216,Low baseline HC,-16.240560051125538
Hyde_Reef,-19.75438888888889,Central,2010,2010,,2013,2013,2017.0,,,Isolated Storm,Isolated_Storm,Isolated_Storm,Isolated_Storm,Storm,,Isolated Storm,,2005,2007,2,15.561516494736402,16.2932880498386,1.0821809398914384,3.5968414344920743,16.53937122322524,0.9242527690222786,13.900461086581048,42.76391544155221,0.8760760313147318,0.7688630516371148,2.5759049130222436,0.6621218218400576,0.0,0.0,,29.117304,0.62,0.0,0.0,29.117304,0.62,11.964675060244328,1,10.303619652088974,1,0.8611700359774389,1.0,recovered,Storm-linked,21.631033898414216,Low baseline HC,-8.31529881881989
Hyde_Reef,-19.75438888888889,Central,2022,2022,2024.0,2025,2025,,2.0,2.0,H -> H,H_to_H,H_to_H,H_to_H,Heatwave,Heatwave,Isolated Heatwave (Moderate),Isolated Heatwave (Severe),2017,2019,2,17.698377761456005,33.18569976299527,0.7744152525540033,29.39764183332194,19.71448498809521,0.9640795129549798,,,,-0.6610359564900294,,,0.0,0.0,91.61930252695882,0.0,5.25,0.0,9.25,0.0,14.5,-11.699264071865937,0,,0,,,non_impact,Heat-linked,21.631033898414216,Low baseline HC,-6.178437552100288
Jenkins_Reef,-21.955277777777777,South,2012,2012,,2012,2012,2016.0,,,Isolated Heatwave,Isolated_Heatwave,Isolated_Heatwave,Isolated_Heatwave,Heatwave,,Isolated Heatwave (Moderate),,2008,2010,2,25.28376665441928,20.777959578815796,1.062909206467813,17.947807077982432,,,67.93962750436269,28.7983013859227,0.5325875732020244,0.29014504352557047,12.497955106595064,1.9772299400509743,0.0,0.03,47.72418935044113,0.0,4.48,0.0,0.0,0.0,4.48,7.335959576436849,1,49.99182042638026,1,6.814625940272942,1.0,recovered,Heat-linked,21.631033898414216,High baseline HC,1.4069513408629888
Jenkins_Reef,-21.955277777777777,South,2024,2024,,2026,2026,,,,Isolated Heatwave,Isolated_Heatwave,Isolated_Heatwave,Isolated_Heatwave,Heatwave,,Isolated Heatwave (Severe),,2020,2022,2,5.975996364076766,9.30118874985152,2.72488849808524,29.51679798201327,,,,,,-1.0,,,0.06999999999999999,0.0,,0.0,9.33,0.0,0.0,0.0,9.33,-23.540801617936502,0,,0,,,non_impact,Heat-linked,21.631033898414216,Low baseline HC,-17.900818949479525
John_Brewer_Reef,-18.6275,Central,2022,2022,,2022,2022,2025.0,,,Isolated Heatwave,Isolated_Heatwave,Isolated_Heatwave,Isolated_Heatwave,Heatwave,,Isolated Heatwave (Moderate),,2017,2020,3,15.537198061714514,10.996431322496917,2.4915737905319166,9.487783290287096,9.739265674275469,6.186188710654655,14.838949461977254,12.909793340611255,8.804513051978152,0.3893504316157164,1.7837220572300527,0.34440998630738073,0.01,0.0,63.27418289075949,0.0,5.07,0.0,0.0,0.0,5.07,6.0494147714274185,1,5.351166171690158,1,0.8845758430988686,1.0,recovered,Heat-linked,21.631033898414216,Low baseline HC,-8.339617251841778
John_Brewer_Reef,-18.6275,Central,2024,2024,2024.0,2024,2024,,0.0,0.0,S -> H,S_to_H,S_to_H,S_to_H,Storm,Heatwave,Sequential S->H (Same Year),Sequential S->H (Same Year),2019,2022,4,10.51657289916714,9.067356711986434,4.331700840598711,12.834414016637997,10.352417127951432,9.31731225622103,,,,-0.22039890178048563,,,0.0,0.0,64.51869673522926,23.818572,0.0,0.0,5.79,23.818572,5.79,-2.3178411174708557,0,,0,,,non_impact,Storm-linked,21.631033898414216,Low baseline HC,-13.360242414389152
Kelso_Reef,-18.435819444444444,Central,2011,2011,,2012,2012,2016.0,,,Isolated Storm,Isolated_Storm,Isolated_Storm,Isolated_Storm,Storm,,Isolated Storm,,2007,2008,2,5.766597353211763,14.123076542973411,4.775648423568242,7.088470626386338,8.363530552743885,2.894382949298493,15.715763396486294,24.29831280758326,1.1933175174603774,-0.22922933442515198,2.156823192524989,1.4960803124731608,0.0,0.0,,24.86900479664721,1.27,0.0,0.0,24.86900479664721,1.27,-1.3218732731745755,0,8.627292770099956,1,,,non_impact,Storm-linked,21.631033898414216,Low baseline HC,-18.110217960344528
Kelso_Reef,-18.435819444444444,Central,2021,2021,2022.0,2024,2024,,1.0,1.0,H -> H,H_to_H,H_to_H,H_to_H,Heatwave,Heatwave,Isolated Heatwave (Moderate),Isolated Heatwave (Moderate),2016,2018,2,14.54577951879148,25.000005646605416,1.6234831886136472,16.968826368802517,26.3237588073251,3.300411184001625,,,,-0.16658074920500054,,,0.06333333333333334,0.0,,0.0,5.21,0.0,5.24,0.0,10.45,-2.423046850011037,0,,0,,,non_impact,Heat-linked,21.631033898414216,Low baseline HC,-9.331035794764812
Kelso_Reef,-18.435819444444444,Central,2024,2024,2024.0,2024,2024,,0.0,0.0,S -> H,S_to_H,S_to_H,S_to_H,Storm,Heatwave,Sequential S->H (Same Year),Sequential S->H (Same Year),2020,2022,3,20.490949386306607,23.456537936494662,2.190433806636851,16.968826368802517,26.3237588073251,3.300411184001625,,,,0.1718867657668318,,,0.0,0.0,50.56563684127831,20.598173142982528,0.0,0.0,6.72,20.598173142982528,6.72,3.5221230175040894,0,,0,,,non_impact,Storm-linked,21.631033898414216,Low baseline HC,-3.385865927249686
Kelso_Reef,-18.435819444444444,Central,2025,2025,,2025,2025,,,,Isolated Heatwave,Isolated_Heatwave,Isolated_Heatwave,Isolated_Heatwave,Heatwave,,Isolated Heatwave (Moderate),,2020,2023,4,20.288091829973617,22.486050621475865,2.6455986631821338,18.406850903792133,23.013626956801627,3.11789350864165,,,,0.0927263609583105,,,0.0,0.01,47.61838847644631,0.0,6.66,0.0,0.0,0.0,6.66,1.8812409261814835,0,,0,,,non_impact,Heat-linked,21.631033898414216,Low baseline HC,-3.588723483582676
Knife_Reef,-18.58,Central,1989,1989,,1989,1989,,,,Isolated Storm,Isolated_Storm,Isolated_Storm,Isolated_Storm,Storm,,Isolated Storm,,1986,1987,2,18.43567376369142,,,15.922379660932355,,,,,,0.13632775969972583,,,1.1133333333333333,0.0,,32.78825652142947,0.34,0.0,0.0,32.78825652142947,0.34,2.5132941027590636,0,,0,,,non_impact,Storm-linked,21.631033898414216,Low baseline HC,-5.441141549864874
Knife_Reef,-18.58,Central,2017,2017,,2018,2018,2022.0,,,Isolated Heatwave,Isolated_Heatwave,Isolated_Heatwave,Isolated_Heatwave,Heatwave,,Isolated Heatwave (Moderate),,2012,2014,2,10.78611413651584,19.603454971300778,1.8317067841622086,30.21029731567192,24.2623197732044,1.6333335043722923,45.24688481218988,55.28570585856765,0.9856229310045216,-1.0,3.759146874129491,1.3940690137528178,0.0,0.0,,0.0,6.15,0.0,0.0,0.0,6.15,-19.42418317915608,0,15.036587496517964,1,,,non_impact,Heat-linked,21.631033898414216,Low baseline HC,-13.090701177040453
Knife_Reef,-18.58,Central,2022,2022,2025.0,2025,2025,,3.0,3.0,H -> H,H_to_H,H_to_H,H_to_H,Heatwave,Heatwave,Isolated Heatwave (Moderate),Isolated Heatwave (Moderate),2018,2020,2,34.30033778320102,20.341864375962558,1.4054903512684165,39.013416689578776,28.62501602649415,2.014302258195696,,,,-0.1374061951275021,,,0.0,0.0,88.486944033669,0.0,5.24,0.0,4.75,0.0,9.99,-4.713078906377753,0,,0,,,non_impact,Heat-linked,21.631033898414216,High baseline HC,10.42352246964473
Knife_Reef,-18.58,Central,2024,2024,2024.0,2025,2025,,0.0,0.0,S -> H,S_to_H,S_to_H,S_to_H,Storm,Heatwave,Sequential S->H (Same Year),Sequential S->H (Same Year),2020,2022,2,41.81863153146,35.853557418644186,1.0816350645845312,39.013416689578776,28.62501602649415,2.014302258195696,,,,0.0670805030951544,,,0.0,0.0,76.42495130090519,23.818572,0.0,0.0,6.54,23.818572,6.54,2.8052148418812237,0,,0,,,non_impact,Storm-linked,21.631033898414216,High baseline HC,17.941816217903707
Low_Isles,-16.384999999999998,Central,2017,2017,2020.0,2020,2020,2024.0,3.0,3.0,H -> H,H_to_H,H_to_H,H_to_H,Heatwave,Heatwave,Isolated Heatwave (Severe),Isolated Heatwave (Moderate),2013,2015,2,27.243902373992853,9.054532826607826,0.7726857511431229,18.97600826011352,,,37.548853464081546,10.378577682871237,0.9593398508986158,0.3034768661398486,4.643211300992006,0.6817248479680996,0.0,0.0,34.737946416191896,0.0,11.54,0.0,5.54,0.0,17.08,8.267894113879333,1,18.572845203968026,1,2.2463815994921545,1.0,recovered,Heat-linked,21.631033898414216,High baseline HC,3.3670870604365604
Low_Isles,-16.384999999999998,Central,2022,2022,2024.0,2026,2026,,2.0,2.0,H -> H,H_to_H,H_to_H,H_to_H,Heatwave,Heatwave,Isolated Heatwave (Moderate),Isolated Heatwave (Moderate),2017,2020,3,24.26668878659353,13.540677179724728,1.3271030154559458,29.42468727854687,,,,,,-0.21255468915903136,,,0.0,0.0,39.800937491975375,0.0,4.33,0.0,6.42,0.0,10.75,-5.1579984919533395,0,,0,,,non_impact,Heat-linked,21.631033898414216,High baseline HC,0.3898734730372375
Low_Isles,-16.384999999999998,Central,2025,2025,,2026,2026,,,,Isolated Heatwave,Isolated_Heatwave,Isolated_Heatwave,Isolated_Heatwave,Heatwave,,Isolated Heatwave (Moderate),,2020,2023,4,28.32155694108095,10.282754900489968,0.8961436452882724,29.42468727854687,,,,,,-0.03895020106983628,,,0.0,0.0,59.86201666926324,0.0,7.11,0.0,0.0,0.0,7.11,-1.1031303374659203,0,,0,,,non_impact,Heat-linked,21.631033898414216,High baseline HC,4.444741627524657
Macgillivray_Reef,-14.651944444444444,North-Central,2015,2015,2016.0,2019,2019,2023.0,1.0,1.0,S -> H,S_to_H,S_to_H,S_to_H,Storm,Heatwave,Isolated Storm,Isolated Heatwave (Severe),2010,2013,3,27.176110041300948,15.67121206950129,0.8539318592358378,9.73613274031132,13.4730787386621,2.705227521772793,17.418461843245634,16.52085531834991,2.358934913561137,0.6417392803637161,1.9205822757335786,0.282686855891409,0.08666666666666667,0.67,29.39381180454676,29.117304,1.69,0.0,8.61,29.117304,10.299999999999999,17.43997730098963,1,7.682329102934315,1,0.4405010952908971,0.0,failed,Storm-linked,21.631033898414216,High baseline HC,3.2992947277446554
