reef_name,year,region_lat,sector,max_dhw,dhw_start_date,dhw_peak_date,dhw_start_aims_month,dhw_peak_aims_month,has_heatwave,has_hw_moderate,has_hw_severe,min_dist,max_wind_ms,storm_name,storm_id,storm_track_id,storm_track_key_type,storm_peak_date,storm_aims_month,has_storm,Disturbance_Type,HC_cover,SOFT_CORAL_cover,ALGAE_cover,MACROALGAE_cover,Juveniles,Fish_Herbivores,COTS_density,cots_lag_3yr,decimal_date
Agincourt_Reef_No_1,2002,-16.05227777777778,Central,2.71,,2002.0985626283368,,7.0,0,0,0,,0.0,,,,,,,0,Safe,40.11319086133191,30.164960307741257,31.662295366715792,0.95492573081968,,29.506355286322474,0.0,0.0,2001.7041095890409
Agincourt_Reef_No_1,2003,-16.05227777777778,Central,0.31,,2003.125941136208,,7.0,0,0,0,,0.0,,,,,,,0,Safe,37.20363552028287,27.183411879868064,34.7913974444207,0.8352557003570543,,33.18185685676031,0.0,0.0,2002.8164383561643
Agincourt_Reef_No_1,2004,-16.05227777777778,Central,2.19,,2004.1615331964408,,7.0,0,0,0,,0.0,,,,,,,0,Safe,35.97276722000527,26.5853967785706,34.64169841940868,0.8988388453102422,,40.25409500614416,0.0,0.0,2004.0136986301368
Agincourt_Reef_No_1,2005,-16.05227777777778,Central,0.15,,2005.084873374401,,6.0,0,0,0,,0.0,,,,,,,0,Safe,37.61509273365422,21.20863916261784,40.94301533150737,0.3544682094750419,,47.34662456442523,0.0,0.0,2005.07397260274
Agincourt_Reef_No_1,2006,-16.05227777777778,Central,0.0,,2005.498288843258,,0.0,0,0,0,,0.0,,,,,,,0,Safe,30.180157642540223,26.65428187868517,45.13039005291552,0.2177576958858186,,39.007518223097456,0.0,0.0,2005.7972602739728
Agincourt_Reef_No_1,2007,-16.05227777777778,Central,0.0,,2006.498288843258,,0.0,0,0,0,,0.0,,,,,,,0,Safe,25.32687944686564,25.44200104245335,50.649394724726,2.522435958836456,6.462052456374146,47.328167337344325,0.0,0.0,2007.019178082192
Agincourt_Reef_No_1,2008,-16.05227777777778,Central,0.0,,2007.498288843258,,0.0,0,0,0,,0.0,,,,,,,0,Safe,28.10227081147941,31.431469125782275,42.27523328132137,1.5748143789313318,5.490961710374741,42.835855294006926,0.0,0.0,2008.3205479452051
Agincourt_Reef_No_1,2009,-16.05227777777778,Central,1.62,,2009.145106091718,,7.0,0,0,0,,0.0,,,,,,,0,Safe,33.14258152456152,27.858045420460027,41.23777913225842,0.788513145045187,6.946190061330287,45.95122463973237,0.0,0.0,2009.0986301369865
Agincourt_Reef_No_1,2010,-16.05227777777778,Central,1.07,,2010.186173853525,,8.0,0,0,0,,0.0,,,,,,,0,Safe,34.51091988075093,27.445047990320248,40.51315335727392,1.27646702640225,13.543924154919225,56.38814305350581,0.0,0.0,2009.8876712328768
Agincourt_Reef_No_1,2011,-16.05227777777778,Central,1.79,,2011.0328542094453,,6.0,0,0,0,,0.0,,,,,,,0,Safe,27.936632802227415,27.748730242955272,45.381230405149175,1.9252726434557197,8.372252199384013,41.88089917693282,0.0,0.0,2011.0712328767124
Agincourt_Reef_No_1,2012,-16.05227777777778,Central,0.44,,2012.0903490759756,,7.0,0,0,0,,0.0,,,,,,,0,Safe,12.176360497914434,11.743591384859506,76.74974021937201,1.2489015915592656,11.442973552984403,86.18528710430769,0.0,0.0,2012.128767123288
Agincourt_Reef_No_1,2013,-16.05227777777778,Central,1.65,,2013.1752224503764,,8.0,0,0,0,,0.0,,,,,,,0,Safe,15.184786656002323,12.857249322704597,71.86710537688826,1.895201722290761,29.707325570229,71.80118402336977,0.0,0.0,2013.021917808219
Agincourt_Reef_No_1,2014,-16.05227777777778,Central,0.0,,2013.498288843258,,0.0,0,0,0,94.14167302779596,19.80906675466956,ITA,AU201314_15U,AU201314_15U,DISTURBANCE_ID,2014.2765229295003,9.0,1,Isolated Storm,16.67566126071711,17.502450383113537,66.30566625405149,2.0238821445204245,44.896326824297056,105.79105001832092,0.0,0.0,2014.2027397260276
Agincourt_Reef_No_1,2015,-16.05227777777778,Central,1.73,,2015.1806981519508,,8.0,0,0,0,,0.0,,,,,,,0,Safe,20.855648918378726,16.921373312049333,61.95337216024023,2.4780526026208607,42.234289533853584,79.77207687829517,0.0,0.0,2015.172602739726
Agincourt_Reef_No_1,2016,-16.05227777777778,Central,6.890000000000001,2016.1615331964408,2016.2464065708416,7.0,8.0,1,1,0,,0.0,,,,,,,0,Isolated Heatwave (Moderate),26.569385499281623,22.03652761263849,53.2023168930295,2.9437970648892304,52.39204964207232,50.79299739384481,0.0,0.0,2015.9150684931503
Agincourt_Reef_No_1,2017,-16.05227777777778,Central,8.16,2017.1806981519508,2017.2464065708416,8.0,8.0,1,0,1,,0.0,,,,,,,0,Isolated Heatwave (Severe),12.949162076156034,8.61607689084876,78.68134947143844,4.271882521332042,19.852457096319664,47.54756847469582,0.0,0.0,2016.6958904109588
Agincourt_Reef_No_1,2018,-16.05227777777778,Central,0.15,,2018.145106091718,,7.0,0,0,0,,0.0,,,,,,,0,Safe,13.46862919237348,7.445883309489941,78.45489009878617,3.312286473153192,14.41113134863418,80.52334549820752,0.0,0.0,2017.9561643835616
Agincourt_Reef_No_1,2019,-16.05227777777778,Central,0.6900000000000001,,2019.1478439425048,,7.0,0,0,0,,0.0,,,,,,,0,Safe,17.971979836431903,11.06536360716182,71.59613294212296,3.4551357693255818,17.20184910317507,70.52287496940299,0.0,0.0,2019.1315068493152
Agincourt_Reef_No_1,2020,-16.05227777777778,Central,7.74,2020.1341546885692,2020.1998631074607,7.0,8.0,1,1,0,,0.0,,,,,,,0,Isolated Heatwave (Moderate),24.150918808950745,12.171446483368763,64.03185117894485,2.886865035657489,12.684735569552574,55.934834330900166,0.0,0.0,2020.1068493150683
Agincourt_Reef_No_1,2021,-16.05227777777778,Central,1.05,,2021.123203285421,,7.0,0,0,0,,0.0,,,,,,,0,Safe,23.91429529595699,13.975394187939328,62.57996883933824,3.34399228211633,14.365151581168542,50.00552947077145,0.0,0.0,2020.8493150684928
Agincourt_Reef_No_1,2022,-16.05227777777778,Central,4.33,2022.1971252566732,2022.1998631074607,8.0,8.0,1,1,0,,0.0,,,,,,,0,Isolated Heatwave (Moderate),,,,,,,0.0,0.0,
Agincourt_Reef_No_1,2023,-16.05227777777778,Central,0.47,,2023.2874743326488,,9.0,0,0,0,,0.0,,,,,,,0,Safe,34.74179356956395,15.721481325528613,51.48103473034556,3.81647477680034,14.7979810990628,54.796654833839305,0.0,0.0,2022.8328767123287
Agincourt_Reef_No_1,2024,-16.05227777777778,Central,6.97,2024.109514031485,2024.186173853525,7.0,8.0,1,1,0,27.80201971748141,18.51984,JASPER,AU202324_02U,AU202324_02U,DISTURBANCE_ID,2023.950034223135,5.0,1,Sequential S->H (Same Year),37.11176219595191,16.386256425181738,48.01698701956127,3.452341505072924,17.874125180951886,71.54764343637723,0.0,0.0,2023.6657534246572
Agincourt_Reef_No_1,2025,-16.05227777777778,Central,5.16,2025.082135523614,2025.1916495550995,6.0,8.0,1,1,0,,0.0,,,,,,,0,Isolated Heatwave (Moderate),31.8571367354726,14.481140219861391,54.98525134361494,2.705352337545164,12.569310076446945,120.2055667364408,0.0,0.0,2024.7616438356165
Agincourt_Reef_No_1,2026,-16.05227777777778,Central,0.0,,2025.498288843258,,0.0,0,0,0,,0.0,,,,,,,0,Safe,44.103132527668585,,,,,67.3522182444984,0.0,0.0,2025.7205479452052
Arlington_Reef,1985,-16.67,Central,0.0,,,,,0,0,0,,0.0,,,,,,,0,Safe,,,,,,,0.0,,
Arlington_Reef,1986,-16.67,Central,0.0,,,,,0,0,0,,0.0,,,,,,,0,Safe,12.3708570078849,,,,,,0.0,0.0,1986.0246575342464
Arlington_Reef,1987,-16.67,Central,0.0,,,,,0,0,0,,0.0,,,,,,,0,Safe,,,,,,,0.0,0.0,
Arlington_Reef,1988,-16.67,Central,0.0,,,,,0,0,0,,0.0,,,,,,,0,Safe,,,,,,,0.0,0.0,
Arlington_Reef,1989,-16.67,Central,1.6,,1989.1314168377824,,7.0,0,0,0,,0.0,,,,,,,0,Safe,,,,,,,0.0,0.0,
Arlington_Reef,1990,-16.67,Central,0.0,,1989.498288843258,,0.0,0,0,0,,0.0,,,,,,,0,Safe,11.460389739186546,,,,,,0.0,0.0,1990.035616438356
Arlington_Reef,1991,-16.67,Central,0.0,,,,,0,0,0,63.6171134523867,18.05620861908023,JOY,AU199091_02U,AU199091_02U,DISTURBANCE_ID,1990.977412731006,5.0,1,Isolated Storm,,,,,,,0.0,0.0,
Arlington_Reef,1992,-16.67,Central,0.0,,,,,0,0,0,,0.0,,,,,,,0,Safe,,,,,,,0.0,0.0,
Arlington_Reef,1993,-16.67,Central,0.0,,,,,0,0,0,,0.0,,,,,,,0,Safe,,,,,,,0.0,0.0,
Arlington_Reef,1994,-16.67,Central,2.93,,1994.1998631074607,,8.0,0,0,0,,0.0,,,,,,,0,Safe,,,,,,,0.0,0.0,
Arlington_Reef,1995,-16.67,Central,1.91,,1995.1533196440796,,7.0,0,0,0,,0.0,,,,,,,0,Safe,,,,,,,0.0,0.0,
Arlington_Reef,1996,-16.67,Central,1.58,,1996.0985626283368,,7.0,0,0,0,,0.0,,,,,,,0,Safe,,,,,,,0.0,0.0,
Arlington_Reef,1997,-16.67,Central,0.0,,1996.501026694045,,0.0,0,0,0,,0.0,,,,,,,0,Safe,,,,,,,0.0,0.0,
Arlington_Reef,1998,-16.67,Central,0.14,,1998.0958247775493,,7.0,0,0,0,,0.0,,,,,,,0,Safe,,,,,,,0.0,0.0,
Arlington_Reef,1999,-16.67,Central,1.04,,1999.043805612594,,6.0,0,0,0,44.19622558910167,19.857384,RONA,AU199899_09U,AU199899_09U,DISTURBANCE_ID,1999.1149897330597,7.0,1,Isolated Storm,,,,,,,0.0,0.0,
Arlington_Reef,2000,-16.67,Central,0.0,,1999.498288843258,,0.0,0,0,0,,0.0,,,,,,,0,Safe,,,,,,,0.0,0.0,
Arlington_Reef,2001,-16.67,Central,1.56,,2001.2327173169065,,8.0,0,0,0,,0.0,,,,,,,0,Safe,,,,,,,0.0,0.0,
Arlington_Reef,2002,-16.67,Central,2.48,,2002.0958247775493,,7.0,0,0,0,,0.0,,,,,,,0,Safe,,,,,,,0.0,0.0,
Arlington_Reef,2003,-16.67,Central,0.0,,2002.498288843258,,0.0,0,0,0,,0.0,,,,,,,0,Safe,,,,,,,0.0,0.0,
Arlington_Reef,2004,-16.67,Central,1.9,,2004.1615331964408,,7.0,0,0,0,,0.0,,,,,,,0,Safe,,,,,,,0.0,0.0,
Arlington_Reef,2005,-16.67,Central,0.8,,2005.0985626283368,,7.0,0,0,0,,0.0,,,,,,,0,Safe,,,,,,,0.0,0.0,
Arlington_Reef,2006,-16.67,Central,0.61,,2006.1177275838468,,7.0,0,0,0,88.12801576987441,21.634459195193177,LARRY,AU200506_15U,AU200506_15U,DISTURBANCE_ID,2006.2135523613963,8.0,1,Isolated Storm,17.712899131404466,18.745901364501638,61.89308844041813,1.8065764212464648,,52.28011816500592,0.0,0.0,2005.8027397260275
Arlington_Reef,2007,-16.67,Central,0.0,,2006.498288843258,,0.0,0,0,0,,0.0,,,,,,,0,Safe,,,,,,,0.0,0.0,
Arlington_Reef,2008,-16.67,Central,0.44,,2008.084873374401,,6.0,0,0,0,,0.0,,,,,,,0,Safe,20.496040574204777,21.03213731092567,57.62911796563011,2.352034818795535,10.959633510095776,55.11726581154496,0.0,0.0,2008.328767123288
Arlington_Reef,2009,-16.67,Central,3.0700000000000003,,2009.1478439425048,,7.0,0,0,0,,0.0,,,,,,,0,Safe,,,,,,,0.0,0.0,
Arlington_Reef,2010,-16.67,Central,1.45,,2010.188911704312,,8.0,0,0,0,28.793612380386516,18.51984,OLGA,AU200910_07U,AU200910_07U,DISTURBANCE_ID,2010.065708418891,6.0,1,Isolated Storm,21.20887171756844,24.211055899065435,53.572098607661886,2.336171450272725,8.42429931384194,47.11245400565795,0.0,0.0,2009.8958904109588
Arlington_Reef,2011,-16.67,Central,1.56,,2011.0328542094453,,6.0,0,0,0,,0.0,,,,,,,0,Safe,,,,,,,0.0,0.0,
Arlington_Reef,2012,-16.67,Central,0.3,,2012.1177275838468,,7.0,0,0,0,,0.0,,,,,,,0,Safe,15.322870762820756,22.535180066645992,61.84313315377508,2.4755071049552178,11.415632737668751,42.07710900934472,0.0,0.0,2012.1369863013697
Arlington_Reef,2013,-16.67,Central,1.97,,2013.164271047228,,8.0,0,0,0,,0.0,,,,,,,0,Safe,,,,,,,0.0,0.0,
Arlington_Reef,2014,-16.67,Central,0.0,,2013.498288843258,,0.0,0,0,0,,0.0,,,,,,,0,Safe,18.156446734239083,25.8684563348784,54.5034270827933,2.5302185724744186,20.833878419771768,71.46583061166193,0.23,0.0,2014.208219178082
Arlington_Reef,2015,-16.67,Central,2.61,,2015.1806981519508,,8.0,0,0,0,,0.0,,,,,,,0,Safe,,,,,,,0.0,0.23,
Arlington_Reef,2016,-16.67,Central,4.58,2016.1697467488025,2016.2327173169065,8.0,8.0,1,1,0,,0.0,,,,,,,0,Isolated Heatwave (Moderate),24.198395391062203,24.452881457596725,49.871628844751314,4.047671844180469,16.00941230996602,59.332468242172204,0.13,0.23,2015.92602739726
Arlington_Reef,2017,-16.67,Central,10.87,2017.123203285421,2017.251882272416,7.0,9.0,1,0,1,,0.0,,,,,,,0,Isolated Heatwave (Severe),20.40212360094124,20.688539537983598,58.27378971495243,4.714616430730125,14.089582024316329,43.77562745263068,0.02,0.23,2016.7123287671232
Arlington_Reef,2018,-16.67,Central,0.16,,2018.0930869267625,,7.0,0,0,0,,0.0,,,,,,,0,Safe,10.813158237339104,12.782053340259736,78.41120410686199,4.86294036412335,7.243775970292797,54.50209083851658,0.0,0.13,2017.9479452054795
Arlington_Reef,2019,-16.67,Central,0.65,,2019.1478439425048,,7.0,0,0,0,,0.0,,,,,,,0,Safe,,,,,,,0.0,0.13,
Arlington_Reef,2020,-16.67,Central,7.5,2020.1368925393565,2020.1998631074607,7.0,8.0,1,1,0,,0.0,,,,,,,0,Isolated Heatwave (Moderate),12.368085640141906,17.326106698392348,69.68071165235746,2.0307377290998203,4.944192212117626,50.55185194006454,0.0,0.02,2020.117808219178
Arlington_Reef,2021,-16.67,Central,1.07,,2021.123203285421,,7.0,0,0,0,,0.0,,,,,,,0,Safe,,,,,,,0.0,0.0,
Arlington_Reef,2022,-16.67,Central,4.86,2022.188911704312,2022.1998631074607,8.0,8.0,1,1,0,,0.0,,,,,,,0,Isolated Heatwave (Moderate),,,,,,,0.0,0.0,
Arlington_Reef,2023,-16.67,Central,0.96,,2023.290212183436,,9.0,0,0,0,,0.0,,,,,,,0,Safe,,,,,,,0.0,0.0,
Arlington_Reef,2024,-16.67,Central,7.99,2024.07665982204,2024.2053388090349,6.0,8.0,1,1,0,,0.0,,,,,,,0,Isolated Heatwave (Moderate),30.25943190152201,,,,,,0.0,0.0,2023.6767123287673
Border_Island,1991,-20.163497222222222,South,0.0,,1990.8350444900752,,4.0,0,0,0,,0.0,,,,,,,0,Safe,,,,,,,0.0,,
Border_Island,1992,-20.163497222222222,South,0.0,,1991.498288843258,,0.0,0,0,0,,0.0,,,,,,,0,Safe,,,,,,,0.0,0.0,
Border_Island,1993,-20.163497222222222,South,0.0,,1992.501026694045,,0.0,0,0,0,,0.0,,,,,,,0,Safe,,,,,,,0.0,0.0,
Border_Island,1994,-20.163497222222222,South,1.25,,1994.0492813141684,,6.0,0,0,0,,0.0,,,,,,,0,Safe,23.47647912387285,30.1726958103176,23.204544735529264,0.0,,,0.0,0.0,1994.2767123287672
Border_Island,1995,-20.163497222222222,South,0.0,,1994.498288843258,,0.0,0,0,0,,0.0,,,,,,,0,Safe,24.87292226133772,37.31503035082112,25.06548418132729,0.0,,9.864540028690492,0.0,0.0,1995.1397260273968
Border_Island,1996,-20.163497222222222,South,1.02,,1996.164271047228,,7.0,0,0,0,47.04758993880818,17.872172042231476,CELESTE,AU199596_07U,AU199596_07U,DISTURBANCE_ID,1996.0739219712525,6.0,1,Isolated Storm,25.69968838972047,25.125216510172145,26.796145443570367,0.9758942973480252,,13.082817135812478,0.0,0.0,1996.1041095890407
Border_Island,1997,-20.163497222222222,South,0.0,,1996.501026694045,,0.0,0,0,0,,0.0,,,,,,,0,Safe,25.31318815377164,29.979119600411007,22.57151353353261,0.1281729347436156,,9.987673425570987,0.0,0.0,1997.3123287671233
Border_Island,1998,-20.163497222222222,South,0.29,,1998.0930869267625,,7.0,0,0,0,,0.0,,,,,,,0,Safe,26.66521244808841,25.75727063541361,28.18305933574329,16.693144529524226,,10.989579031294344,0.0,0.0,1998.1397260273968
Border_Island,1999,-20.163497222222222,South,0.0,,1998.498288843258,,0.0,0,0,0,,0.0,,,,,,,0,Safe,28.105695605669226,31.49642372146214,22.1136328571154,3.285117264456483,,10.027895375950196,0.0,0.0,1999.1945205479449
Border_Island,2000,-20.163497222222222,South,0.0,,1999.498288843258,,0.0,0,0,0,,0.0,,,,,,,0,Safe,26.429682123948968,33.003998225570896,23.550731050168757,0.9793073076705782,,8.919926286774349,0.0,0.0,2000.2301369863012
Border_Island,2001,-20.163497222222222,South,0.0,,2000.501026694045,,0.0,0,0,0,,0.0,,,,,,,0,Safe,23.23372358087784,27.741840101191777,31.390592273873384,0.382400190271761,,9.79454937918497,0.0,0.0,2001.2383561643835
Border_Island,2002,-20.163497222222222,South,1.24,,2002.164271047228,,8.0,0,0,0,,0.0,,,,,,,0,Safe,29.011723799190943,23.19402773312565,35.47919157220413,0.1674977702881845,,12.261528439848885,0.0,0.0,2001.8657534246572
Border_Island,2003,-20.163497222222222,South,0.0,,2002.498288843258,,0.0,0,0,0,41.22894576394671,29.117304,ERICA,AU200203_05U,AU200203_05U,DISTURBANCE_ID,2003.1943874058863,8.0,1,Isolated Storm,26.63892584289085,19.39338070235647,38.96623445308068,0.1367225158563423,,9.574345044909103,0.0,0.0,2002.9150684931503
Border_Island,2004,-20.163497222222222,South,3.16,,2004.164271047228,,7.0,0,0,0,,0.0,,,,,,,0,Safe,27.65537523851548,30.941991368827328,31.007637341155515,0.0765245676818061,,23.77962004669784,0.0,0.0,2004.1479452054796
Border_Island,2005,-20.163497222222222,South,0.0,,2004.501026694045,,0.0,0,0,0,,0.0,,,,,,,0,Safe,25.9025307125706,33.17088502649477,26.655179500629316,0.0515073690432365,,12.251016632463122,0.0,0.0,2005.2027397260276
Border_Island,2006,-20.163497222222222,South,0.0,,2005.498288843258,,0.0,0,0,0,,0.0,,,,,,,0,Safe,,,,,,,0.0,0.0,
Border_Island,2007,-20.163497222222222,South,0.0,,2006.498288843258,,0.0,0,0,0,,0.0,,,,,,,0,Safe,24.191127190397463,37.27826829766354,25.80732010583352,0.0453529811205324,8.123516115590617,8.08124531820709,0.0,0.0,2007.2301369863012
Border_Island,2008,-20.163497222222222,South,0.0,,2007.498288843258,,0.0,0,0,0,,0.0,,,,,,,0,Safe,,,,,,,0.0,0.0,
Border_Island,2009,-20.163497222222222,South,0.0,,2008.501026694045,,0.0,0,0,0,,0.0,,,,,,,0,Safe,25.674580727897983,35.66826574976194,25.42704598967701,0.1015615038061861,3.996381654581673,6.876472293420159,0.0,0.0,2009.2602739726028
Border_Island,2010,-20.163497222222222,South,1.46,,2010.1834360027376,,8.0,0,0,0,0.5583808989926194,29.117304,ULUI,AU200910_09U,AU200910_09U,DISTURBANCE_ID,2010.2162902121836,8.0,1,Isolated Storm,,,,,,,0.0,0.0,
Border_Island,2011,-20.163497222222222,South,0.0,,2010.498288843258,,0.0,0,0,0,46.32453422784336,18.09499186687058,ANTHONY,AU201011_11U,AU201011_11U,DISTURBANCE_ID,2011.082135523614,6.0,1,Isolated Storm,29.540165701001747,36.30041837324986,21.753462142333404,0.1242338638151666,8.343337108641261,8.697902886917786,0.0,0.0,2011.2246575342465
Border_Island,2012,-20.163497222222222,South,1.91,,2012.1806981519508,,8.0,0,0,0,,0.0,,,,,,,0,Safe,,,,,,,0.0,0.0,
Border_Island,2013,-20.163497222222222,South,0.6,,2013.0958247775493,,7.0,0,0,0,,0.0,,,,,,,0,Safe,29.175529693036413,33.804333581772006,26.32395882223938,0.3932288357620835,15.248228356922798,22.482249029587727,0.0,0.0,2013.2986301369865
Border_Island,2014,-20.163497222222222,South,0.0,,2013.498288843258,,0.0,0,0,0,,0.0,,,,,,,0,Safe,,,,,,,0.0,0.0,
Border_Island,2015,-20.163497222222222,South,1.76,,2015.177960301164,,8.0,0,0,0,,0.0,,,,,,,0,Safe,30.843460573431138,26.340828709914263,33.43488742153013,0.0954430096768185,13.409610580122065,14.338853975131014,0.0,0.0,2015.0465753424655
Border_Island,2016,-20.163497222222222,South,3.22,,2016.167008898015,,8.0,0,0,0,,0.0,,,,,,,0,Safe,,,,,,,0.0,0.0,
Border_Island,2017,-20.163497222222222,South,6.71,2017.1752224503764,2017.2245037645448,8.0,8.0,1,1,0,25.822779284607336,33.078492,DEBBIE,AU201617_24U,AU201617_24U,DISTURBANCE_ID,2017.235455167693,8.0,1,Synergistic Concurrent (Moderate),33.36956898999796,27.20632033720453,28.64536264975161,0.079258367748203,17.04148985607962,12.431885968523792,0.0,0.0,2017.1698630136984
Border_Island,2018,-20.163497222222222,South,0.0,,2017.498288843258,,0.0,0,0,0,,0.0,,,,,,,0,Safe,,,,,,,0.0,0.0,
Border_Island,2019,-20.163497222222222,South,0.0,,2018.498288843258,,0.0,0,0,0,,0.0,,,,,,,0,Safe,18.946700216452733,17.092400585701345,47.92779054437148,0.1918065376450517,3.236951763374205,13.084654128607191,0.0,0.0,2019.328767123288
Border_Island,2020,-20.163497222222222,South,7.66,2020.1505817932923,2020.1998631074607,7.0,8.0,1,1,0,17.41537127982197,38.377224,HAROLD,AU201920_12U,AU201920_12U,DISTURBANCE_ID,2020.271047227926,9.0,1,Sequential H->S (Same Year),,,,,,,0.0,0.0,
Border_Island,2021,-20.163497222222222,South,0.0,,2020.501026694045,,0.0,0,0,0,,0.0,,,,,,,0,Safe,18.971998285408137,20.232349009345583,51.36888082965116,0.1804108565386189,7.091691404354586,19.19126555055724,0.0,0.0,2021.128767123288
Border_Island,2022,-20.163497222222222,South,4.51,2022.1943874058863,2022.208076659822,8.0,8.0,1,1,0,,0.0,,,,,,,0,Isolated Heatwave (Moderate),16.1221287770108,20.766595248711788,53.4192045771898,0.0975124890427864,6.2457162169410445,23.84691315992115,0.0,0.0,2022.1506849315067
Border_Island,2023,-20.163497222222222,South,0.45,,2023.208076659822,,8.0,0,0,0,,0.0,,,,,,,0,Safe,17.679960162084726,23.135013913389702,52.350271184195854,0.2339090404185777,6.559077706124322,31.805289275379785,0.0,0.0,2023.109589041096
Border_Island,2024,-20.163497222222222,South,6.890000000000001,2024.1122518822724,2024.1752224503764,7.0,8.0,1,1,0,,0.0,,,,,,,0,Isolated Heatwave (Moderate),,,,,,,0.0,0.0,
Border_Island,2025,-20.163497222222222,South,3.79,,2025.0958247775493,,7.0,0,0,0,,0.0,,,,,,,0,Safe,17.624333176752504,28.59144852572163,41.35001135059864,0.1228335069394316,11.648638134698407,19.220297169853808,0.0,0.0,2025.2273972602736
Boult_Reef,1988,-23.7575,South,0.0,,,,,0,0,0,,0.0,,,,,,,0,Safe,,,,,,,0.0,,
Boult_Reef,1989,-23.7575,South,0.0,,,,,0,0,0,,0.0,,,,,,,0,Safe,,,,,,,0.0,0.0,
Boult_Reef,1990,-23.7575,South,0.31,,1990.1204654346336,,7.0,0,0,0,,0.0,,,,,,,0,Safe,,,,,,,0.0,0.0,
Boult_Reef,1991,-23.7575,South,0.91,,1991.1204654346336,,7.0,0,0,0,,0.0,,,,,,,0,Safe,21.13684189993643,,,,,,0.03,0.0,1990.6958904109588
