a_sector,nrm_region,domain_name,year,survey_date,variable,tows,cots,cotsptow
"CL","Cape York","Macgillivray Reef",1986,"1985.7068493150684931","COTS",17,0,"0.00"
"CL","Cape York","Macgillivray Reef",1987,"1986.7945205479452054","COTS",20,0,"0.00"
"CL","Cape York","Macgillivray Reef",1988,"1987.7726027397260274","COTS",15,1,"0.07"
"CL","Cape York","Macgillivray Reef",1989,"1988.7589041095890411","COTS",15,0,"0.00"
"CL","Cape York","Macgillivray Reef",1992,"1991.8657534246575342","COTS",13,0,"0.00"
"CL","Cape York","Macgillivray Reef",1993,"1993.3506849315068493","COTS",14,6,"0.43"
"CL","Cape York","Macgillivray Reef",1994,"1993.810958904109589","COTS",16,3,"0.19"
"CL","Cape York","Macgillivray Reef",1995,"1994.7917808219178082","COTS",17,5,"0.29"
"CL","Cape York","Macgillivray Reef",1996,"1995.7013698630136986","COTS",14,12,"0.86"
"CL","Cape York","Macgillivray Reef",1997,"1996.7863013698630137","COTS",17,9,"0.53"
"CL","Cape York","Macgillivray Reef",1998,"1997.7863013698630137","COTS",15,6,"0.40"
"CL","Cape York","Macgillivray Reef",1999,"1998.7917808219178082","COTS",15,0,"0.00"
"CL","Cape York","Macgillivray Reef",2000,"1999.7726027397260274","COTS",17,0,"0.00"
"CL","Cape York","Macgillivray Reef",2001,"2000.5452054794520548","COTS",15,1,"0.07"
"CL","Cape York","Macgillivray Reef",2002,"2001.4931506849315068","COTS",17,0,"0.00"
"CL","Cape York","Macgillivray Reef",2003,"2002.5589041095890411","COTS",16,0,"0.00"
"CL","Cape York","Macgillivray Reef",2004,"2003.6493150684931507","COTS",16,6,"0.38"
"CL","Cape York","Macgillivray Reef",2005,"2004.6465753424657534","COTS",16,0,"0.00"
"CL","Cape York","Macgillivray Reef",2006,"2005.7808219178082192","COTS",17,1,"0.06"
"CL","Cape York","Macgillivray Reef",2007,"2006.7671232876712328","COTS",15,0,"0.00"
"CL","Cape York","Macgillivray Reef",2008,"2007.6438356164383562","COTS",14,0,"0.00"
"CL","Cape York","Macgillivray Reef",2009,"2008.8493150684931506","COTS",15,2,"0.13"
"CL","Cape York","Macgillivray Reef",2010,"2009.8712328767123287","COTS",16,0,"0.00"
"CL","Cape York","Macgillivray Reef",2011,"2010.8082191780821918","COTS",16,0,"0.00"
"CL","Cape York","Macgillivray Reef",2013,"2012.8164383561643835","COTS",19,5,"0.26"
"CL","Cape York","Macgillivray Reef",2015,"2014.915068493150685","COTS",18,12,"0.67"
"CL","Cape York","Macgillivray Reef",2017,"2016.6767123287671233","COTS",14,0,"0.00"
"CL","Cape York","Macgillivray Reef",2019,"2018.9424657534246575","COTS",15,0,"0.00"
"CL","Cape York","Macgillivray Reef",2020,"2019.9452054794520548","COTS",16,0,"0.00"
"CL","Cape York","Macgillivray Reef",2021,"2020.8164383561643835","COTS",16,0,"0.00"
"CL","Cape York","Macgillivray Reef",2022,"2021.673972602739726","COTS",19,0,"0.00"
"CL","Cape York","Macgillivray Reef",2023,"2022.821917808219178","COTS",17,1,"0.06"
"CL","Cape York","Macgillivray Reef",2024,"2023.8821917808219178","COTS",13,0,"0.00"
"CL","Cape York","Macgillivray Reef",2025,"2024.7342465753424657","COTS",16,0,"0.00"
"CL","Cape York","Macgillivray Reef",2026,"2025.6876712328767123","COTS",16,0,"0.00"
