data_type,domain_category,domain_name,report_year,date,variable,median,lower,upper,project_code,depth,reef_zone,shelf,mean,count_group,series
"fish","reef","Farquharson Reef",2006,"2005.9260273972602739","Herbivores",45.369348601591355,38.956957902548226,51.86947731659814,"LTMP",9,"_"," ",45.38153089545721,"restricted","9.0m"
"fish","reef","Farquharson Reef",2008,"2008.2","Herbivores",49.59802295858652,42.812737007735024,56.34461407645051,"LTMP",9,"_"," ",49.63902728523009,"restricted","9.0m"
"fish","reef","Farquharson Reef",2010,"2010.26575342465753427","Herbivores",65.98298042346175,57.76603525346458,75.05012559893633,"LTMP",9,"_"," ",66.05451982524717,"restricted","9.0m"
"fish","reef","Farquharson Reef",2012,"2012.16712328767123288","Herbivores",41.58791129967828,35.51202467137772,47.505348850256404,"LTMP",9,"_"," ",41.708017607902526,"restricted","9.0m"
"fish","reef","Farquharson Reef",2016,"2015.9561643835616438","Herbivores",49.995913294188,43.58256324248528,58.09293072798786,"LTMP",9,"_"," ",50.268692684478985,"restricted","9.0m"
"fish","reef","Farquharson Reef",2018,"2018.13972602739726028","Herbivores",44.337300831548305,37.7997055938677,50.64792284843139,"LTMP",9,"_"," ",44.40420110223617,"restricted","9.0m"
"fish","reef","Farquharson Reef",2022,"2022.29041095890410956","Herbivores",106.65284634966858,93.17257476389464,119.82410275682716,"LTMP",9,"_"," ",106.88407398809382,"restricted","9.0m"
"fish","reef","Farquharson Reef",2022,"2022.29041095890410956","Herbivores",101.51060808252257,85.83405281616548,120.33179015653984,"LTMP",9,"_"," ",102.17745439824648,"expanded","9.0m"
"fish","reef","Farquharson Reef",2023,"2023.18356164383561643","Herbivores",49.23365751304502,42.216006683679446,56.61799386037111,"LTMP",9,"_"," ",49.34526073502258,"restricted","9.0m"
"fish","reef","Farquharson Reef",2023,"2023.18356164383561643","Herbivores",45.50253998806693,37.47809135443384,54.004590205117864,"LTMP",9,"_"," ",45.74914667331769,"expanded","9.0m"
"fish","reef","Farquharson Reef",2024,"2024.0958904109589041","Herbivores",65.33311434629155,57.15412715278194,73.85297953044218,"LTMP",9,"_"," ",65.67099183620866,"restricted","9.0m"
"fish","reef","Farquharson Reef",2024,"2024.0958904109589041","Herbivores",61.41644475698523,50.29922490157291,72.33356232027312,"LTMP",9,"_"," ",62.05061678328369,"expanded","9.0m"
"fish","reef","Farquharson Reef",2025,"2024.6465753424657534","Herbivores",75.01836144127003,65.62700059642448,85.0907211153859,"LTMP",9,"_"," ",75.34267649144688,"restricted","9.0m"
"fish","reef","Farquharson Reef",2025,"2024.6465753424657534","Herbivores",70.89344028882974,59.93091630209373,84.62238422638582,"LTMP",9,"_"," ",71.62361042602193,"expanded","9.0m"
