a_sector,nrm_region,domain_name,year,survey_date,variable,tows,cots,cotsptow
"TO","Burdekin","John Brewer Reef",1986,"1985.1780821917808219","COTS",92,382,"4.15"
"TO","Burdekin","John Brewer Reef",1989,"1988.5315068493150685","COTS",72,0,"0.00"
"TO","Burdekin","John Brewer Reef",1990,"1989.44931506849315067","COTS",74,0,"0.00"
"TO","Burdekin","John Brewer Reef",1993,"1992.2684931506849315","COTS",79,0,"0.00"
"TO","Burdekin","John Brewer Reef",1995,"1995.27123287671232876","COTS",74,0,"0.00"
"TO","Burdekin","John Brewer Reef",1996,"1996.3041095890410959","COTS",70,0,"0.00"
"TO","Burdekin","John Brewer Reef",1997,"1997.2356164383561644","COTS",79,2,"0.03"
"TO","Burdekin","John Brewer Reef",1998,"1998.3041095890410959","COTS",75,0,"0.00"
"TO","Burdekin","John Brewer Reef",1999,"1999.32054794520547947","COTS",76,0,"0.00"
"TO","Burdekin","John Brewer Reef",2000,"2000.3315068493150685","COTS",73,8,"0.11"
"TO","Burdekin","John Brewer Reef",2001,"2001.3424657534246575","COTS",70,117,"1.67"
"TO","Burdekin","John Brewer Reef",2002,"2002.13424657534246576","COTS",86,202,"2.35"
"TO","Burdekin","John Brewer Reef",2003,"2003.18356164383561643","COTS",78,343,"4.40"
"TO","Burdekin","John Brewer Reef",2004,"2004.29863013698630136","COTS",74,0,"0.00"
"TO","Burdekin","John Brewer Reef",2005,"2005.32054794520547947","COTS",74,0,"0.00"
"TO","Burdekin","John Brewer Reef",2007,"2007.410958904109589","COTS",72,0,"0.00"
"TO","Burdekin","John Brewer Reef",2008,"2008.33972602739726027","COTS",66,0,"0.00"
"TO","Burdekin","John Brewer Reef",2009,"2009.36712328767123287","COTS",85,0,"0.00"
"TO","Burdekin","John Brewer Reef",2011,"2011.3589041095890411","COTS",71,0,"0.00"
"TO","Burdekin","John Brewer Reef",2013,"2013.41643835616438357","COTS",87,1,"0.01"
"TO","Burdekin","John Brewer Reef",2015,"2015.3424657534246575","COTS",80,1,"0.01"
"TO","Burdekin","John Brewer Reef",2016,"2016.38082191780821917","COTS",87,0,"0.00"
"TO","Burdekin","John Brewer Reef",2017,"2017.3315068493150685","COTS",74,1,"0.01"
"TO","Burdekin","John Brewer Reef",2019,"2019.17534246575342466","COTS",86,3,"0.03"
"TO","Burdekin","John Brewer Reef",1987,"1986.8164383561643835","COTS",60,2,"0.03"
"TO","Burdekin","John Brewer Reef",1984,"1983.7945205479452054","COTS",100,3402,"34.02"
"TO","Burdekin","John Brewer Reef",1985,"1984.736986301369863","COTS",104,254,"2.44"
"TO","Burdekin","John Brewer Reef",1988,"1987.473972602739726","COTS",96,1,"0.01"
"TO","Burdekin","John Brewer Reef",2020,"2020.4328767123287671","COTS",75,0,"0.00"
"TO","Burdekin","John Brewer Reef",2021,"2021.23013698630136986","COTS",80,0,"0.00"
"TO","Burdekin","John Brewer Reef",2022,"2022.17534246575342466","COTS",81,0,"0.00"
"TO","Burdekin","John Brewer Reef",2023,"2023.2054794520547945","COTS",80,0,"0.00"
"TO","Burdekin","John Brewer Reef",2024,"2024.41643835616438357","COTS",73,0,"0.00"
"TO","Burdekin","John Brewer Reef",2025,"2025.3726027397260274","COTS",81,0,"0.00"
