data_type,domain_category,domain_name,report_year,date,variable,median,lower,upper,project_code,depth,reef_zone,shelf,mean,count_group,series,color
"manta","reef","Thetford Reef",1986,"1985.9643835616438357","HC",36.05986977487701,32.753982921325445,40.6441245026517,"LTMP",9,"_"," ",36.14115630021465,"null","9.0m",""
"manta","reef","Thetford Reef",1987,"1987.14520547945205478","HC",17.485517537274507,14.800639065786495,20.33095379602861,"LTMP",9,"_"," ",17.498200208903235,"null","9.0m",""
"manta","reef","Thetford Reef",1988,"1988.11232876712328767","HC",20.00958973749149,17.08468071107871,23.485218876695512,"LTMP",9,"_"," ",20.071320351474213,"null","9.0m",""
"manta","reef","Thetford Reef",1989,"1989.14520547945205478","HC",32.84198582158384,28.68797651426157,37.44454007790345,"LTMP",9,"_"," ",32.88647713591931,"null","9.0m",""
"manta","reef","Thetford Reef",1992,"1992.0821917808219178","HC",17.416899690133693,13.896061785060546,20.124641220828973,"LTMP",9,"_"," ",17.438747105917958,"null","9.0m",""
"manta","reef","Thetford Reef",1994,"1994.10684931506849316","HC",11.965292809520358,9.258268448183182,14.553554538137806,"LTMP",9,"_"," ",11.986906078733007,"null","9.0m",""
"manta","reef","Thetford Reef",1995,"1995.25753424657534246","HC",19.966404618193863,16.489366978531358,23.893722496282795,"LTMP",9,"_"," ",20.043172430660988,"null","9.0m",""
"manta","reef","Thetford Reef",1996,"1996.1726027397260274","HC",22.05423219785956,18.31881640789486,26.069723219336332,"LTMP",9,"_"," ",22.08897479042788,"null","9.0m",""
"manta","reef","Thetford Reef",1997,"1997.08493150684931507","HC",26.820798028337535,23.02243596265512,30.415742450532157,"LTMP",9,"_"," ",26.829927818651907,"null","9.0m",""
"manta","reef","Thetford Reef",1998,"1998.09315068493150686","HC",27.475996315571606,23.942491947591172,31.432823848151358,"LTMP",9,"_"," ",27.59484688991749,"null","9.0m","#1f77b4"
"manta","reef","Thetford Reef",1999,"1999.10136986301369863","HC",27.381094955548146,23.47950559095783,31.1701305941881,"LTMP",9,"_"," ",27.35830616843292,"null","9.0m",""
"manta","reef","Thetford Reef",2000,"2000.08493150684931507","HC",23.48902084139841,20.331462736372156,27.319745388386448,"LTMP",9,"_"," ",23.606325245227573,"null","9.0m",""
"manta","reef","Thetford Reef",2002,"2001.7342465753424657","HC",10.28960594536315,7.794736954211621,12.698814676700707,"LTMP",9,"_"," ",10.379791971319122,"null","9.0m",""
