data_type,domain_category,domain_name,report_year,date,variable,median,lower,upper,project_code,depth,reef_zone,shelf,mean,count_group,series,color
"manta","reef","Agincourt Reef No.1",1989,"1989.13972602739726028","HC",11.712105958534764,9.239808612531007,14.914171520601323,"LTMP",9,"_"," ",11.82434663361459,"null","9.0m",""
"manta","reef","Agincourt Reef No.1",1994,"1994.1178082191780822","HC",15.591085853398384,12.235044196033856,19.304056952210065,"LTMP",9,"_"," ",15.616501762007523,"null","9.0m",""
"manta","reef","Agincourt Reef No.1",1995,"1995.27671232876712326","HC",21.15737193748251,17.422029299532404,25.680634221058607,"LTMP",9,"_"," ",21.2470856795635,"null","9.0m",""
"manta","reef","Agincourt Reef No.1",1996,"1996.024657534246575342","HC",14.929169142559138,10.963798861599752,18.64827562355603,"LTMP",9,"_"," ",15.034662826238002,"null","9.0m",""
"manta","reef","Agincourt Reef No.1",1997,"1997.07397260273972603","HC",30.081105528064434,25.307708964617593,35.05844493462332,"LTMP",9,"_"," ",30.080056888813022,"null","9.0m",""
"manta","reef","Agincourt Reef No.1",1998,"1998.07123287671232877","HC",24.37962376342891,19.901725553111117,28.999874072494634,"LTMP",9,"_"," ",24.389610363706918,"null","9.0m",""
"manta","reef","Agincourt Reef No.1",1999,"1999.07397260273972603","HC",17.399340673353787,13.965546793060426,21.291016919480523,"LTMP",9,"_"," ",17.491936366950984,"null","9.0m",""
"manta","reef","Agincourt Reef No.1",2000,"2000.06301369863013699","HC",25.068482374784516,20.55283967448873,29.88476820535174,"LTMP",9,"_"," ",25.113773045136234,"null","9.0m",""
"manta","reef","Agincourt Reef No.1",2001,"2001.07671232876712329","HC",34.510563564662554,29.591791940994742,39.31452858262277,"LTMP",9,"_"," ",34.53234850222939,"null","9.0m",""
"manta","reef","Agincourt Reef No.1",2002,"2001.7013698630136986","HC",27.624950044747663,22.909371417953633,32.85153414120325,"LTMP",9,"_"," ",27.799076164913238,"null","9.0m",""
"manta","reef","Agincourt Reef No.1",2003,"2002.8164383561643835","HC",17.847812630609315,14.213647231207831,21.67580297447394,"LTMP",9,"_"," ",17.856648889029145,"null","9.0m",""
"manta","reef","Agincourt Reef No.1",2004,"2004.01643835616438356","HC",27.35528398284411,23.242111949237497,32.348205107562734,"LTMP",9,"_"," ",27.507796471940864,"null","9.0m",""
"manta","reef","Agincourt Reef No.1",2005,"2005.07397260273972603","HC",31.194983196801505,26.388378567797865,36.185528154562654,"LTMP",9,"_"," ",31.29701245551143,"null","9.0m",""
"manta","reef","Agincourt Reef No.1",2006,"2005.7972602739726027","HC",18.365217575732995,14.809479972910816,22.978758662224287,"LTMP",9,"_"," ",18.41769053029945,"null","9.0m",""
"manta","reef","Agincourt Reef No.1",2007,"2007.019178082191780823","HC",21.344839898605056,17.35701799790926,26.265695234035157,"LTMP",9,"_"," ",21.393058233761888,"null","9.0m",""
"manta","reef","Agincourt Reef No.1",2008,"2008.32054794520547947","HC",19.34629310320109,15.769210402741853,23.192971991842278,"LTMP",9,"_"," ",19.413455972053274,"null","9.0m",""
"manta","reef","Agincourt Reef No.1",2009,"2009.10136986301369863","HC",15.440466670306554,12.341299373470656,19.083209523861342,"LTMP",9,"_"," ",15.493858566132696,"null","9.0m",""
"manta","reef","Agincourt Reef No.1",2010,"2009.8876712328767123","HC",22.437143225133347,18.459032143204023,26.408255076762728,"LTMP",9,"_"," ",22.500673296192307,"null","9.0m",""
"manta","reef","Agincourt Reef No.1",2011,"2011.0684931506849315","HC",17.97512396750964,14.596934705470693,21.973689314554523,"LTMP",9,"_"," ",18.063967591082992,"null","9.0m","#1f77b4"
"manta","reef","Agincourt Reef No.1",2012,"2012.13150684931506848","HC",11.046431977459136,8.712855498027507,14.038887568315234,"LTMP",9,"_"," ",11.112356331642735,"null","9.0m",""
"manta","reef","Agincourt Reef No.1",2013,"2013.0273972602739726","HC",10.817336014120194,8.370754178130401,13.839076846370116,"LTMP",9,"_"," ",10.935225095156788,"null","9.0m",""
"manta","reef","Agincourt Reef No.1",2014,"2014.20273972602739726","HC",12.318012758460856,9.748547462557761,15.45928687098746,"LTMP",9,"_"," ",12.438842126104198,"null","9.0m",""
"manta","reef","Agincourt Reef No.1",2015,"2015.1726027397260274","HC",12.709118532923192,9.70268077863122,15.8969014269183,"LTMP",9,"_"," ",12.834283165718647,"null","9.0m",""
"manta","reef","Agincourt Reef No.1",2016,"2015.915068493150685","HC",18.081288448798453,14.211828675426904,22.17409960602095,"LTMP",9,"_"," ",18.210637509627308,"null","9.0m",""
"manta","reef","Agincourt Reef No.1",2017,"2016.6986301369863014","HC",13.240372958403896,10.351917434146873,16.072652525784186,"LTMP",9,"_"," ",13.279153925339923,"null","9.0m",""
"manta","reef","Agincourt Reef No.1",2018,"2017.9534246575342465","HC",17.63003772426565,14.211874035029304,21.41465700699574,"LTMP",9,"_"," ",17.792723057904013,"null","9.0m",""
"manta","reef","Agincourt Reef No.1",2019,"2019.13150684931506848","HC",13.140691759344728,10.343466386746906,16.5646043698081,"LTMP",9,"_"," ",13.203334271930467,"null","9.0m",""
"manta","reef","Agincourt Reef No.1",2020,"2020.10410958904109589","HC",26.42981021107084,21.745963701881145,30.66230644858597,"LTMP",9,"_"," ",26.468321562908486,"null","9.0m",""
"manta","reef","Agincourt Reef No.1",2023,"2022.8328767123287671","HC",44.74009930465313,39.86843044126772,50.677187637644124,"LTMP",9,"_"," ",44.71223619503012,"null","9.0m",""
"manta","reef","Agincourt Reef No.1",2024,"2023.6657534246575343","HC",44.59726673759469,39.73151208191681,49.55594389499364,"LTMP",9,"_"," ",44.62004255093965,"null","9.0m",""
"manta","reef","Agincourt Reef No.1",2025,"2024.7616438356164383","HC",34.00317247166773,29.481807516382887,39.21676468018391,"LTMP",9,"_"," ",33.95876811951349,"null","9.0m",""
"manta","reef","Agincourt Reef No.1",2026,"2025.7205479452054795","HC",44.09737689526071,39.23392852563742,49.24396602723202,"LTMP",9,"_"," ",44.103132527668585,"null","9.0m",""
