a_sector,nrm_region,domain_name,year,survey_date,variable,tows,cots,cotsptow
"TO","Burdekin","Kelso Reef",1986,"1986.07397260273972603","COTS",66,142,"2.15"
"TO","Burdekin","Kelso Reef",1989,"1988.536986301369863","COTS",42,1,"0.02"
"TO","Burdekin","Kelso Reef",1990,"1989.4547945205479452","COTS",57,0,"0.00"
"TO","Burdekin","Kelso Reef",2002,"2002.12876712328767123","COTS",57,67,"1.18"
"TO","Burdekin","Kelso Reef",2003,"2002.8602739726027397","COTS",57,211,"3.70"
"TO","Burdekin","Kelso Reef",2008,"2008.36164383561643837","COTS",57,0,"0.00"
"TO","Burdekin","Kelso Reef",2010,"2010.23835616438356164","COTS",63,0,"0.00"
"TO","Burdekin","Kelso Reef",2014,"2014.3150684931506849","COTS",56,1,"0.02"
"TO","Burdekin","Kelso Reef",2016,"2016.3315068493150685","COTS",63,0,"0.00"
"TO","Burdekin","Kelso Reef",2018,"2018.29315068493150687","COTS",59,3,"0.05"
"TO","Burdekin","Kelso Reef",2020,"2020.4246575342465753","COTS",66,9,"0.14"
"TO","Burdekin","Kelso Reef",2021,"2021.25753424657534246","COTS",60,0,"0.00"
"TO","Burdekin","Kelso Reef",2022,"2022.18082191780821918","COTS",55,0,"0.00"
"TO","Burdekin","Kelso Reef",2023,"2023.19726027397260273","COTS",60,0,"0.00"
"TO","Burdekin","Kelso Reef",2024,"2024.10410958904109589","COTS",74,0,"0.00"
"TO","Burdekin","Kelso Reef",2025,"2025.26301369863013696","COTS",67,1,"0.01"
