table,model,model_family,response,term,label,beta,z,p,ci_low,ci_high,n_observations,n_reefs,r_squared,composition_metric
Table S11,Prior heatwave recurrence predicting baseline composition,reef-cluster robust OLS,acropora_prop_baseline,heatwave_years_5yr_z,5-year heatwave years,-0.021027873620542908,-0.9663407452677573,0.3338737038911761,-0.06367729637287059,0.02162154913178477,462,91,0.24237862728531512,Acropora proportion
Table S11,Prior heatwave recurrence predicting baseline composition,reef-cluster robust OLS,pocilloporidae_prop_baseline,heatwave_years_5yr_z,5-year heatwave years,0.025527281713075365,1.9211821128321382,0.054708752399291245,-0.0005153055287345429,0.05156986895488527,387,80,0.2813151949695806,Pocilloporidae proportion
Table S11,Prior heatwave recurrence predicting baseline composition,reef-cluster robust OLS,porites_prop_baseline,heatwave_years_5yr_z,5-year heatwave years,-0.022657323010438896,-2.185864642103505,0.028825509746409253,-0.042973099308378615,-0.0023415467124991776,442,88,0.2707775961811215,Porites proportion
Table S11,Prior heatwave recurrence predicting baseline composition,reef-cluster robust OLS,macroalgae_sum_baseline,heatwave_years_5yr_z,5-year heatwave years,0.9953693752849836,4.905789778474023,9.305214738299552e-07,0.5976988237597332,1.393039926810234,466,92,0.12417104234884069,Macroalgae cover
Table S11,Prior heatwave recurrence predicting baseline composition,reef-cluster robust OLS,acropora_cover_baseline,heatwave_years_5yr_z,5-year heatwave years,-1.0862833167421253,-1.2638059404301043,0.20629968849786062,-2.770937668894248,0.5983710354099974,462,91,0.536638486778612,Acropora cover
Table S11,Prior heatwave recurrence predicting baseline composition,reef-cluster robust OLS,pocilloporidae_cover_baseline,heatwave_years_5yr_z,5-year heatwave years,0.6375055522350477,1.9109995355099545,0.05600464058684988,-0.016334440453167676,1.2913455449232631,387,80,0.3723949873191257,Pocilloporidae cover
Table S11,Prior heatwave recurrence predicting baseline composition,reef-cluster robust OLS,porites_cover_baseline,heatwave_years_5yr_z,5-year heatwave years,-0.14989459522850265,-0.6688307064202684,0.5036034766572172,-0.5891507557261176,0.2893615652691123,442,88,0.12464143579039122,Porites cover
