seq_category_main,n_events,mean_rel_loss,mean_recovery_pct,mean_cots_lag_3yr,mean_initial_cots,mean_initial_herbivore,mean_baseline_algae,mean_algae_change_nadir,mean_algae_change_final,non_missing_final_algae
H_to_H,34,0.18605116029059215,0.6281319983420282,0.7400980392156862,0.5529411764705883,48.463294246728424,1.9966411717182286,1.6776091009920748,1.5357608785822892,11
Isolated_Heatwave,13,-0.04923946421805777,0.6818004950915559,1.561025641025641,0.5030769230769231,40.086720663314864,1.8624885062260952,0.5554631406583349,2.3390690702330317,5
Isolated_Storm,42,0.11413404792011732,0.5940386920929346,0.057460317460317455,0.02,38.4670604095701,2.741156522762701,0.7663766942066824,0.32174101737443966,38
S_to_H,10,0.4322444615911073,0.7526212262525955,0.14633333333333332,0.001,63.87271262726682,2.0259895655723046,0.22995843580778036,0.7209447977389439,7
S_to_S,19,0.25020731794037393,0.27872848385978155,0.1626315789473684,0.10263157894736842,44.21092028727087,1.816985443462434,1.0715998390735306,0.7466013640813,19
