analysis,outcome,treated_n,control_n,treated_mean,control_mean,observed_diff,permutation_p,n_resamples
raw_permutation,rel_loss,10,108,0.4322444615911073,0.14104810619034644,0.29119635540076083,0.04129917401651967,50000
raw_permutation,drop_abs,10,108,10.935954364672176,7.634705513581743,3.301248851090433,0.24809503809923802,50000
