term,Coefficient,StdErr,P_value,CI_lower,CI_upper,OddsRatio,OR_CI_lower,OR_CI_upper,model_name,sample_scope,n_events,n_reefs
Intercept,0.6398716291200366,0.8522218441689325,0.45275645408724374,-1.0304524922893774,2.3101957505294504,1.8962374420111052,0.3568454542151814,10.07639692200357,fate_recovery_glm,strict,45,38
"C(disturbance_group, Treatment(reference='Heat-linked'))[T.Storm-linked]",-0.1647395165990527,0.8843724876846354,0.8522264235000874,-1.8980777413790304,1.5685987081809252,0.8481145950915694,0.14985640530138172,4.799917393992799,fate_recovery_glm,strict,45,38
baseline_hc_c,-0.06342011686806037,0.030990784804575254,0.04071520864855068,-0.12416093893765905,-0.0026792947984616983,0.9385490905469871,0.8832376821093576,0.9973242913083861,fate_recovery_glm,strict,45,38
