covariate,treated_mean_before,control_mean_before,smd_before,treated_mean_after,control_mean_after,smd_after
storm_exposure_seq,29.853887847750038,20.48464523097303,0.552979421363787,29.853887847750038,21.476876124273815,0.4658688421186804
heat_exposure_seq,6.5569999999999995,5.917314814814817,0.13625785361479595,6.5569999999999995,7.628,-0.1944485717811932
baseline_hc,24.784184011410193,27.49098005146649,-0.2308528339832204,24.784184011410193,19.215281951772784,0.5647087653138648
start_year,2011.9,2010.7962962962963,0.1570029696971004,2011.9,2012.7,-0.15317415510541596
region_lat,-18.653666666666666,-19.412931121399176,0.3103309211161272,-18.653666666666666,-17.904062500000002,-0.3168034941692257
