reef_name,start_year,seq_category_main,baseline_hc,nadir_hc,final_hc,recovery_rate,recovery_pct,nadir_year,final_year,drop_abs,impact_flag,recovery_gain_abs,recovery_observed_flag,recovery_frac_loss,recovered_flag,fate_status,regime_shift_status,recovered_above_baseline
Chinaman_Reef_22_102,1992,S_to_S,31.476629725119068,20.691549088191305,33.277977975940345,3.14660722193726,0.3998658368975502,1995,1999.0,10.785080636927763,1,12.58642888774904,1,1.1670222329774262,1.0,recovered,False,True
Chinaman_Reef_22_102,2002,H_to_H,32.10445111018901,36.82744412083712,31.327529008719058,-1.374978778029516,-0.17131316443446534,2006,2010.0,-4.722993010648111,0,-5.499915112118064,1,,,non_impact,False,False
Chinaman_Reef_22_102,2020,H_to_H,34.90570011989698,18.457508644550444,,,,2025,,16.448191475346533,1,,0,,,recovery_unobserved,False,False
Davies_Reef,2000,Isolated_Storm,38.101744837768194,28.46348787382228,27.513934957431275,-0.2373882290977516,-0.024921507412168854,2003,2007.0,9.638256963945913,1,-0.9495529163910064,1,-0.09851915340533299,0.0,failed,True,False
Davies_Reef,2017,Isolated_Heatwave,25.850195380112886,29.085461584299832,39.07525429298804,2.4974481771720525,0.3864494082846884,2017,2021.0,-3.2352662041869458,0,9.98979270868821,1,,,non_impact,False,True
Dip_Reef,2000,Isolated_Storm,24.319106622020666,24.560815185366195,28.05201549730793,0.8728000779854339,0.14355791790396177,2001,2005.0,-0.24170856334552937,0,3.4912003119417356,1,,,non_impact,False,True
Dip_Reef,2006,Isolated_Storm,24.86879541633349,17.912306475134873,9.704384437309995,-2.0519805094562193,-0.3300490393850771,2007,2011.0,6.956488941198618,1,-8.207922037824877,1,-1.1798943557884296,0.0,failed,True,False
Dip_Reef,2016,H_to_H,9.538933855055959,16.498326198111997,24.881660603722644,2.0958336014026617,0.8788544435882838,2019,2023.0,-6.959392343056038,0,8.383334405610647,1,,,non_impact,False,True
East_Cay,2009,Isolated_Storm,20.816082085106935,14.90999891915959,22.31303166651309,1.8507581868383753,0.3556400631533862,2011,2015.0,5.906083165947345,1,7.403032747353501,1,1.2534589404424756,1.0,recovered,False,True
East_Cay,2020,H_to_H,22.20279972065002,14.554197554158632,,,,2025,,7.648602166491388,1,,0,,,recovery_unobserved,False,False
Erskine_Island,2015,Isolated_Storm,25.948467806815916,27.379856217045766,36.968013874839606,2.39703941444846,0.3695076614610481,2018,2022.0,-1.4313884102298502,0,9.58815765779384,1,,,non_impact,False,True
Fairfax_Island,2020,H_to_H,21.75496824109169,21.25366968687083,,,,2026,,0.5012985542208597,0,,0,,,non_impact,False,False
Feather_Reef,2006,Isolated_Storm,8.851190808207473,8.492201154147924,39.50905975204123,10.338952865964435,3.504258271003739,2007,2010.0,0.35898965405954897,0,31.016858597893307,1,,,non_impact,False,True
Feather_Reef,2017,H_to_H,26.392497236516846,15.695346141102997,33.62634411954204,4.482749494609761,0.6793975506656335,2021,2025.0,10.69715109541385,1,17.930997978439045,1,1.6762405072623996,1.0,recovered,False,True
Fitzroy_Island,2006,S_to_S,7.715210534076244,28.27183515934281,16.787673416272998,-2.871040435767453,-1.4885091848559429,2013,2017.0,-20.556624625266565,0,-11.484161743069812,1,,,non_impact,False,True
Fitzroy_Island,2017,H_to_H,22.205659035609962,32.801255403504705,38.257587665057486,1.8187774205175937,0.24571809613048498,2022,2025.0,-10.595596367894743,0,5.456332261552781,1,,,non_impact,False,True
Fore_and_Aft_Reef,2011,Isolated_Storm,5.035494724430954,2.8103399048720967,20.6087314838366,4.449597894741125,3.534586481167616,2012,2016.0,2.2251548195588575,0,17.7983915789645,1,,,non_impact,False,True
Fore_and_Aft_Reef,2017,Isolated_Heatwave,5.022178505946719,23.5749849284998,,,,2018,,-18.55280642255308,0,,0,,,non_impact,False,False
Fork_Reef,2016,H_to_H,8.323521198459451,20.65387094900915,,,,2018,,-12.330349750549699,0,,0,,,non_impact,False,False
Gannet_Cay,1992,S_to_S,69.7290677458053,38.254237533949954,6.358417180812206,-7.973955088284437,-0.4574250220784934,1997,2001.0,31.47483021185534,1,-31.895820353137747,1,-1.0133754539245723,0.0,failed,True,False
Gannet_Cay,2002,Isolated_Heatwave,23.52057579395059,3.6767479510544168,9.189955204363272,1.378301813327214,0.23439933195542065,2002,2006.0,19.843827842896175,1,5.513207253308856,1,0.2778298268336626,0.0,failed,True,False
Gannet_Cay,2009,Isolated_Storm,9.999912969090786,6.1165543497174895,19.01101962198221,3.2236163180661803,1.2894577494945052,2011,2015.0,3.883358619373297,0,12.894465272264721,1,,,non_impact,False,True
Gannet_Cay,2020,H_to_H,25.734311340528542,6.879262317708815,,,,2025,,18.855049022819728,1,,0,,,recovery_unobserved,False,False
Green_Island,2006,S_to_S,5.503018237846888,9.032050469533177,10.607246859981403,0.5250654634827422,0.28624226240335676,2010,2013.0,-3.5290322316862888,0,1.5751963904482267,1,,,non_impact,False,True
Green_Island,2017,H_to_H,9.29309226208658,14.914060547652012,26.561785128535703,3.882574860294564,1.2533744691638762,2021,2024.0,-5.620968285565432,0,11.647724580883692,1,,,non_impact,False,True
Grub_Reef_18_077,2017,Isolated_Heatwave,6.177337027079025,6.851916060738547,19.0176065232126,2.4331380924948105,1.9694069481953849,2020,2025.0,-0.6745790336595219,0,12.165690462474053,1,,,non_impact,False,True
Hastings_Reef,1999,Isolated_Storm,25.258730580376913,23.906750775874585,26.03941515898944,0.5331660957787134,0.08443276182579362,2000,2004.0,1.351979804502328,0,2.1326643831148537,1,,,non_impact,False,True
Hastings_Reef,2010,Isolated_Storm,24.979244831190147,20.00196770726912,33.58429811537357,3.3955826020261126,0.5437446367932218,2012,2016.0,4.977277123921027,0,13.58233040810445,1,,,non_impact,False,True
Hastings_Reef,2016,H_to_H,24.156582967214103,9.773092201931195,13.942439935823108,1.0423369334729782,0.17259675093744228,2018,2022.0,14.383490765282907,1,4.169347733891913,1,0.28987036609745453,0.0,failed,True,False
Hayman_Island,1996,Isolated_Storm,39.31004646732173,37.05348087430256,45.539734286391045,2.121563353022122,0.215880014772892,1998,2002.0,2.2565655930191753,0,8.486253412088487,1,,,non_impact,False,True
Hayman_Island,2003,Isolated_Storm,40.46112902809175,43.08989201481783,49.94932752696009,1.7148588780355656,0.16953149051722768,2003,2007.0,-2.6287629867260804,0,6.859435512142262,1,,,non_impact,False,True
Hayman_Island,2010,S_to_S,47.37796794343629,30.870980076655165,34.97428250932376,1.025825608167148,0.08660781816492112,2011,2015.0,16.506987866781124,1,4.103302432668592,1,0.24857972064825531,0.0,failed,True,False
Helix_Reef,2017,Isolated_Heatwave,11.673460775832382,31.067842203335672,28.593109897310093,-0.6186830765063949,-0.21199645533987907,2020,2024.0,-19.39438142750329,0,-2.4747323060255795,1,,,non_impact,False,True
Horseshoe_Reef,2002,H_to_H,40.34547697691423,9.294694509177994,38.09504932130007,9.600118270707357,0.7138434583039308,2006,2009.0,31.050782467736234,1,28.800354812122073,1,0.9275242851624592,1.0,recovered,False,False
Horseshoe_Reef,2020,H_to_H,49.25361996931141,16.542599788068422,,,,2026,,32.711020181242986,1,,0,,,recovery_unobserved,False,False
Hyde_Reef,2003,Isolated_Storm,17.5392284858804,14.515498103489394,9.638452085950869,-1.2192615043846313,-0.27806502557764684,2005,2009.0,3.0237303823910064,0,-4.877046017538525,1,,,non_impact,False,False
Hyde_Reef,2009,S_to_S,15.478186553900064,3.5968414344920743,13.900461086581048,2.5759049130222436,0.6656864882852025,2013,2017.0,11.88134511940799,1,10.303619652088974,1,0.8672098612183374,1.0,recovered,False,False
Hyde_Reef,2017,Isolated_Storm,5.214782124408977,13.900461086581048,35.301662561280864,5.350300368674954,4.103949304905111,2017,2021.0,-8.685678962172071,0,21.401201474699818,1,,,non_impact,False,True
Jenkins_Reef,2020,H_to_H,35.25245348044507,29.51679798201327,,,,2026,,5.7356554984318,1,,0,,,recovery_unobserved,False,False
John_Brewer_Reef,2000,Isolated_Storm,26.75498157215977,1.716715506013504,1.713483876535559,-0.0008079073694862715,-0.0001207860849849285,2003,2007.0,25.038266066146267,1,-0.003231629477945086,1,-0.0001290676227102845,0.0,failed,True,False
John_Brewer_Reef,2017,Isolated_Heatwave,17.49290223169215,9.109232100777296,12.834414016637997,0.9312954789651751,0.2129539093353951,2020,2024.0,8.383670130914853,1,3.7251819158607002,1,0.44433784460627346,0.0,failed,True,False
Kelso_Reef,2006,Isolated_Storm,11.85486092505824,5.389843570512482,9.015775871949565,1.2086441004790276,0.305860382872376,2007,2010.0,6.4650173545457585,1,3.625932301437083,1,0.5608542255323684,1.0,recovered,False,False
Kelso_Reef,2017,H_to_H,7.999666683686824,16.968826368802517,,,,2024,,-8.969159685115693,0,,0,,,non_impact,False,False
Knife_Reef,2016,H_to_H,10.78611413651584,30.21029731567192,45.24688481218988,3.759146874129491,1.3940690137528178,2018,2022.0,-19.42418317915608,0,15.036587496517964,1,,,non_impact,False,True
Low_Isles,1999,Isolated_Storm,36.55032137785254,8.740091408106741,11.54044348283266,0.70008801868148,0.07661634615401158,2000,2004.0,27.810229969745798,1,2.80035207472592,1,0.10069503480454378,0.0,failed,True,False
Low_Isles,2014,S_to_H,29.571445536746666,18.97600826011352,37.548853464081546,4.643211300992006,0.6280668687937038,2020,2024.0,10.595437276633145,1,18.572845203968026,1,1.7529097402075149,1.0,recovered,False,True
Macgillivray_Reef,1990,Isolated_Storm,29.956711654649844,22.18540582688125,16.47457691199098,-1.4277072287225678,-0.1906360411224856,1993,1997.0,7.771305827768593,1,-5.710828914890271,1,-0.7348609154569902,0.0,failed,True,False
Macgillivray_Reef,2014,S_to_S,25.0060564290861,11.704742324012075,9.73613274031132,-0.492152395925189,-0.07872531157735627,2015,2019.0,13.301314105074026,1,-1.968609583700756,1,-0.14800113493671985,0.0,failed,True,False
Mackay_Reef,1999,Isolated_Storm,28.98395132274802,20.91628210197898,26.56928464309341,1.413250635278608,0.19503905724122853,2001,2005.0,8.06766922076904,1,5.653002541114432,1,0.7006983536907536,1.0,recovered,False,False
Mackay_Reef,2014,S_to_H,29.34972297544556,13.966008758171286,20.2462850390892,1.5700690702294788,0.21398076861482113,2019,2023.0,15.383714217274273,1,6.280276280917915,1,0.4082418713853794,0.0,failed,True,False
Masthead_Island,2015,Isolated_Storm,21.695414821836238,12.876205529943,21.46250267252677,2.1465742856459427,0.3957655206454841,2016,2020.0,8.819209291893237,1,8.58629714258377,1,0.9735903592260178,1.0,recovered,False,False
Michaelmas_Cay,1999,Isolated_Storm,19.75026507499106,20.912119083609184,21.55280505918753,0.16017149389458663,0.032439360846332164,2000,2004.0,-1.1618540086181248,0,0.6406859755783465,1,,,non_impact,False,True
Michaelmas_Cay,2006,S_to_S,22.695627516216636,13.099113936686338,20.41020459633629,1.8277726649124877,0.3221365284756273,2013,2017.0,9.596513579530297,1,7.311090659649951,1,0.7618486233630477,1.0,recovered,False,False
Michaelmas_Cay,2016,H_to_H,13.258722097299778,8.354838764196574,,,,2019,,4.903883333103204,0,,0,,,non_impact,False,False
Moore_Reef,2017,H_to_H,20.75119583119908,14.956806731098016,,,,2020,,5.794389100101064,1,,0,,,recovery_unobserved,False,False
Myrmidon_Reef,2000,S_to_H,32.56810937352465,24.116188653212305,19.65680965325989,-1.1148447499881033,-0.13692471211047771,2007,2011.0,8.451920720312344,1,-4.459378999952413,1,-0.527617230156368,0.0,failed,True,False
North_Direction_Island,2014,S_to_S,32.649381422675525,4.628370176594759,9.94392595282751,1.3288889440581877,0.1628072430352696,2017,2021.0,28.021011246080768,1,5.315555776232751,1,0.18969892733533036,0.0,failed,True,False
North_Island,2014,Isolated_Heatwave,9.992175221483514,34.90716860162028,49.2702667906601,3.590774547259956,1.4374345796257335,2014,2018.0,-24.914993380136764,0,14.363098189039825,1,,,non_impact,False,True
North_Island,2020,Isolated_Heatwave,50.69205158948061,36.81985188724767,,,,2020,,13.87219970223294,1,,0,,,recovery_unobserved,False,False
One_Tree_Island,2020,H_to_H,29.253787351521858,19.17891489677709,,,,2025,,10.074872454744767,1,,0,,,recovery_unobserved,False,False
Opal_Reef,1999,Isolated_Storm,23.2032329017684,18.873807124356844,20.93941091663769,0.5164009480702116,0.0890222410396708,2001,2005.0,4.329425777411554,0,2.0656037922808466,1,,,non_impact,False,False
Opal_Reef,2006,H_to_H,19.64193943949683,24.25474117730312,21.662781901489005,-0.6479898189535289,-0.13196045552416763,2009,2013.0,-4.61280173780629,0,-2.5919592758141157,1,,,non_impact,False,True
Opal_Reef,2014,H_to_H,25.480858791646245,3.7035191745506144,,,,2019,,21.77733961709563,1,,0,,,recovery_unobserved,False,False
Peart_Reef,2017,H_to_H,35.909529100588,13.879939358890672,29.108070695344,3.807032834113332,0.42406936871260653,2020,2024.0,22.02958974169733,1,15.228131336453329,1,0.6912580540539851,1.0,recovered,False,False
Pompey_Reef_No_1,2015,S_to_H,35.10781833645442,9.000944378371836,25.19652755724253,3.2391166357741383,0.4613098718826942,2018,2023.0,26.106873958082588,1,16.19558317887069,1,0.6203570448485887,1.0,recovered,False,False
Rebe_Reef,2003,S_to_H,19.540064890544514,18.11041507736537,3.226949971477211,-3.72086627647204,-0.7616896458256035,2007,2011.0,1.429649813179143,0,-14.88346510588816,1,,,non_impact,False,False
Reef_13_124,2005,Isolated_Storm,21.10208671715154,20.24187811294965,,,,2006,,0.8602086042018904,0,,0,,,non_impact,False,False
Reef_19_131,2003,Isolated_Storm,35.79505611856024,31.297665557395288,40.94623232718117,3.2161889232619614,0.2695502624113213,2004,2007.0,4.497390561164952,0,9.648566769785884,1,,,non_impact,False,True
Reef_19_131,2009,S_to_S,37.30782425015564,41.426381208148,45.65885291206999,1.058117925980497,0.11344729393873272,2011,2015.0,-4.118556957992361,0,4.232471703921988,1,,,non_impact,False,True
Reef_19_131,2017,S_to_S,46.14105386044096,40.887965904616685,50.3459443556515,2.364494612758703,0.2049796799102504,2021,2025.0,5.253087955824277,1,9.457978451034812,1,1.800460706268668,1.0,recovered,False,True
Reef_19_138,1996,Isolated_Storm,23.44745757655971,16.335131953752622,22.739500228621925,1.6010920687173256,0.2731370023363093,1997,2001.0,7.112325622807088,1,6.404368274869302,1,0.9004604983681316,1.0,recovered,False,False
Reef_19_138,2003,Isolated_Storm,19.755538557880662,19.965417604047207,22.50704128744894,0.6354059208504328,0.12865372796368818,2006,2010.0,-0.20987904616654518,0,2.541623683401731,1,,,non_impact,False,True
Reef_19_138,2009,S_to_S,34.88315115096006,22.50704128744894,34.86017653788709,4.117711750146051,0.35412899473957554,2010,2013.0,12.376109863511122,1,12.353135250438154,1,0.9981436321003658,1.0,recovered,False,False
Reef_19_138,2017,Isolated_Storm,38.39600659023915,34.1234816433095,43.47725959871386,2.3384444888510885,0.2436133021651847,2019,2023.0,4.27252494692965,0,9.353777955404354,1,,,non_impact,False,True
Reef_20_104,2003,Isolated_Storm,25.883639338831568,34.730337527963414,48.50110111498135,3.4426908967544847,0.5320257868976926,2003,2007.0,-8.846698189131846,0,13.770763587017939,1,,,non_impact,False,True
Reef_20_104,2009,S_to_S,45.82304777822262,15.295215205172893,37.99528067105546,7.5666884886275225,0.4953853260862923,2010,2013.0,30.52783257304973,1,22.700065465882567,1,0.7435858871265695,1.0,recovered,False,False
Reef_20_104,2017,Isolated_Storm,43.41738692541483,56.7359331998962,48.64984513503214,-2.021522016216016,-0.18624078134307956,2017,2021.0,-13.31854627448137,0,-8.086088064864065,1,,,non_impact,False,True
Reef_21_060,2015,S_to_H,5.086118172395081,1.8641535501526096,23.695570935162245,5.457854346252409,4.292353548429077,2018,2022.0,3.2219646222424716,0,21.831417385009637,1,,,non_impact,False,True
Reef_21_064,2015,Isolated_Storm,20.396880098977768,7.356867637191203,22.255136543642912,2.9796537812903416,0.7304190069342206,2018,2023.0,13.040012461786564,1,14.898268906451708,1,1.1425041923932757,1.0,recovered,False,True
Reef_21_187,2015,Isolated_Storm,14.405393523595874,23.97244048923216,51.25023837125158,6.819449470504854,1.8935822778696527,2018,2022.0,-9.567046965636285,0,27.277797882019417,1,,,non_impact,False,True
Reef_21_187,2024,Isolated_Heatwave,38.03566353562324,21.8893710077886,,,,2025,,16.146292527834643,1,,0,,,recovery_unobserved,False,False
Reef_21_278,2017,H_to_H,27.39649198414652,28.20428954715422,,,,2020,,-0.8077975630076999,0,,0,,,non_impact,False,False
Reef_21_529,2009,Isolated_Storm,50.40219510409819,1.175435583140599,9.678300562248596,2.1257162447769993,0.16870029096047506,2011,2015.0,49.22675952095759,1,8.502864979107997,1,0.17272851314716386,0.0,failed,True,False
Reef_21_529,2024,Isolated_Heatwave,28.878167311618824,22.709186259324632,,,,2025,,6.168981052294193,1,,0,,,recovery_unobserved,False,False
Reef_21_550,2020,H_to_H,47.86239958562565,35.92423019389772,,,,2025,,11.938169391727932,1,,0,,,recovery_unobserved,False,False
Reef_21_591,2015,S_to_H,26.548709731525996,12.11181439065283,20.811628588499588,2.1749535494616894,0.3276925427195403,2018,2022.0,14.436895340873166,1,8.699814197846758,1,0.6026097711753987,1.0,recovered,False,False
Reef_22_084,2020,H_to_H,46.2850125678667,10.558523495026016,,,,2025,,35.726489072840685,1,,0,,,recovery_unobserved,False,False
Rib_Reef,1998,H_to_S,54.54436176250285,3.3462309512581743,6.596470838306012,0.8125599717619595,0.05958892508817021,2003,2007.0,51.19813081124468,1,3.250239887047838,1,0.06348356542606406,0.0,failed,True,False
Rib_Reef,2011,Isolated_Storm,10.535405905195113,8.877135485992458,37.109829784922,7.058173574732385,2.6797917947335774,2011,2015.0,1.6582704192026547,0,28.23269429892954,1,,,non_impact,False,True
Rib_Reef,2017,Isolated_Heatwave,20.943695365003727,2.8672680891623696,18.448450547833588,3.8952956146678046,0.7439557435841478,2019,2023.0,18.076427275841358,1,15.581182458671218,1,0.8619613943013527,1.0,recovered,False,False
Slate_Reef,2003,Isolated_Storm,41.63194946039364,41.93622203101182,35.54958228481734,-2.128879915398161,-0.15340717475337978,2004,2007.0,-0.30427257061818125,0,-6.386639746194483,1,,,non_impact,False,False
Slate_Reef,2009,S_to_S,40.00103174559636,10.950684057441787,17.653969041749072,1.6758212460768211,0.1675778021661963,2011,2015.0,29.05034768815457,1,6.703284984307285,1,0.23074715167834578,0.0,failed,True,False
Slate_Reef,2017,Isolated_Storm,14.641311540921205,30.68167717851909,46.87585057604239,4.048543349380824,1.1060602974167975,2019,2023.0,-16.040365637597887,0,16.194173397523297,1,,,non_impact,False,True
Small_Lagoon_Reef,2020,H_to_H,50.30119536468929,9.901715067216994,,,,2026,,40.399480297472294,1,,0,,,recovery_unobserved,False,False
Snake_Reef,2009,Isolated_Storm,45.47099735626551,27.63804053491198,49.092150454738245,5.363527479956566,0.4718196469660254,2011,2015.0,17.832956821353527,1,21.454109919826266,1,1.2030596010941215,1.0,recovered,False,True
Snake_Reef,2020,H_to_H,55.249828047302486,21.887766023277504,,,,2026,,33.36206202402498,1,,0,,,recovery_unobserved,False,False
St_Crispin_Reef,1999,Isolated_Storm,22.59829290707296,20.499286146615937,24.538492870567445,1.0098016809878771,0.1787394623373207,2000,2004.0,2.099006760457023,0,4.039206723951509,1,,,non_impact,False,True
St_Crispin_Reef,2014,S_to_H,25.656656670150973,12.848689308633146,34.84661438936501,5.499481270182965,0.8573964006122555,2018,2022.0,12.807967361517827,1,21.99792508073186,1,1.717518827134563,1.0,recovered,False,True
Tern_Island,2015,S_to_H,17.471570750950494,14.538912014551231,36.15177990537944,5.403216972707053,1.2370306138417704,2018,2022.0,2.9326587363992633,0,21.612867890828213,1,,,non_impact,False,True
Thetford_Reef,2006,S_to_S,5.051415711858656,19.036148378178712,30.239679241872828,2.800882715923529,2.2178991995041732,2012,2016.0,-13.984732666320056,0,11.203530863694116,1,,,non_impact,False,True
Thetford_Reef,2017,H_to_H,22.68636737517804,15.86055546239318,22.09710952033732,1.559138514486035,0.27490315901204065,2020,2024.0,6.825811912784861,1,6.23655405794414,1,0.9136721224713165,1.0,recovered,False,False
Turner_Cay,2009,Isolated_Storm,12.763918653078937,19.65123161120048,38.421467712558886,4.692559025339602,1.470570019406275,2011,2015.0,-6.887312958121543,0,18.770236101358407,1,,,non_impact,False,True
Turner_Cay,2020,H_to_H,40.52889458393591,13.084555999175969,,,,2025,,27.44433858475994,1,,0,,,recovery_unobserved,False,False
Wade_Reef,2020,H_to_H,24.879053642410938,6.984299339923174,18.8237685019782,2.9598672905137566,0.47588100947185813,2022,2026.0,17.894754302487762,1,11.839469162055027,1,0.6616167487926382,1.0,recovered,False,False
Wreck_Island,2020,H_to_H,55.746380875514745,14.374392023162123,,,,2026,,41.37198885235262,1,,0,,,recovery_unobserved,False,False
Yonge_Reef,2014,S_to_S,37.42305695149513,7.237340921996596,20.958403647046804,3.430265681262552,0.3666472982908475,2017,2021.0,30.18571602949853,1,13.721062725050208,1,0.4545548202878974,0.0,failed,True,False
