analysis,outcome,n_treated_pool,n_control_pool,n_matched_pairs,treated_mean_matched,matched_control_mean,att,paired_t_p,wilcoxon_p,signflip_p,avg_abs_ps_gap
psm,rel_loss,10,108,10,0.4322444615911073,-0.028697292207923462,0.4609417537990307,0.03999496668109064,0.083984375,0.06584670766461677,0.0013385115112387095
psm,drop_abs,10,108,10,10.935954364672178,2.1677926410911197,8.768161723581056,0.044557364569792014,0.048828125,0.04339783010849457,0.0013385115112387095
