data_type,domain_category,domain_name,report_year,date,variable,median,lower,upper,project_code,depth,reef_zone,shelf,mean,count_group,series,color
"manta","reef","Mackay Reef",1986,"1985.9013698630136986","HC",18.490433452552608,13.91540621065199,23.924002262253254,"LTMP",9,"_"," ",18.679222205310413,"null","9.0m",""
"manta","reef","Mackay Reef",1988,"1987.8027397260273973","HC",19.21179475356262,14.421351316147724,24.617337748228913,"LTMP",9,"_"," ",19.277626710552813,"null","9.0m",""
"manta","reef","Mackay Reef",1989,"1988.7698630136986301","HC",19.936905054706315,15.307697451419394,25.632608161043212,"LTMP",9,"_"," ",20.073942608446664,"null","9.0m",""
"manta","reef","Mackay Reef",1991,"1991.06301369863013699","HC",24.485405800442532,18.685047510702056,30.260322949902502,"LTMP",9,"_"," ",24.61011195733428,"null","9.0m","#1f77b4"
"manta","reef","Mackay Reef",1993,"1993.4465753424657534","HC",33.408128284172115,27.07428444482848,39.93534643549464,"LTMP",9,"_"," ",33.401600182186506,"null","9.0m",""
"manta","reef","Mackay Reef",1995,"1995.2821917808219178","HC",29.18542386453811,22.44733636222058,35.96148719238288,"LTMP",9,"_"," ",29.21331251942223,"null","9.0m",""
"manta","reef","Mackay Reef",1996,"1996.019178082191780823","HC",29.232261791781134,22.882341279047758,36.35751029114112,"LTMP",9,"_"," ",29.380444987953645,"null","9.0m",""
"manta","reef","Mackay Reef",1998,"1998.07945205479452055","HC",21.247842961012147,16.041855868460157,26.66494459898719,"LTMP",9,"_"," ",21.35793751834699,"null","9.0m",""
"manta","reef","Mackay Reef",1999,"1999.0684931506849315","HC",18.460483262654414,14.17417436796523,22.935496061316236,"LTMP",9,"_"," ",18.553392863414942,"null","9.0m",""
"manta","reef","Mackay Reef",2000,"2000.0684931506849315","HC",24.73382065605504,19.957161232293664,31.17875550484656,"LTMP",9,"_"," ",24.96574264793604,"null","9.0m",""
"manta","reef","Mackay Reef",2001,"2001.09041095890410959","HC",21.59171531539346,16.13281322652589,26.72233752502356,"LTMP",9,"_"," ",21.628522836771868,"null","9.0m",""
"manta","reef","Mackay Reef",2002,"2001.7150684931506849","HC",21.347255731483113,16.57999058522289,27.4081235414697,"LTMP",9,"_"," ",21.586304780128348,"null","9.0m",""
"manta","reef","Mackay Reef",2003,"2002.8136986301369863","HC",14.069186156702557,9.654699797041408,18.540756131817915,"LTMP",9,"_"," ",14.277480931420985,"null","9.0m",""
"manta","reef","Mackay Reef",2004,"2004.021917808219178082","HC",19.2246221035407,14.772566592310271,25.209730240520955,"LTMP",9,"_"," ",19.31582505679714,"null","9.0m",""
"manta","reef","Mackay Reef",2005,"2005.07945205479452055","HC",18.949157165702683,14.254485333081215,24.378032625995193,"LTMP",9,"_"," ",19.02855541519905,"null","9.0m",""
"manta","reef","Mackay Reef",2006,"2005.8958904109589041","HC",22.108603813632456,16.59133888026335,27.766584867612636,"LTMP",9,"_"," ",22.23243484925178,"null","9.0m",""
"manta","reef","Mackay Reef",2007,"2007.0273972602739726","HC",23.81226495763019,18.438441498387455,30.41951882700193,"LTMP",9,"_"," ",23.886755161522778,"null","9.0m",""
"manta","reef","Mackay Reef",2008,"2007.6520547945205479","HC",20.326675331144358,15.324717416517933,25.581088340550423,"LTMP",9,"_"," ",20.442563457232662,"null","9.0m",""
"manta","reef","Mackay Reef",2009,"2009.10684931506849316","HC",24.958016783493882,19.880963908095296,30.783668382219638,"LTMP",9,"_"," ",25.072987804336567,"null","9.0m",""
"manta","reef","Mackay Reef",2010,"2009.8904109589041096","HC",26.8666584714495,21.48145932395929,33.61978467635718,"LTMP",9,"_"," ",27.051878384223688,"null","9.0m",""
"manta","reef","Mackay Reef",2011,"2011.07671232876712329","HC",28.354336565939803,22.632401768433695,34.69563508694796,"LTMP",9,"_"," ",28.589458495832098,"null","9.0m",""
"manta","reef","Mackay Reef",2013,"2013.01643835616438356","HC",32.06316205949541,26.625918394782822,38.7590244625776,"LTMP",9,"_"," ",32.25944061459304,"null","9.0m",""
"manta","reef","Mackay Reef",2015,"2015.16712328767123288","HC",15.776834694226268,11.450665449152027,20.467826911026542,"LTMP",9,"_"," ",15.980745555214854,"null","9.0m",""
"manta","reef","Mackay Reef",2016,"2015.915068493150685","HC",16.522189688092478,11.802615028112465,21.620141365524933,"LTMP",9,"_"," ",16.72495900304035,"null","9.0m",""
"manta","reef","Mackay Reef",2017,"2016.9260273972602739","HC",17.194999527669598,12.82453591698634,22.152322954161235,"LTMP",9,"_"," ",17.288507357244875,"null","9.0m",""
"manta","reef","Mackay Reef",2019,"2019.13424657534246576","HC",13.277719927586867,9.849718879546817,17.601955542571808,"LTMP",9,"_"," ",13.526653504821818,"null","9.0m",""
"manta","reef","Mackay Reef",2021,"2021.024657534246575342","HC",32.678674076141355,26.5020984071806,39.555453974347756,"LTMP",9,"_"," ",32.66457003188105,"null","9.0m",""
"manta","reef","Mackay Reef",2022,"2021.7068493150684931","HC",45.18586850932784,37.91745039712839,51.51007462717897,"LTMP",9,"_"," ",45.1893229557835,"null","9.0m",""
"manta","reef","Mackay Reef",2023,"2022.8383561643835616","HC",30.014520354175,24.711424281557314,37.228165559516455,"LTMP",9,"_"," ",30.085807069084648,"null","9.0m",""
"manta","reef","Mackay Reef",2024,"2023.6575342465753424","HC",42.51248864069505,36.426185329511476,48.81079487564123,"LTMP",9,"_"," ",42.55591687255886,"null","9.0m",""
"manta","reef","Mackay Reef",2025,"2024.7589041095890411","HC",16.189976052077142,11.64171449060312,20.877726037507106,"LTMP",9,"_"," ",16.22995786456808,"null","9.0m",""
"manta","reef","Mackay Reef",2026,"2025.673972602739726","HC",23.418650076577094,18.508794244956583,29.500284550154948,"LTMP",9,"_"," ",23.448209603751557,"null","9.0m",""
