a_sector,nrm_region,domain_name,year,survey_date,variable,tows,cots,cotsptow
"CB","Burnett Mary","One Tree Island",1986,"1985.726027397260274","COTS",82,0,"0.00"
"CB","Burnett Mary","One Tree Island",1987,"1986.9287671232876712","COTS",73,0,"0.00"
"CB","Burnett Mary","One Tree Island",1988,"1987.8794520547945206","COTS",68,0,"0.00"
"CB","Burnett Mary","One Tree Island",1990,"1989.7698630136986301","COTS",59,0,"0.00"
"CB","Burnett Mary","One Tree Island",1992,"1991.6794520547945205","COTS",66,0,"0.00"
"CB","Burnett Mary","One Tree Island",1993,"1992.8054794520547945","COTS",75,0,"0.00"
"CB","Burnett Mary","One Tree Island",1994,"1994.2684931506849315","COTS",57,0,"0.00"
"CB","Burnett Mary","One Tree Island",1995,"1994.9013698630136986","COTS",65,0,"0.00"
"CB","Burnett Mary","One Tree Island",1996,"1995.9342465753424658","COTS",64,0,"0.00"
"CB","Burnett Mary","One Tree Island",1997,"1996.8712328767123287","COTS",70,0,"0.00"
"CB","Burnett Mary","One Tree Island",1998,"1997.9287671232876712","COTS",62,0,"0.00"
"CB","Burnett Mary","One Tree Island",1999,"1998.9095890410958904","COTS",65,0,"0.00"
"CB","Burnett Mary","One Tree Island",2000,"1999.9260273972602739","COTS",72,0,"0.00"
"CB","Burnett Mary","One Tree Island",2001,"2000.7068493150684931","COTS",66,0,"0.00"
"CB","Burnett Mary","One Tree Island",2002,"2001.5917808219178082","COTS",60,0,"0.00"
"CB","Burnett Mary","One Tree Island",2003,"2002.7095890410958904","COTS",63,0,"0.00"
"CB","Burnett Mary","One Tree Island",2004,"2003.8301369863013699","COTS",58,0,"0.00"
"CB","Burnett Mary","One Tree Island",2005,"2004.9178082191780822","COTS",62,0,"0.00"
"CB","Burnett Mary","One Tree Island",2007,"2006.8684931506849315","COTS",70,0,"0.00"
"CB","Burnett Mary","One Tree Island",2009,"2008.8931506849315068","COTS",68,0,"0.00"
"CB","Burnett Mary","One Tree Island",2011,"2010.915068493150685","COTS",67,0,"0.00"
"CB","Burnett Mary","One Tree Island",2013,"2012.6438356164383562","COTS",64,0,"0.00"
"CB","Burnett Mary","One Tree Island",2017,"2017.03287671232876712","COTS",78,0,"0.00"
"CB","Burnett Mary","One Tree Island",2019,"2018.7287671232876712","COTS",76,3,"0.04"
"CB","Burnett Mary","One Tree Island",2021,"2020.6438356164383562","COTS",78,0,"0.00"
"CB","Burnett Mary","One Tree Island",2022,"2021.958904109589041","COTS",82,1,"0.01"
"CB","Burnett Mary","One Tree Island",2023,"2022.6465753424657534","COTS",68,3,"0.04"
"CB","Burnett Mary","One Tree Island",2024,"2023.7342465753424657","COTS",70,3,"0.04"
"CB","Burnett Mary","One Tree Island",2025,"2024.8465753424657534","COTS",66,82,"1.24"
"CB","Burnett Mary","One Tree Island",2026,"2025.8273972602739726","COTS",70,1,"0.01"
