reef_name,event_year,event_type,recent_max_dhw,recent_max_wind,baseline_year,nadir_year,nadir_event_interval,baseline_hc,nadir_hc,loss_abs,positive_loss,rel_loss,rel_loss_clipped,yrs_since_last_dist,baseline_algae,baseline_macroalgae,baseline_juveniles,baseline_herbivores,cumulative_dhw_3yr,cumulative_wind_3yr,heatwave_years_3yr,storm_years_3yr,concurrent_years_3yr,max_consecutive_heatwave_3yr,max_consecutive_storm_3yr,cumulative_dhw_5yr,cumulative_wind_5yr,heatwave_years_5yr,storm_years_5yr,concurrent_years_5yr,max_consecutive_heatwave_5yr,max_consecutive_storm_5yr,cumulative_dhw_7yr,cumulative_wind_7yr,heatwave_years_7yr,storm_years_7yr,concurrent_years_7yr,max_consecutive_heatwave_7yr,max_consecutive_storm_7yr,cumulative_dhw_8yr,cumulative_wind_8yr,heatwave_years_8yr,storm_years_8yr,concurrent_years_8yr,max_consecutive_heatwave_8yr,max_consecutive_storm_8yr
Arlington_Reef,2017,Heatwave_Only,10.87,0.0,2016,2018,1,24.198395391062203,10.813158237339104,13.385237153723098,13.385237153723098,0.5531456502552645,0.5531456502552645,1,49.871628844751314,4.047671844180469,16.00941230996602,59.332468242172204,7.1899999999999995,0.0,1,0,0,1,0,9.46,0.0,1,0,0,1,0,12.469999999999999,18.51984,1,1,0,1,1,15.540000000000001,18.51984,1,1,0,1,1
Arlington_Reef,2020,Heatwave_Only,7.5,0.0,2018,2020,0,10.813158237339104,12.368085640141906,-1.554927402802802,0.0,-0.14379956056071158,-0.14379956056071158,3,78.41120410686199,4.86294036412335,7.243775970292797,54.50209083851658,11.68,0.0,1,0,0,1,0,18.869999999999997,0.0,2,0,0,2,0,20.84,0.0,2,0,0,2,0,21.139999999999997,0.0,2,0,0,2,0
Arlington_Reef,2022,Heatwave_Only,4.86,0.0,2020,2024,2,12.368085640141906,30.25943190152201,-17.891346261380104,0.0,-1.4465736074232767,-1.0,2,69.68071165235746,2.0307377290998203,4.944192212117626,50.55185194006454,9.22,0.0,1,0,0,1,0,20.25,0.0,2,0,0,1,0,27.439999999999998,0.0,3,0,0,2,0,27.439999999999998,0.0,3,0,0,2,0
Border_Island,1996,Storm_Only,1.02,17.872172042231476,1995,1997,1,24.87292226133772,25.31318815377164,-0.44026589243392067,0.0,-0.0177006098361939,-0.0177006098361939,11,25.06548418132729,0.0,,9.864540028690492,1.25,0.0,0,0,0,0,0,1.25,0.0,0,0,0,0,0,1.25,0.0,0,0,0,0,0,1.25,0.0,0,0,0,0,0
Border_Island,2003,Storm_Only,0.0,29.117304,2002,2005,2,29.011723799190943,25.9025307125706,3.109193086620344,3.109193086620344,0.10717022911637712,0.10717022911637712,18,35.47919157220413,0.1674977702881845,,12.261528439848885,1.24,0.0,0,0,0,0,0,1.53,0.0,0,0,0,0,0,2.55,0.0,0,0,0,0,0,2.55,0.0,0,0,0,0,0
Border_Island,2010,Storm_Only,1.46,29.117304,2009,2013,3,25.674580727897983,29.175529693036413,-3.5009489651384307,0.0,-0.13635856422513268,-0.13635856422513268,25,25.42704598967701,0.1015615038061861,3.996381654581673,6.876472293420159,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,3.16,0.0,0,0,0,0,0,4.4,0.0,0,0,0,0,0
Border_Island,2011,Storm_Only,0.0,18.09499186687058,2009,2013,2,25.674580727897983,29.175529693036413,-3.5009489651384307,0.0,-0.13635856422513268,-0.13635856422513268,1,25.42704598967701,0.1015615038061861,3.996381654581673,6.876472293420159,1.46,29.117304,0,1,0,0,1,1.46,29.117304,0,1,0,0,1,4.62,29.117304,0,1,0,0,1,4.62,29.117304,0,1,0,0,1
Border_Island,2017,Concurrent,6.71,33.078492,2015,2019,2,30.843460573431138,18.946700216452733,11.896760356978405,11.896760356978405,0.3857141882200596,0.3857141882200596,6,33.43488742153013,0.0954430096768185,13.409610580122065,14.338853975131014,4.98,0.0,0,0,0,0,0,7.49,0.0,0,0,0,0,0,8.950000000000001,47.29120568728558,0,2,0,0,2,8.95,47.29120568728558,0,2,0,0,2
Border_Island,2020,Concurrent,7.66,38.377224,2019,2022,2,18.946700216452733,16.1221287770108,2.8245714394419323,2.8245714394419323,0.14907986125146802,0.14907986125146802,3,47.92779054437148,0.1918065376450517,3.236951763374205,13.084654128607191,6.71,29.117304,1,1,1,1,1,11.690000000000001,29.117304,1,1,1,1,1,12.29,29.117304,1,1,1,1,1,14.2,29.117304,1,1,1,1,1
Border_Island,2022,Heatwave_Only,4.51,0.0,2021,2022,0,18.971998285408137,16.1221287770108,2.8498695083973367,2.8498695083973367,0.15021451433448876,0.15021451433448876,2,51.36888082965116,0.1804108565386189,7.091691404354586,19.19126555055724,7.66,38.377224,1,1,1,1,1,14.370000000000001,67.494528,2,2,2,1,1,19.35,67.494528,2,2,2,1,1,19.35,67.494528,2,2,2,1,1
Border_Island,2024,Heatwave_Only,6.890000000000001,0.0,2023,2025,1,17.679960162084726,17.624333176752504,0.055626985332221324,0.055626985332221324,0.0031463297893348924,0.0031463297893348924,2,52.350271184195854,0.2339090404185777,6.559077706124322,31.805289275379785,4.96,0.0,1,0,0,1,0,12.62,38.377224,2,1,1,1,1,19.330000000000002,67.494528,3,2,2,1,1,22.55,67.494528,3,2,2,1,1
Boult_Reef,2017,Heatwave_Only,4.04,0.0,2016,2020,3,40.815697389816926,27.13760920513279,13.678088184684135,13.678088184684135,0.3351183260217102,0.3351183260217102,15,56.911579574458045,0.2421124159390727,33.71886194327563,62.24331026692296,1.43,0.0,0,0,0,0,0,1.73,0.0,0,0,0,0,0,2.9799999999999995,0.0,0,0,0,0,0,2.9799999999999995,0.0,0,0,0,0,0
Boult_Reef,2024,Heatwave_Only,11.48,0.0,2021,2026,2,61.11667586391639,22.22131554683403,38.895360317082364,38.895360317082364,0.6364115810828381,0.6364115810828381,7,,,,,1.56,0.0,0,0,0,0,0,5.25,0.0,0,0,0,0,0,9.290000000000001,0.0,1,0,0,1,0,9.59,0.0,1,0,0,1,0
Broomfield_Reef,1992,Storm_Only,2.13,18.51984,1990,1993,1,20.7957402053824,9.19155254273058,11.604187662651821,11.604187662651821,0.5580079164312891,0.5580079164312891,10,,,,,1.29,0.0,0,0,0,0,0,1.29,0.0,0,0,0,0,0,1.29,0.0,0,0,0,0,0,1.29,0.0,0,0,0,0,0
Broomfield_Reef,1994,Storm_Only,0.0,18.08293810852,1993,1995,1,9.19155254273058,17.412699846744868,-8.221147304014288,0.0,-0.8944242298344074,-0.8944242298344074,2,78.17599416319509,0.3061159999664444,,,3.25,18.51984,0,1,0,0,1,3.42,18.51984,0,1,0,0,1,3.42,18.51984,0,1,0,0,1,3.42,18.51984,0,1,0,0,1
Broomfield_Reef,2020,Heatwave_Only,6.9,0.0,2019,2023,3,61.1034467260997,52.73905826834674,8.364388457752959,8.364388457752959,0.13688897936063887,0.13688897936063887,26,31.18437691937321,0.5869453106329452,19.22838176332841,45.11663761762606,3.09,0.0,0,0,0,0,0,4.12,0.0,0,0,0,0,0,4.12,0.0,0,0,0,0,0,4.12,0.0,0,0,0,0,0
Broomfield_Reef,2024,Heatwave_Only,11.6,0.0,2023,2026,2,52.73905826834674,16.127130702547838,36.6119275657989,36.6119275657989,0.6942089746750916,0.6942089746750916,4,38.81620590227149,0.9805686959851198,10.772511365062986,63.83970966431488,1.3,0.0,0,0,0,0,0,8.200000000000001,0.0,1,0,0,1,0,11.290000000000001,0.0,1,0,0,1,0,11.290000000000001,0.0,1,0,0,1,0
Carter_Reef,2005,Storm_Only,0.0,23.906304664885926,2004,2006,1,56.83275925716708,16.49121291721926,40.341546339947826,40.341546339947826,0.7098290997521896,0.7098290997521896,10,35.93157801132516,2.273412732474647,,37.23515720368272,5.71,0.0,0,0,0,0,0,6.62,0.0,0,0,0,0,0,7.239999999999999,0.0,0,0,0,0,0,7.239999999999999,0.0,0,0,0,0,0
Carter_Reef,2014,Storm_Only,0.15,41.000868,2013,2017,3,30.03296568887368,8.104976487662167,21.927989201211513,21.927989201211513,0.730130664696067,0.730130664696067,10,60.57919658546042,2.9682499909580247,26.20629231632718,65.47002897028887,4.46,0.0,0,0,0,0,0,10.350000000000001,0.0,0,0,0,0,0,12.61,0.0,0,0,0,0,0,12.91,0.0,0,0,0,0,0
Carter_Reef,2015,Storm_Only,1.55,29.117304,2013,2017,2,30.03296568887368,8.104976487662167,21.927989201211513,21.927989201211513,0.730130664696067,0.730130664696067,1,60.57919658546042,2.9682499909580247,26.20629231632718,65.47002897028887,1.9,41.000868,0,1,0,0,1,7.58,41.000868,0,1,0,0,1,11.58,41.000868,0,1,0,0,1,12.76,41.000868,0,1,0,0,1
Carter_Reef,2016,Heatwave_Only,11.32,0.0,2015,2017,1,24.383172435132,8.104976487662167,16.278195947469833,16.278195947469833,0.6675995911022523,0.6675995911022523,1,67.3495399438823,5.506561858880088,39.91539018587204,53.527974679443446,3.3,70.118172,0,2,0,0,2,6.16,70.118172,0,2,0,0,2,12.050000000000002,70.118172,0,2,0,0,2,13.129999999999999,70.118172,0,2,0,0,2
Carter_Reef,2017,Heatwave_Only,9.04,0.0,2015,2017,0,24.383172435132,8.104976487662167,16.278195947469833,16.278195947469833,0.6675995911022523,0.6675995911022523,1,67.3495399438823,5.506561858880088,39.91539018587204,53.527974679443446,13.02,70.118172,1,2,0,1,2,14.77,70.118172,1,2,0,1,2,20.450000000000003,70.118172,1,2,0,1,2,23.37,70.118172,1,2,0,1,2
Carter_Reef,2020,Heatwave_Only,7.72,0.0,2019,2021,1,11.571824549617151,21.09589460917397,-9.52407005955682,0.0,-0.8230396182313289,-0.8230396182313289,3,82.22715932789882,7.893198379530049,20.37812032151019,77.4844173597025,9.49,0.0,1,0,0,1,0,22.36,29.117304,2,1,0,2,1,24.11,70.118172,2,2,0,2,2,24.259999999999998,70.118172,2,2,0,2,2
Carter_Reef,2021,Heatwave_Only,4.59,0.0,2019,2021,0,11.571824549617151,21.09589460917397,-9.52407005955682,0.0,-0.8230396182313289,-0.8230396182313289,1,82.22715932789882,7.893198379530049,20.37812032151019,77.4844173597025,8.17,0.0,1,0,0,1,0,28.529999999999998,0.0,3,0,0,2,0,30.229999999999997,70.118172,3,2,0,2,2,31.830000000000002,70.118172,3,2,0,2,2
Carter_Reef,2022,Concurrent,4.64,18.839023748904825,2021,2022,0,21.09589460917397,28.411659396758232,-7.315764787584261,0.0,-0.34678618390532034,-0.34678618390532034,1,71.0794416283303,8.790119292937632,14.806250197551114,60.08656461399352,12.62,0.0,2,0,0,2,0,21.8,0.0,3,0,0,2,0,34.67,29.117304,4,1,0,2,1,34.81999999999999,70.118172,4,2,0,2,2
Carter_Reef,2024,Heatwave_Only,8.21,0.0,2023,2024,0,30.48583016450453,36.737069573040905,-6.2512394085363745,0.0,-0.20505393406720673,-0.20505393406720673,2,59.61518310338717,8.570715625739188,18.54833535391128,75.14603983756106,11.57,19.0259051016422,2,1,1,2,1,19.599999999999998,19.0259051016422,3,1,1,3,1,28.78,19.0259051016422,4,1,1,3,1,40.099999999999994,19.0259051016422,5,1,1,3,1
Carter_Reef,2025,Heatwave_Only,8.02,0.0,2024,2025,0,36.737069573040905,40.484227499534,-3.747157926493095,0.0,-0.10199936930306781,-0.10199936930306781,1,54.18563520818493,4.831727358797042,23.46214239817253,91.81505543673552,15.190000000000001,19.0259051016422,2,1,1,1,1,27.5,19.0259051016422,4,1,1,3,1,27.95,19.0259051016422,4,1,1,3,1,36.99,19.0259051016422,5,1,1,3,1
Centipede_Reef,1988,Storm_Only,0.0,26.28656279094521,1987,1988,0,19.09881212347572,15.898024716811204,3.200787406664517,3.200787406664517,0.16759091539154938,0.16759091539154938,10,,,,,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
Centipede_Reef,1989,Storm_Only,0.33,35.846474190771644,1988,1991,2,15.898024716811204,15.913749280015423,-0.015724563204219777,0.0,-0.0009890891154290381,-0.0009890891154290381,1,,,,,0.0,26.795511803328765,0,1,0,0,1,0.0,26.795511803328765,0,1,0,0,1,0.0,26.795511803328765,0,1,0,0,1,0.0,26.795511803328765,0,1,0,0,1
Centipede_Reef,2017,Heatwave_Only,4.68,0.0,2016,2020,3,14.74407149059141,18.75246626282131,-4.008394772229902,0.0,-0.27186484918957204,-0.27186484918957204,17,75.83336940052352,3.6348922802342143,14.787387375746428,55.42262281857158,5.640000000000001,0.0,0,0,0,0,0,7.609999999999999,0.0,0,0,0,0,0,10.03,0.0,0,0,0,0,0,10.5,0.0,0,0,0,0,0
Centipede_Reef,2020,Concurrent,5.46,38.377224,2018,2020,0,18.95519574480008,18.75246626282131,0.20272948197876772,0.20272948197876772,0.010695193270920554,0.010695193270920554,3,77.19551759010656,4.280333128099782,11.916126999200548,56.80061469869472,4.68,0.0,1,0,0,1,0,10.32,0.0,1,0,0,1,0,11.35,0.0,1,0,0,1,0,12.29,0.0,1,0,0,1,0
Centipede_Reef,2022,Heatwave_Only,5.04,0.0,2020,2025,3,18.75246626282131,16.993564399489443,1.758901863331868,1.758901863331868,0.09379576204432755,0.09379576204432755,2,75.29053719591272,7.389728944693698,12.786687614098469,45.33496086089584,5.46,38.377224,1,1,1,1,1,10.14,38.377224,2,1,1,1,1,15.780000000000001,38.377224,2,1,1,1,1,15.780000000000001,38.377224,2,1,1,1,1
Chicken_Reef,1988,Storm_Only,0.45,22.481028,1986,1990,2,32.10809339738911,18.68221986559841,13.425873531790703,13.425873531790703,0.41814608440382933,0.41814608440382933,10,,,,,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
Chicken_Reef,1989,Storm_Only,0.17,41.000868,1986,1990,1,32.10809339738911,18.68221986559841,13.425873531790703,13.425873531790703,0.41814608440382933,0.41814608440382933,1,,,,,0.45,23.16512773356923,0,1,0,0,1,0.45,23.16512773356923,0,1,0,0,1,0.45,23.16512773356923,0,1,0,0,1,0.45,23.16512773356923,0,1,0,0,1
Chicken_Reef,2000,Storm_Only,0.0,22.481028,1999,2003,3,43.089550704483166,28.341773810864595,14.747776893618571,14.747776893618571,0.34225877625788675,0.34225877625788675,11,41.13860354588936,0.7419752984927062,,41.50144406732008,0.61,0.0,0,0,0,0,0,2.56,0.0,0,0,0,0,0,4.71,0.0,0,0,0,0,0,4.71,0.0,0,0,0,0,0
Chicken_Reef,2016,Heatwave_Only,4.1,0.0,2015,2016,0,16.5574586847676,21.41436222765299,-4.856903542885391,0.0,-0.2933362924440577,-0.2933362924440577,2,75.95460937128506,1.999234114828164,25.739946829927167,63.08647049983152,3.1999999999999997,17.710106156956243,0,1,0,0,1,6.45,17.710106156956243,0,1,0,0,1,8.620000000000001,17.710106156956243,0,1,0,0,1,8.620000000000001,17.710106156956243,0,1,0,0,1
Chicken_Reef,2017,Heatwave_Only,5.36,0.0,2016,2017,0,21.41436222765299,25.00060267131752,-3.586240443664529,0.0,-0.1674689353593502,-0.1674689353593502,1,71.67895392923073,2.3129027305058014,26.410457623075345,75.03227095350869,6.4399999999999995,17.710106156956243,1,1,0,1,1,8.93,17.710106156956243,1,1,0,1,1,11.379999999999999,17.710106156956243,1,1,0,1,1,12.719999999999999,17.710106156956243,1,1,0,1,1
Chicken_Reef,2020,Concurrent,6.5200000000000005,38.377224,2018,2020,0,28.119333102519416,37.56637384451145,-9.447040741992037,0.0,-0.335962474911811,-0.335962474911811,3,63.31090887204469,2.943999739213345,20.355083941516305,45.72447957064371,5.36,0.0,1,0,0,1,0,11.8,0.0,2,0,0,2,0,12.66,17.710106156956243,2,1,0,2,1,14.290000000000001,17.710106156956243,2,1,0,2,1
Chicken_Reef,2022,Heatwave_Only,5.45,0.0,2021,2025,3,44.55431412108499,40.47068978248909,4.083624338595904,4.083624338595904,0.0916549703244867,0.0916549703244867,2,47.43542977135675,2.429987073012166,22.35707745244986,49.48222050444446,6.5200000000000005,38.377224,1,1,1,1,1,11.88,38.377224,2,1,1,1,1,18.32,38.377224,3,1,1,2,1,18.32,56.08733015695624,3,2,1,2,1
Chicken_Reef,2024,Concurrent,6.04,23.818572,2023,2025,1,48.513518221691015,40.47068978248909,8.042828439201926,8.042828439201926,0.16578530549874396,0.16578530549874396,2,43.326799191202,1.9165658901912093,25.681098833317705,66.00426134079001,6.1000000000000005,0.0,1,0,0,1,0,12.620000000000001,38.377224,2,1,1,1,1,17.98,38.377224,3,1,1,1,1,22.080000000000002,38.377224,4,1,1,2,1
Chicken_Reef,2025,Heatwave_Only,4.89,0.0,2024,2025,0,42.27768107465533,40.47068978248909,1.8069912921662379,1.8069912921662379,0.042741021887539025,0.042741021887539025,1,48.06966642897199,1.699591808036216,30.83829576892224,72.39226507631636,12.14,18.51984,2,1,1,1,1,18.66,56.897064,3,2,2,1,1,18.66,56.897064,3,2,2,1,1,24.020000000000003,56.897064,4,2,2,1,1
Chinaman_Reef_22_102,1992,Storm_Only,0.87,22.481028,1990,1995,3,21.187099272619346,20.691549088191305,0.49555018442804055,0.49555018442804055,0.023389241634811864,0.023389241634811864,10,,,,,1.2200000000000002,0.0,0,0,0,0,0,1.2200000000000002,0.0,0,0,0,0,0,1.2200000000000002,0.0,0,0,0,0,0,1.2200000000000002,0.0,0,0,0,0,0
Chinaman_Reef_22_102,1994,Storm_Only,0.32,29.117304,1993,1995,1,21.72245254512056,20.691549088191305,1.0309034569292557,1.0309034569292557,0.04745796796139504,0.04745796796139504,2,54.283402675176575,0.7022978655017987,,,1.27,22.481028,0,1,0,0,1,2.0900000000000003,22.481028,0,1,0,0,1,2.0900000000000003,22.481028,0,1,0,0,1,2.0900000000000003,22.481028,0,1,0,0,1
Chinaman_Reef_22_102,2002,Heatwave_Only,4.47,0.0,2001,2005,3,35.177559666766776,38.84863212604097,-3.6710724592741926,0.0,-0.10435836067225429,-0.10435836067225429,8,29.90616616395352,1.3246868947426558,,33.49828332422792,0.32,0.0,0,0,0,0,0,2.9499999999999997,0.0,0,0,0,0,0,3.44,0.0,0,0,0,0,0,3.76,29.117304,0,1,0,0,1
Chinaman_Reef_22_102,2004,Heatwave_Only,4.2700000000000005,0.0,2003,2006,2,43.07572841978988,36.82744412083712,6.248284298952761,6.248284298952761,0.145053479724377,0.145053479724377,2,28.002157608700777,0.3207940847803767,,28.5495552135128,4.47,0.0,1,0,0,1,0,4.79,0.0,1,0,0,1,0,7.42,0.0,1,0,0,1,0,7.76,0.0,1,0,0,1,0
Chinaman_Reef_22_102,2009,Storm_Only,0.77,42.338412,2008,2012,3,35.29437501131859,24.350881585429992,10.943493425888601,10.943493425888601,0.3100633860885515,0.3100633860885515,5,32.70885839685324,0.5510845829632754,27.46912163583206,42.90152488854002,1.97,0.0,0,0,0,0,0,6.24,0.0,1,0,0,1,0,10.71,0.0,2,0,0,1,0,10.71,0.0,2,0,0,1,0
Chinaman_Reef_22_102,2020,Heatwave_Only,6.6000000000000005,0.0,2019,2020,0,15.828214248965844,15.003238529302154,0.8249757196636907,0.8249757196636907,0.052120580798784136,0.052120580798784136,11,62.82123578058565,3.198981247592981,19.23401360534023,40.696621990840015,1.09,0.0,0,0,0,0,0,2.2199999999999998,0.0,0,0,0,0,0,2.2199999999999998,0.0,0,0,0,0,0,2.22,0.0,0,0,0,0,0
Chinaman_Reef_22_102,2024,Heatwave_Only,9.41,0.0,2023,2025,1,19.16056476708068,18.457508644550444,0.703056122530235,0.703056122530235,0.036692870543050975,0.036692870543050975,4,71.61973658018147,5.93620754298458,33.29703687495954,65.35784258920562,0.35,0.0,0,0,0,0,0,6.95,0.0,1,0,0,1,0,8.040000000000001,0.0,1,0,0,1,0,8.58,0.0,1,0,0,1,0
Corbett_Reef,2016,Heatwave_Only,6.94,0.0,2013,2019,3,16.068368231523028,25.64207088645924,-9.573702654936213,0.0,-0.5958105090070355,-0.5958105090070355,1,,,,,2.42,23.880353060396025,0,1,0,0,1,2.42,23.880353060396025,0,1,0,0,1,2.42,23.880353060396025,0,1,0,0,1,2.42,23.880353060396025,0,1,0,0,1
Corbett_Reef,2020,Heatwave_Only,6.1000000000000005,0.0,2019,2020,0,25.64207088645924,21.552669869631544,4.089401016827697,4.089401016827697,0.15948013851670534,0.15948013851670534,3,52.62110085993015,1.6589575793111335,9.989282258769812,50.94659996544072,12.19,0.0,1,0,0,1,0,19.82,23.880353060396025,2,1,0,2,1,21.55,23.880353060396025,2,1,0,2,1,21.550000000000004,23.880353060396025,2,1,0,2,1
Corbett_Reef,2021,Heatwave_Only,4.71,0.0,2020,2024,3,21.552669869631544,21.27429383465208,0.2783760349794626,0.2783760349794626,0.012916081240204215,0.012916081240204215,1,59.0503185714335,1.15673573875311,7.67738925296269,54.55112345096792,7.700000000000001,0.0,1,0,0,1,0,25.230000000000004,0.0,3,0,0,2,0,25.92,23.880353060396025,3,1,0,2,1,27.65,23.880353060396025,3,1,0,2,1
Corbett_Reef,2022,Concurrent,4.68,19.857384,2021,2025,3,28.01013133007541,20.129937518667525,7.880193811407885,7.880193811407885,0.2813336973877969,0.2813336973877969,1,46.99589816740264,1.224458105776234,13.655379818413858,52.68796451936523,11.63,0.0,2,0,0,2,0,23.0,0.0,3,0,0,2,0,30.630000000000003,23.880353060396025,4,1,0,2,1,30.630000000000003,23.880353060396025,4,1,0,2,1
Corbett_Reef,2024,Heatwave_Only,7.51,0.0,2023,2025,1,21.90616578396069,20.129937518667525,1.7762282652931667,1.7762282652931667,0.08108348502473627,0.08108348502473627,2,58.09784027697224,8.725026952963756,9.719992080932784,66.67527105120632,11.67,19.857384,2,1,1,2,1,18.590000000000003,19.857384,3,1,1,3,1,29.96,19.857384,4,1,1,3,1,36.900000000000006,19.857384,5,1,1,3,1
Corbett_Reef,2025,Heatwave_Only,9.88,0.0,2024,2025,0,21.27429383465208,20.129937518667525,1.144356315984556,1.144356315984556,0.05379056644035822,0.05379056644035822,1,53.371339287029386,1.1030917125368855,13.255277909436344,62.46688911507815,14.469999999999999,19.857384,2,1,1,1,1,25.28,19.857384,4,1,1,3,1,26.880000000000003,19.857384,4,1,1,3,1,37.47,19.857384,5,1,1,3,1
Davie_Reef,1990,Storm_Only,0.42,33.078492,1989,1990,0,30.07353470251121,40.27704154500093,-10.203506842489716,0.0,-0.3392852534104579,-0.3392852534104579,10,,,,,3.55,0.0,0,0,0,0,0,3.55,0.0,0,0,0,0,0,3.55,0.0,0,0,0,0,0,3.55,0.0,0,0,0,0,0
