reef_name,event_year,event_type,recent_max_dhw,recent_max_wind,baseline_year,nadir_year,nadir_event_interval,baseline_hc,nadir_hc,loss_abs,positive_loss,rel_loss,rel_loss_clipped,yrs_since_last_dist,baseline_algae,baseline_macroalgae,baseline_juveniles,baseline_herbivores,cumulative_dhw_3yr,cumulative_wind_3yr,heatwave_years_3yr,storm_years_3yr,concurrent_years_3yr,max_consecutive_heatwave_3yr,max_consecutive_storm_3yr,cumulative_dhw_5yr,cumulative_wind_5yr,heatwave_years_5yr,storm_years_5yr,concurrent_years_5yr,max_consecutive_heatwave_5yr,max_consecutive_storm_5yr,cumulative_dhw_7yr,cumulative_wind_7yr,heatwave_years_7yr,storm_years_7yr,concurrent_years_7yr,max_consecutive_heatwave_7yr,max_consecutive_storm_7yr,cumulative_dhw_8yr,cumulative_wind_8yr,heatwave_years_8yr,storm_years_8yr,concurrent_years_8yr,max_consecutive_heatwave_8yr,max_consecutive_storm_8yr
Davie_Reef,2016,Heatwave_Only,7.75,0.0,2015,2017,1,36.09892916214853,26.396747681824312,9.702181480324217,9.702181480324217,0.2687664622056829,0.2687664622056829,10,,,,,3.1500000000000004,0.0,0,0,0,0,0,5.32,0.0,0,0,0,0,0,10.33,0.0,0,0,0,0,0,11.17,0.0,0,0,0,0,0
Davie_Reef,2017,Heatwave_Only,10.54,0.0,2015,2017,0,36.09892916214853,26.396747681824312,9.702181480324217,9.702181480324217,0.2687664622056829,0.2687664622056829,1,,,,,8.6,0.0,1,0,0,1,0,10.9,0.0,1,0,0,1,0,14.64,0.0,1,0,0,1,0,18.08,0.0,1,0,0,1,0
Davie_Reef,2020,Heatwave_Only,6.3,0.0,2019,2020,0,50.89201887088023,28.84302303482004,22.04899583606019,22.04899583606019,0.43325056315807403,0.43325056315807403,3,41.28330175599565,5.194063729081616,21.68752021157762,25.58657284308,11.639999999999999,0.0,1,0,0,1,0,20.24,0.0,2,0,0,2,0,22.539999999999996,0.0,2,0,0,2,0,22.54,0.0,2,0,0,2,0
Davie_Reef,2021,Heatwave_Only,5.53,0.0,2020,2021,0,28.84302303482004,33.871462457876675,-5.028439423056636,0.0,-0.17433815508818803,-0.17433815508818803,1,65.33024814310376,4.830656535232675,14.084890691854303,42.25694050023626,7.4,0.0,1,0,0,1,0,25.689999999999998,0.0,3,0,0,2,0,26.54,0.0,3,0,0,2,0,28.839999999999996,0.0,3,0,0,2,0
Davie_Reef,2022,Concurrent,5.82,19.857384,2021,2022,0,33.871462457876675,37.53377031056192,-3.6623078526852453,0.0,-0.10812370021636282,-0.10812370021636282,1,58.1971603667837,5.19910987444856,25.375233485439303,52.268222136448856,12.280000000000001,0.0,2,0,0,2,0,23.47,0.0,3,0,0,2,0,32.07,0.0,4,0,0,2,0,32.07,0.0,4,0,0,2,0
Davie_Reef,2024,Heatwave_Only,7.03,0.0,2023,2026,2,46.431239206415846,33.32829709575095,13.102942110664898,13.102942110664898,0.2822009994696489,0.2822009994696489,2,46.05015277284792,6.043716173056195,41.504066924593054,57.7471866469761,13.13,0.0,2,0,0,2,0,19.880000000000003,0.0,3,0,0,3,0,31.07,0.0,4,0,0,3,0,38.82,0.0,5,0,0,3,0
Davie_Reef,2025,Heatwave_Only,8.35,0.0,2024,2026,1,54.05290123016056,33.32829709575095,20.72460413440961,20.72460413440961,0.3834133536359682,0.3834133536359682,1,39.41990501195291,2.662146487391907,47.12965111306673,66.31710317802118,14.63,0.0,2,0,0,1,0,26.46,0.0,4,0,0,3,0,27.560000000000002,0.0,4,0,0,3,0,38.1,0.0,5,0,0,3,0
Davies_Reef,1988,Storm_Only,0.0,28.637080482677696,1987,1991,3,28.270841365256818,16.462682166813238,11.80815919844358,11.80815919844358,0.41767979402817157,0.41767979402817157,10,,,,,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
Davies_Reef,1989,Storm_Only,0.16,41.000868,1988,1991,2,22.40096173967421,16.462682166813238,5.938279572860971,5.938279572860971,0.26509038504109045,0.26509038504109045,1,,,,,0.0,28.72651512189241,0,1,0,0,1,0.0,28.72651512189241,0,1,0,0,1,0.0,28.72651512189241,0,1,0,0,1,0.0,28.72651512189241,0,1,0,0,1
Davies_Reef,2000,Storm_Only,0.0,22.481028,1999,2003,3,40.52963287890306,28.46348787382228,12.066145005080777,12.066145005080777,0.29771167780208496,0.29771167780208496,11,49.53599850789816,12.889950859331565,,26.20626485091962,0.79,0.0,0,0,0,0,0,2.76,0.0,0,0,0,0,0,4.43,0.0,0,0,0,0,0,4.43,0.0,0,0,0,0,0
Davies_Reef,2017,Heatwave_Only,4.3,0.0,2015,2017,0,25.28987973538433,29.085461584299832,-3.7955818489155035,0.0,-0.15008303276369148,-0.15008303276369148,17,67.84651778077237,1.498330532342098,27.79515114793364,46.37716729653028,4.640000000000001,0.0,0,0,0,0,0,6.760000000000001,0.0,0,0,0,0,0,8.190000000000001,0.0,0,0,0,0,0,8.34,0.0,0,0,0,0,0
Davies_Reef,2020,Concurrent,5.13,38.377224,2019,2023,3,37.45620210658088,35.659228374595195,1.7969737319856876,1.7969737319856876,0.04797533201237099,0.04797533201237099,3,52.32143868925412,4.061225098516238,24.816893274344068,34.89191700218411,4.3,0.0,1,0,0,1,0,8.940000000000001,0.0,1,0,0,1,0,9.98,0.0,1,0,0,1,0,11.06,0.0,1,0,0,1,0
Davies_Reef,2022,Heatwave_Only,5.2,0.0,2021,2023,1,39.07525429298804,35.659228374595195,3.4160259183928474,3.4160259183928474,0.08742171945393698,0.08742171945393698,2,55.97275290559535,3.256139875960188,29.95914571780029,36.38349222637045,5.13,38.377224,1,1,1,1,1,9.43,38.377224,2,1,1,1,1,14.07,38.377224,2,1,1,1,1,14.07,38.377224,2,1,1,1,1
Davies_Reef,2024,Concurrent,4.23,23.818572,2023,2024,0,35.659228374595195,37.672240597051896,-2.0130122224567017,0.0,-0.056451367968770684,-0.056451367968770684,2,57.56426529564952,6.087549599670879,24.29743794765925,43.29115864861872,6.300000000000001,0.0,1,0,0,1,0,11.43,38.377224,2,1,1,1,1,15.729999999999999,38.377224,3,1,1,1,1,18.35,38.377224,3,1,1,1,1
Davies_Reef,2025,Heatwave_Only,4.71,0.0,2024,2025,0,37.672240597051896,38.663553358075504,-0.9913127610236074,0.0,-0.02631414392435114,-0.02631414392435114,1,57.66624872689268,6.250995662226109,26.93216064472957,54.2243664780485,10.530000000000001,18.51984,2,1,1,1,1,15.66,56.897064,3,2,2,1,1,15.66,56.897064,3,2,2,1,1,19.96,56.897064,4,2,2,1,1
Dip_Reef,1988,Storm_Only,1.45,17.68956560193944,1986,1988,0,34.065366083696816,11.685988686644802,22.379377397052014,22.379377397052014,0.6569539673246739,0.6569539673246739,10,,,,,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
Dip_Reef,1989,Storm_Only,0.55,25.88573364861052,1988,1989,0,11.685988686644802,12.694152587160897,-1.0081639005160952,0.0,-0.08627116862335009,-0.08627116862335009,1,,,,,1.45,18.824516405275837,0,1,0,0,1,1.45,18.824516405275837,0,1,0,0,1,1.45,18.824516405275837,0,1,0,0,1,1.45,18.824516405275837,0,1,0,0,1
Dip_Reef,2000,Storm_Only,0.0,22.481028,1999,2001,1,28.62492367515387,24.560815185366195,4.0641084897876745,4.0641084897876745,0.14197796772870622,0.14197796772870622,11,55.89915560358425,4.7863121657159065,,45.92774904251278,2.0,0.0,0,0,0,0,0,4.49,0.0,0,0,0,0,0,6.4,0.0,0,0,0,0,0,6.55,0.0,0,0,0,0,0
Dip_Reef,2006,Storm_Only,0.62,19.76089897048784,2005,2007,1,28.05201549730793,17.912306475134873,10.139709022173058,10.139709022173058,0.36146098034011626,0.36146098034011626,6,61.25348019188407,3.1517578492402576,,51.78669119261294,4.69,0.0,0,0,0,0,0,9.59,0.0,0,0,0,0,0,10.53,22.481028,0,1,0,0,1,11.59,22.481028,0,1,0,0,1
Dip_Reef,2016,Heatwave_Only,6.28,0.0,2015,2019,3,12.73452631921954,16.498326198111997,-3.7637998788924563,0.0,-0.2955586870327445,-0.2955586870327445,16,85.95882394556887,2.7093641268380693,15.235619542288324,53.1722957588412,3.97,0.0,0,0,0,0,0,7.110000000000001,0.0,0,0,0,0,0,10.22,0.0,0,0,0,0,0,10.219999999999999,0.0,0,0,0,0,0
Dip_Reef,2017,Heatwave_Only,6.8,0.0,2015,2019,2,12.73452631921954,16.498326198111997,-3.7637998788924563,0.0,-0.2955586870327445,-0.2955586870327445,1,85.95882394556887,2.7093641268380693,15.235619542288324,53.1722957588412,9.33,0.0,1,0,0,1,0,11.54,0.0,1,0,0,1,0,14.240000000000002,0.0,1,0,0,1,0,16.5,0.0,1,0,0,1,0
Dip_Reef,2020,Concurrent,7.1000000000000005,26.731665125388968,2019,2021,1,16.498326198111997,23.79242832073694,-7.294102122624942,0.0,-0.44211164423816823,-0.44211164423816823,3,77.96435566089093,4.82614600383654,13.644608570302283,116.55082912911868,7.25,0.0,1,0,0,1,0,16.58,0.0,2,0,0,2,0,17.5,0.0,2,0,0,2,0,18.79,0.0,2,0,0,2,0
Dip_Reef,2022,Heatwave_Only,5.6000000000000005,0.0,2021,2024,2,23.79242832073694,23.97362841517808,-0.1812000944411416,0.0,-0.0076158722429863004,-0.0076158722429863004,2,69.34913939320079,5.008883024783796,16.58753712732613,68.49114226120763,7.1000000000000005,28.60700729110346,1,1,1,1,1,14.350000000000001,28.60700729110346,2,1,1,1,1,23.68,28.60700729110346,3,1,1,2,1,23.68,28.60700729110346,3,1,1,2,1
Dip_Reef,2024,Concurrent,7.65,23.818572,2023,2024,0,24.881660603722644,23.97362841517808,0.9080321885445635,0.9080321885445635,0.03649403482373315,0.03649403482373315,2,66.93815504340512,3.8352232379672335,10.7921386003068,118.37302783020222,7.040000000000001,0.0,1,0,0,1,0,14.14,28.60700729110346,2,1,1,1,1,21.390000000000004,28.60700729110346,3,1,1,1,1,27.67,28.60700729110346,4,1,1,2,1
Dip_Reef,2025,Heatwave_Only,6.47,0.0,2024,2025,0,23.97362841517808,25.267763889063065,-1.2941354738849853,0.0,-0.053981627289494814,-0.053981627289494814,1,70.20418268730035,4.248138202421319,9.24279443839655,109.33492995653371,14.690000000000001,18.51984,2,1,1,1,1,21.79,47.12684729110346,3,2,2,1,1,22.240000000000002,47.12684729110346,3,2,2,1,1,29.040000000000003,47.12684729110346,4,2,2,1,1
East_Cay,1994,Storm_Only,0.35,29.117304,1992,1997,3,39.14385661096371,16.387495719786035,22.756360891177675,22.756360891177675,0.5813520399214803,0.5813520399214803,2,,,,,0.8600000000000001,22.481028,0,1,0,0,1,0.8600000000000001,22.481028,0,1,0,0,1,0.8600000000000001,22.481028,0,1,0,0,1,0.8600000000000001,22.481028,0,1,0,0,1
East_Cay,2009,Storm_Only,1.74,39.67060436754328,2008,2011,2,19.53383191715631,14.90999891915959,4.62383299799672,4.62383299799672,0.23670895795594862,0.23670895795594862,15,40.69442522271546,2.297268812050967,20.51704447665571,24.159813777577053,1.33,0.0,0,0,0,0,0,3.96,0.0,0,0,0,0,0,7.1,0.0,0,0,0,0,0,7.1,0.0,0,0,0,0,0
East_Cay,2020,Heatwave_Only,4.61,0.0,2019,2021,1,20.338128893906703,21.56826837888892,-1.2301394849822174,0.0,-0.06048439811740827,-0.06048439811740827,11,47.921815697759286,3.265971393759987,25.63682076688091,38.76739552875747,1.79,0.0,0,0,0,0,0,2.44,0.0,0,0,0,0,0,2.44,0.0,0,0,0,0,0,2.44,0.0,0,0,0,0,0
East_Cay,2024,Heatwave_Only,7.67,0.0,2023,2025,1,21.83957675591812,14.554197554158632,7.285379201759488,7.285379201759488,0.33358609844786874,0.33358609844786874,4,38.94068973352744,4.11000488842038,24.916137797860728,45.19484194996604,2.09,0.0,0,0,0,0,0,6.7,0.0,1,0,0,1,0,8.49,0.0,1,0,0,1,0,8.49,0.0,1,0,0,1,0
Erskine_Island,2015,Storm_Only,1.02,20.92974875614908,2014,2018,3,25.29084434696864,27.379856217045766,-2.089011870077126,0.0,-0.08259953054226578,-0.08259953054226578,9,56.28109125428674,0.5177095483202261,7.219442626602285,37.39301114628096,0.18,0.0,0,0,0,0,0,0.32999999999999996,0.0,0,0,0,0,0,0.32999999999999996,0.0,0,0,0,0,0,0.32999999999999996,0.0,0,0,0,0,0
Erskine_Island,2020,Heatwave_Only,8.85,0.0,2018,2020,0,27.379856217045766,30.02250821055053,-2.6426519935047637,0.0,-0.09651811070722638,-0.09651811070722638,5,62.09040204806418,0.940584385660982,12.696370921878312,41.33089377694064,1.74,0.0,0,0,0,0,0,2.76,17.53488057419429,0,1,0,0,1,2.94,17.53488057419429,0,1,0,0,1,2.94,17.53488057419429,0,1,0,0,1
Erskine_Island,2024,Heatwave_Only,11.17,0.0,2023,2026,2,36.69689872763442,26.914870917548605,9.782027810085815,9.782027810085815,0.2665627927495548,0.2665627927495548,4,58.06250000414299,1.0401115840826056,7.730613921665899,50.32527893840956,0.9099999999999999,0.0,0,0,0,0,0,9.76,0.0,1,0,0,1,0,11.5,0.0,1,0,0,1,0,11.5,0.0,1,0,0,1,0
Fairfax_Island,2020,Heatwave_Only,4.55,0.0,2018,2020,0,21.717166516107884,27.76452486357717,-6.0473583474692845,0.0,-0.2784598231534434,-0.2784598231534434,18,78.9538020794631,1.145968154650846,17.82947446364652,94.11620349754058,3.48,0.0,0,0,0,0,0,4.91,0.0,0,0,0,0,0,4.91,0.0,0,0,0,0,0,5.08,0.0,0,0,0,0,0
Fairfax_Island,2024,Heatwave_Only,11.26,0.0,2023,2026,2,39.75603616759026,21.25366968687083,18.50236648071943,18.50236648071943,0.465397666978753,0.465397666978753,4,61.09588483552793,3.0885307448971635,39.29571073061279,68.01580335908834,1.84,0.0,0,0,0,0,0,6.39,0.0,1,0,0,1,0,9.87,0.0,1,0,0,1,0,10.469999999999999,0.0,1,0,0,1,0
Farquharson_Reef,2011,Storm_Only,1.05,41.000868,2010,2012,1,7.531295835256777,7.290191801512693,0.24110403374408396,0.24110403374408396,0.03201361877399463,0.03201361877399463,5,82.4627725126743,15.342400776130772,5.755092548265499,66.05451982524717,3.2800000000000002,0.0,0,0,0,0,0,3.5700000000000003,37.03968,0,1,0,0,1,6.290000000000001,37.03968,0,1,0,0,1,6.289999999999999,37.03968,0,1,0,0,1
Farquharson_Reef,2017,Heatwave_Only,8.16,0.0,2016,2018,1,28.42467103155285,7.147135049502659,21.277535982050193,21.277535982050193,0.7485587417504684,0.7485587417504684,6,63.31219904051111,7.388703178131087,13.591853359776694,50.268692684478985,4.71,0.0,0,0,0,0,0,7.19,0.0,0,0,0,0,0,9.649999999999999,41.000868,0,1,0,0,1,10.46,41.000868,0,1,0,0,1
Farquharson_Reef,2020,Heatwave_Only,5.91,0.0,2018,2022,2,7.147135049502659,6.919649836024086,0.2274852134785732,0.2274852134785732,0.03182886735775379,0.03182886735775379,3,83.97591439105653,9.313350932284871,8.275770387347391,44.40420110223617,8.34,0.0,1,0,0,1,0,13.05,0.0,1,0,0,1,0,15.09,0.0,1,0,0,1,0,15.530000000000001,0.0,1,0,0,1,0
Farquharson_Reef,2022,Heatwave_Only,5.1000000000000005,0.0,2020,2022,0,7.808601079692448,6.919649836024086,0.8889512436683615,0.8889512436683615,0.11384257366921016,0.11384257366921016,2,86.10035284553153,14.731599908842291,7.685462497413394,,6.05,0.0,1,0,0,1,0,14.39,0.0,2,0,0,1,0,19.1,0.0,2,0,0,1,0,19.1,0.0,2,0,0,1,0
Farquharson_Reef,2024,Heatwave_Only,4.91,0.0,2023,2024,0,7.151843496001652,8.821948036683787,-1.6701045406821358,0.0,-0.2335208455855939,-0.2335208455855939,2,86.23398654644951,29.467945944945743,6.441442878933121,47.54720370417013,5.88,0.0,1,0,0,1,0,11.790000000000001,0.0,2,0,0,1,0,20.130000000000003,0.0,3,0,0,1,0,22.59,0.0,3,0,0,1,0
Farquharson_Reef,2025,Heatwave_Only,5.74,0.0,2024,2025,0,8.821948036683787,9.127442620272356,-0.30549458358856896,0.0,-0.03462892575633509,-0.03462892575633509,1,85.1810444587366,26.102408186825365,9.477040880303075,63.86080430974617,10.65,0.0,2,0,0,1,0,16.700000000000003,0.0,3,0,0,1,0,16.880000000000003,0.0,3,0,0,1,0,25.04,0.0,4,0,0,1,0
Feather_Reef,1990,Storm_Only,0.0,22.481028,1988,1990,0,7.557799238677567,16.49828668230554,-8.940487443627973,0.0,-1.182948522616796,-1.0,4,,,,,0.65,0.0,0,0,0,0,0,0.65,31.740948000000003,0,1,0,0,1,0.65,31.740948000000003,0,1,0,0,1,0.65,31.740948000000003,0,1,0,0,1
Feather_Reef,2006,Storm_Only,0.44,37.03968,2005,2007,1,11.273579912296478,8.492201154147924,2.781378758148554,2.781378758148554,0.24671655142257068,0.24671655142257068,16,,,,,3.4699999999999998,0.0,0,0,0,0,0,5.34,0.0,0,0,0,0,0,6.81,0.0,0,0,0,0,0,9.370000000000001,0.0,0,0,0,0,0
Feather_Reef,2011,Storm_Only,0.6900000000000001,41.000868,2010,2012,1,39.50905975204123,21.14439952140011,18.36466023064112,18.36466023064112,0.464821495269634,0.464821495269634,5,44.12580284530768,4.01851714376781,27.03471396476713,21.888913770926663,3.06,0.0,0,0,0,0,0,3.5,37.03968,0,1,0,0,1,6.5,37.03968,0,1,0,0,1,6.970000000000001,37.03968,0,1,0,0,1
Feather_Reef,2017,Heatwave_Only,8.91,0.0,2016,2019,2,49.76011425224977,9.83973257926609,39.92038167298368,39.92038167298368,0.8022566321012574,0.8022566321012574,6,37.713187473844414,3.674701053573613,34.16481774227701,35.864834739411286,4.550000000000001,0.0,0,0,0,0,0,8.16,0.0,0,0,0,0,0,10.0,41.000868,0,1,0,0,1,10.82,41.000868,0,1,0,0,1
Feather_Reef,2020,Heatwave_Only,5.45,0.0,2019,2021,1,9.83973257926609,15.695346141102997,-5.855613561836906,0.0,-0.5950988519927494,-0.5950988519927494,3,62.18532676709098,4.253068865037733,12.046816766859028,37.75325787226597,9.709999999999999,0.0,1,0,0,1,0,14.26,0.0,1,0,0,1,0,17.21,0.0,1,0,0,1,0,17.87,0.0,1,0,0,1,0
Feather_Reef,2022,Heatwave_Only,4.65,0.0,2021,2022,0,15.695346141102997,29.09897511843996,-13.403628977336963,0.0,-0.8539874722632284,-0.8539874722632284,2,65.66811498694658,7.559535851145556,10.931586728792348,33.76093468124253,6.090000000000001,0.0,1,0,0,1,0,15.61,0.0,2,0,0,1,0,20.16,0.0,2,0,0,1,0,20.16,0.0,2,0,0,1,0
Feather_Reef,2024,Heatwave_Only,5.54,0.0,2023,2024,0,34.15060589846371,32.72948637987422,1.4211195185894923,1.4211195185894923,0.041613303225563635,0.041613303225563635,2,52.24462790935384,7.146841267896137,17.01343194726243,40.86234318101955,6.03,0.0,1,0,0,1,0,11.670000000000002,0.0,2,0,0,1,0,21.189999999999998,0.0,3,0,0,1,0,23.490000000000002,0.0,3,0,0,1,0
Feather_Reef,2025,Heatwave_Only,6.34,0.0,2024,2025,0,32.72948637987422,33.62634411954204,-0.8968577396678228,0.0,-0.027402133026423296,-0.027402133026423296,1,54.360266583482186,7.298332143522498,19.52416243011228,87.88996463036736,11.120000000000001,0.0,2,0,0,1,0,17.02,0.0,3,0,0,1,0,17.82,0.0,3,0,0,1,0,26.73,0.0,4,0,0,1,0
Fitzroy_Island,2006,Storm_Only,1.52,30.83641151543617,2005,2007,1,14.878625662661554,17.392635194370232,-2.5140095317086786,0.0,-0.16896785957977797,-0.16896785957977797,10,51.866470597248274,0.3405293432314602,,18.204394490952343,1.51,0.0,0,0,0,0,0,2.97,0.0,0,0,0,0,0,4.279999999999999,0.0,0,0,0,0,0,5.29,0.0,0,0,0,0,0
Fitzroy_Island,2010,Storm_Only,1.08,18.51984,2009,2013,3,24.11722344234805,28.27183515934281,-4.154611716994761,0.0,-0.1722674140713716,-0.1722674140713716,10,34.173025325256326,0.6791647264438977,9.037009972449589,19.38750619370204,2.23,0.0,0,0,0,0,0,4.2700000000000005,0.0,0,0,0,0,0,5.260000000000001,0.0,0,0,0,0,0,6.55,0.0,0,0,0,0,0
Fitzroy_Island,2011,Storm_Only,1.02,21.851255536541192,2009,2013,2,24.11722344234805,28.27183515934281,-4.154611716994761,0.0,-0.1722674140713716,-0.1722674140713716,10,34.173025325256326,0.6791647264438977,9.037009972449589,19.38750619370204,2.6900000000000004,0.0,0,0,0,0,0,4.83,0.0,0,0,0,0,0,6.340000000000001,0.0,0,0,0,0,0,6.340000000000001,0.0,0,0,0,0,0
Fitzroy_Island,2017,Heatwave_Only,10.69,0.0,2015,2017,0,16.139482911877113,16.787673416272998,-0.6481905043958847,0.0,-0.04016178882155379,-0.04016178882155379,10,48.43480556130865,0.4207362786019543,13.798332942524295,13.558993923840834,4.529999999999999,0.0,0,0,0,0,0,7.15,0.0,0,0,0,0,0,9.25,0.0,0,0,0,0,0,10.86,0.0,0,0,0,0,0
Fitzroy_Island,2020,Heatwave_Only,4.88,0.0,2019,2022,2,20.221677790182465,32.801255403504705,-12.57957761332224,0.0,-0.6220837728622879,-0.6220837728622879,3,48.61190659624172,0.2430802085086092,10.038834452107825,13.713838800793685,11.52,0.0,1,0,0,1,0,16.05,0.0,1,0,0,1,0,18.360000000000003,0.0,1,0,0,1,0,18.67,0.0,1,0,0,1,0
Fitzroy_Island,2024,Heatwave_Only,7.82,0.0,2023,2024,0,33.55113015235705,37.80846487185232,-4.257334719495276,0.0,-0.12689094823818292,-0.12689094823818292,4,35.361123257172174,0.4425143822183957,6.496790089005804,28.840703932402317,4.13,0.0,0,0,0,0,0,9.680000000000001,20.99974402204592,1,1,1,1,1,20.53,20.99974402204592,2,1,1,1,1,23.68,20.99974402204592,2,1,1,1,1
Fitzroy_Island,2025,Heatwave_Only,6.86,0.0,2024,2025,0,37.80846487185232,38.257587665057486,-0.4491227932051629,0.0,-0.011878895234900854,-0.011878895234900854,1,32.48573006573013,0.555187851019173,13.458903377601937,22.294320136876664,11.63,0.0,1,0,0,1,0,16.830000000000002,20.99974402204592,2,1,1,1,1,17.660000000000004,20.99974402204592,2,1,1,1,1,28.35,20.99974402204592,3,1,1,1,1
Fore_and_Aft_Reef,2011,Storm_Only,1.41,23.014637510584315,2010,2012,1,9.286001454614487,2.8103399048720967,6.475661549742391,6.475661549742391,0.6973573697346821,0.6973573697346821,10,74.99657739052023,11.444631448076798,14.49936617425588,51.87676939562039,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
Fore_and_Aft_Reef,2017,Heatwave_Only,6.88,0.0,2016,2018,1,20.6087314838366,23.5749849284998,-2.9662534446631987,0.0,-0.14393187892178747,-0.14393187892178747,10,71.32074140464712,1.8885398228843155,41.60557163090948,47.72808646131026,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
Fore_and_Aft_Reef,2020,Concurrent,4.6000000000000005,30.187835979791867,2018,2020,0,23.5749849284998,28.037032384678795,-4.462047456178997,0.0,-0.1892704266709765,-0.1892704266709765,10,65.77812621368113,3.490069738296712,18.77123913218236,48.75168559950063,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0
Fork_Reef,1988,Storm_Only,0.0,22.481028,1987,1989,1,10.13322078593697,11.686893720648715,-1.553672934711745,0.0,-0.15332468990194656,-0.15332468990194656,1,,,,,7.949999999999999,0.0,1,0,0,1,0,7.949999999999999,0.0,1,0,0,1,0,7.949999999999999,0.0,1,0,0,1,0,7.949999999999999,0.0,1,0,0,1,0
Fork_Reef,1989,Storm_Only,0.33,33.461362281413145,1988,1989,0,12.755343062295427,11.686893720648715,1.068449341646712,1.068449341646712,0.08376484555754754,0.08376484555754754,1,,,,,7.949999999999999,22.80094608347571,1,1,0,1,1,7.949999999999999,22.80094608347571,1,1,0,1,1,7.949999999999999,22.80094608347571,1,1,0,1,1,7.949999999999999,22.80094608347571,1,1,0,1,1
Fork_Reef,2016,Heatwave_Only,4.36,0.0,2014,2016,0,10.363851160433155,17.557332371427364,-7.193481210994209,0.0,-0.6940934503630558,-0.6940934503630558,16,73.87475413714945,2.592723852850914,26.534208426431864,50.12269389499695,3.3099999999999996,0.0,0,0,0,0,0,6.68,0.0,0,0,0,0,0,8.57,0.0,0,0,0,0,0,8.57,0.0,0,0,0,0,0
Fork_Reef,2017,Heatwave_Only,5.33,0.0,2016,2018,1,17.557332371427364,20.65387094900915,-3.0965385775817857,0.0,-0.1763672585375819,-0.1763672585375819,1,73.1172425047278,1.8312670073170128,29.001876578724342,63.22258973481521,6.7,0.0,1,0,0,1,0,8.95,0.0,1,0,0,1,0,11.7,0.0,1,0,0,1,0,12.93,0.0,1,0,0,1,0
Fork_Reef,2020,Concurrent,5.96,36.51172104748385,2018,2020,0,20.65387094900915,23.295868247260657,-2.641997298251507,0.0,-0.12791777893713693,-0.12791777893713693,3,66.5861865220604,2.3058587003416644,15.632082284715924,52.73207531154977,5.48,0.0,1,0,0,1,0,12.180000000000001,0.0,2,0,0,2,0,13.15,0.0,2,0,0,2,0,14.430000000000001,0.0,2,0,0,2,0
Fork_Reef,2022,Heatwave_Only,4.8,0.0,2020,2025,3,23.295868247260657,40.90245759650253,-17.606589349241872,0.0,-0.755781633136263,-0.755781633136263,2,61.1510932480232,2.48705976477183,14.690871526807143,74.77611980337593,5.96,36.85445892368115,1,1,1,1,1,11.440000000000001,36.85445892368115,2,1,1,1,1,18.14,36.85445892368115,3,1,1,2,1,18.14,36.85445892368115,3,1,1,2,1
Gannet_Cay,1992,Storm_Only,1.62,22.481028,1991,1995,3,61.3860107488418,46.64886130660037,14.737149442241432,14.737149442241432,0.2400734183971954,0.2400734183971954,10,,,,,1.1500000000000001,0.0,0,0,0,0,0,1.1500000000000001,0.0,0,0,0,0,0,1.1500000000000001,0.0,0,0,0,0,0,1.1500000000000001,0.0,0,0,0,0,0
Gannet_Cay,1994,Storm_Only,0.32,29.117304,1993,1997,3,59.87610152377047,38.254237533949954,21.62186398982052,21.62186398982052,0.3611100829808828,0.3611100829808828,2,31.680130723070583,0.0,,,1.85,22.481028,0,1,0,0,1,2.7700000000000005,22.481028,0,1,0,0,1,2.7700000000000005,22.481028,0,1,0,0,1,2.7700000000000005,22.481028,0,1,0,0,1
Gannet_Cay,2002,Heatwave_Only,4.2,0.0,2001,2002,0,6.358417180812206,3.6767479510544168,2.6816692297577895,2.6816692297577895,0.42175106689291514,0.42175106689291514,8,81.32007834095751,1.3435581348860737,,51.63040385263524,0.14,0.0,0,0,0,0,0,2.5100000000000002,0.0,0,0,0,0,0,2.8600000000000003,0.0,0,0,0,0,0,3.18,29.117304,0,1,0,0,1
Gannet_Cay,2009,Storm_Only,0.29,42.338412,2008,2011,2,13.104038634443802,6.1165543497174895,6.987484284726312,6.987484284726312,0.5332313555883296,0.5332313555883296,7,71.74939685157914,0.9442562609905182,17.835086912726684,44.5907222128444,1.9600000000000002,0.0,0,0,0,0,0,5.16,0.0,0,0,0,0,0,9.36,0.0,1,0,0,1,0,9.360000000000001,0.0,1,0,0,1,0
Gannet_Cay,2020,Heatwave_Only,6.8,0.0,2019,2023,3,23.560759614131285,4.941148532649486,18.6196110814818,18.6196110814818,0.7902805930889477,0.7902805930889477,11,65.32811963502485,1.1057069661974366,21.76564235465419,29.873995670522568,1.11,0.0,0,0,0,0,0,2.08,0.0,0,0,0,0,0,2.08,0.0,0,0,0,0,0,2.2199999999999998,0.0,0,0,0,0,0
