reef_name,event_year,event_type,recent_max_dhw,recent_max_wind,baseline_year,nadir_year,nadir_event_interval,baseline_hc,nadir_hc,loss_abs,positive_loss,rel_loss,rel_loss_clipped,yrs_since_last_dist,baseline_algae,baseline_macroalgae,baseline_juveniles,baseline_herbivores,cumulative_dhw_3yr,cumulative_wind_3yr,heatwave_years_3yr,storm_years_3yr,concurrent_years_3yr,max_consecutive_heatwave_3yr,max_consecutive_storm_3yr,cumulative_dhw_5yr,cumulative_wind_5yr,heatwave_years_5yr,storm_years_5yr,concurrent_years_5yr,max_consecutive_heatwave_5yr,max_consecutive_storm_5yr,cumulative_dhw_7yr,cumulative_wind_7yr,heatwave_years_7yr,storm_years_7yr,concurrent_years_7yr,max_consecutive_heatwave_7yr,max_consecutive_storm_7yr,cumulative_dhw_8yr,cumulative_wind_8yr,heatwave_years_8yr,storm_years_8yr,concurrent_years_8yr,max_consecutive_heatwave_8yr,max_consecutive_storm_8yr,reef_key,sector,region_lat,retention,modelled_hard_coral_sum_baseline,acropora_cover_baseline,acropora_prop_baseline,porites_cover_baseline,porites_prop_baseline,pocilloporidae_cover_baseline,pocilloporidae_prop_baseline,montipora_cover_baseline,montipora_prop_baseline,merulinidae_cover_baseline,merulinidae_prop_baseline,macroalgae_sum_baseline,modelled_hard_coral_sum_nadir,acropora_cover_nadir,acropora_prop_nadir,porites_cover_nadir,porites_prop_nadir,pocilloporidae_cover_nadir,pocilloporidae_prop_nadir,montipora_cover_nadir,montipora_prop_nadir,merulinidae_cover_nadir,merulinidae_prop_nadir,macroalgae_sum_nadir,composition_baseline_available,composition_nadir_available,composition_both_available,acropora_prop_hcdenom_baseline,porites_prop_hcdenom_baseline,pocilloporidae_prop_hcdenom_baseline,montipora_prop_hcdenom_baseline,merulinidae_prop_hcdenom_baseline,cat_algae_chrysocystis_baseline,cat_algae_coralline_algae_baseline,cat_algae_green_macroalgae_baseline,cat_algae_lobophora_baseline,cat_algae_other_baseline,cat_algae_other_brown_macroalgae_baseline,cat_algae_red_macroalgae_baseline,cat_algae_sargassaceae_baseline,cat_algae_turf_algae_baseline,cat_algae_unidentified_macroalgae_baseline,cat_macroalgae_chrysocystis_baseline,cat_macroalgae_green_macroalgae_baseline,cat_macroalgae_lobophora_baseline,cat_macroalgae_other_baseline,cat_macroalgae_other_brown_macroalgae_baseline,cat_macroalgae_red_macroalgae_baseline,cat_macroalgae_sargassaceae_baseline,cat_macroalgae_unidentified_macroalgae_baseline,cat_hard_coral_acropora_baseline,cat_hard_coral_agariciidae_baseline,cat_hard_coral_dendrophylliidae_baseline,cat_hard_coral_euphylliidae_baseline,cat_hard_coral_fungiidae_baseline,cat_hard_coral_goniopora_alveopora_baseline,cat_hard_coral_isopora_baseline,cat_hard_coral_lobophylliidae_baseline,cat_hard_coral_merulinidae_baseline,cat_hard_coral_montipora_baseline,cat_hard_coral_other_baseline,cat_hard_coral_pachyseris_baseline,cat_hard_coral_pocilloporidae_baseline,cat_hard_coral_porites_baseline,cat_hard_coral_rare_groups_baseline,cat_hard_coral_unidentified_baseline,cat_soft_coral_briareum_baseline,cat_soft_coral_cladiellidae_baseline,cat_soft_coral_clavulariidae_baseline,cat_soft_coral_gorgonian_like_baseline,cat_soft_coral_heliopora_baseline,cat_soft_coral_lemnaliadae_baseline,cat_soft_coral_lobophytum_baseline,cat_soft_coral_nephtheidae_baseline,cat_soft_coral_other_baseline,cat_soft_coral_other_encrusting_baseline,cat_soft_coral_sarcophyton_baseline,cat_soft_coral_sclerophytum_baseline,cat_soft_coral_tubipora_baseline,cat_soft_coral_unidentified_baseline,cat_soft_coral_xeniidae_baseline,baseline_hc_z,recent_max_dhw_z,recent_max_wind_z,heatwave_years_5yr_z,storm_years_5yr_z,yrs_since_last_dist_z,event_year_z
Agincourt_Reef_No_1,1999,Storm_Only,0.49,19.857384,1998,1999,0,31.34126412075912,35.806982350624786,-4.465718229865665,0.0,-0.1424868573475236,-0.1424868573475236,10,39.331749246290585,1.2583490249773637,,46.39334875362778,1.44,0.0,0,0,0,0,0,6.109999999999999,0.0,0,0,0,0,0,6.109999999999999,0.0,0,0,0,0,0,6.74,0.0,0,0,0,0,0,agincourt reef no 1,Central,-16.05227777777778,1.1424868573475235,30.989311060126063,13.369812309919354,0.43143302811666207,0.8702918377582584,0.028083613606953096,7.839157892684589,0.25296328393602885,,,1.9005053770995552,0.061327771159938274,1.215740532191316,35.48528278468215,17.118947069740276,0.4824238593113304,1.1174270372261568,0.03148987268909448,7.272175890733065,0.2049349848741301,,,1.9628349616888987,0.055314057199402994,0.9817044364411368,True,True,True,0.42658816371940017,0.027768242991252357,0.25012258160615364,,0.06063907855716456,,25.78055996164934,0.0,,,0.0,0.8239799291308522,,12.263158242929864,0.411020569312585,,0.0,,,0.0,0.8111119582536663,,0.4046285739376496,13.369812309919354,,,,,,3.578766318317101,,1.9005053770995552,,1.5547517488018363,,7.839157892684589,0.8702918377582584,,1.876025575545369,0.4629466876436323,,,,,,0.2439732454934941,3.670118181965275,1.2959153918718131,,,2.3537563870221443,,0.9074228938534936,16.982192234142047,0.462191284373769,-1.2712150037451482,0.49023758075208873,-0.8572574253355764,-0.5777592859729849,0.9213638212092281,-1.6005178181398094
Agincourt_Reef_No_1,2014,Storm_Only,0.0,19.80906675466956,2013,2017,3,15.184786656002323,12.949162076156034,2.2356245798462897,2.2356245798462897,0.1472279216358025,0.1472279216358025,15,71.86710537688826,1.895201722290761,29.707325570229,71.80118402336977,3.88,0.0,0,0,0,0,0,6.57,0.0,0,0,0,0,0,6.57,0.0,0,0,0,0,0,6.57,0.0,0,0,0,0,0,agincourt reef no 1,Central,-16.05227777777778,0.8527720783641974,14.907176142442305,2.283327212327925,0.15316966744808572,0.930559942869002,0.06242362295697302,2.27869323354465,0.15285881187497138,,,2.953323611796505,0.1981142225446764,1.8475025518771016,12.75768132684805,4.405105377910229,0.3452904383682836,0.6055892674354837,0.04746859965541264,5.215930675225286,0.40884628966617625,,,0.7984679608898031,0.06258723199249835,4.232033802945011,True,True,True,0.1503693969533223,0.06128238505749209,0.150064224487732,,0.1944922690520054,,42.39819022815126,0.0985042775189159,,,0.0,1.536943611744532,,27.57159771409756,0.205255309951535,,0.1002166765327054,,,0.0,1.5450125417734206,,0.2022733335709756,2.283327212327925,,,,,,4.310255038932248,,2.953323611796505,,1.931323188310833,,2.27869323354465,0.930559942869002,,0.2196939146611412,0.7585172751532022,,,,,,0.1392590504626401,3.400363563286388,0.8527418530686734,,,0.4710582765762803,,1.1060314247402852,5.788769295722432,-0.7482041511512827,-1.4183007083924293,0.4870838730644767,-0.8572574253355764,-0.5777592859729849,1.9358688676329796,-0.07847001982426587
Agincourt_Reef_No_1,2016,Heatwave_Only,6.890000000000001,0.0,2015,2017,1,20.855648918378726,12.949162076156034,7.906486842222693,7.906486842222693,0.379105290521803,0.379105290521803,2,61.95337216024023,2.4780526026208607,42.234289533853584,79.77207687829517,3.38,22.128370039244206,0,1,0,0,1,5.609999999999999,22.128370039244206,0,1,0,0,1,8.3,22.128370039244206,0,1,0,0,1,8.3,22.128370039244206,0,1,0,0,1,agincourt reef no 1,Central,-16.05227777777778,0.620894709478197,20.628803038294915,6.219251682542315,0.30148388498339024,1.3582902890230828,0.06584435783799858,4.673664007187034,0.22656011589770542,,,1.7923911981878795,0.08688779445227718,2.400561600530414,12.75768132684805,4.405105377910229,0.3452904383682836,0.6055892674354837,0.04746859965541264,5.215930675225286,0.40884628966617625,,,0.7984679608898031,0.06258723199249835,4.232033802945011,True,True,True,0.29820465941300406,0.06512817195662082,0.22409583252374554,,0.08594272013317034,,35.7213680707051,0.0666260257435952,,,0.0322135408131098,2.188371452212695,,23.766240800568976,0.0999244355380527,,0.0658711351011736,,,0.031865585796143,2.202221933581602,,0.1006029460514952,6.219251682542315,,,,,,4.848268726860747,,1.7923911981878795,,1.7046536626419817,,4.673664007187034,1.3582902890230828,,0.0322834718518748,0.637754406716804,,,,,,0.066797096100693,3.1438804450258746,0.8636916425738054,,,2.7359263150705706,,0.5619385370973982,8.503584884513419,-0.3233599477756065,0.6499044038928088,-0.8058707579658089,-0.8572574253355764,1.3420104933676291,-0.7018442530687745,0.12446968661780661
Agincourt_Reef_No_1,2017,Heatwave_Only,8.16,0.0,2016,2017,0,26.569385499281623,12.949162076156034,13.620223423125587,13.620223423125587,0.5126284694651236,0.5126284694651236,1,53.2023168930295,2.9437970648892304,52.39204964207232,50.79299739384481,8.620000000000001,22.128370039244206,1,1,0,1,1,10.71,22.128370039244206,1,1,0,1,1,13.57,22.128370039244206,1,1,0,1,1,15.19,22.128370039244206,1,1,0,1,1,agincourt reef no 1,Central,-16.05227777777778,0.4873715305348763,26.376375205449857,8.261165550644064,0.3132032163743694,1.2788247096288148,0.048483716950029794,5.8598380502142655,0.2221623708553976,,,2.708017394552697,0.1026682921159375,2.864227704470929,12.75768132684805,4.405105377910229,0.3452904383682836,0.6055892674354837,0.04746859965541264,5.215930675225286,0.40884628966617625,,,0.7984679608898031,0.06258723199249835,4.232033802945011,True,True,True,0.3109279870574134,0.04813151247564199,0.22054849745669514,,0.1019224699278768,,32.87161981254738,0.1997999479167763,,,0.1355971031289876,2.48476050392584,,17.406322321593283,0.0336255592006398,,0.1988335739831563,,,0.1323829205066055,2.4984284911047,,0.0345827188764668,8.261165550644064,,,,,,6.091477162529023,,2.708017394552697,,2.0177193709203367,,5.8598380502142655,1.2788247096288148,,0.1593329669606559,0.5530508439624913,,,,,,0.885762070091551,5.260418504483627,0.7856197840113168,,,3.127021142276329,,0.5444145907906742,10.523132894504496,0.10469627254862278,1.0311265363459656,-0.8058707579658089,0.01834597602858237,1.3420104933676291,-0.9047452623535249,0.22593953983884282
Agincourt_Reef_No_1,2020,Heatwave_Only,7.74,0.0,2019,2021,1,17.971979836431903,23.91429529595699,-5.942315459525087,0.0,-0.3306433411125424,-0.3306433411125424,3,71.59613294212296,3.4551357693255818,17.20184910317507,70.52287496940299,9.0,0.0,1,0,0,1,0,17.62,0.0,2,0,0,2,0,19.27,22.128370039244206,2,1,0,2,1,19.71,22.128370039244206,2,1,0,2,1,agincourt reef no 1,Central,-16.05227777777778,1.3306433411125425,17.7537977265676,4.114802451964569,0.23177026771049605,0.8385387796449719,0.047231515902095914,9.48622294562716,0.5343207741649292,,,1.4124309946300415,0.07955655552594332,3.3946325933566173,23.606652348439198,6.175703981338483,0.2616086300668041,0.9477608515176962,0.04014804121857453,12.510434966140584,0.5299537935952929,,,1.7624131186192629,0.07465747758748979,3.2962124203660528,True,True,True,0.22895654732614637,0.0466581193211183,0.5278340523394736,,0.07859072887266609,,37.74878223695415,0.1613007697793429,,,0.1633424925056179,3.078663479633674,,30.41795107225519,0.0,,0.1639529994106402,,,0.1646500051057721,3.066029588840205,,0.0,4.114802451964569,,,,,,0.3624847898848681,,1.4124309946300415,,1.5061546035866615,,9.48622294562716,0.8385387796449719,,0.0331631612293306,1.0011669883630323,,,,,,0.6406387838407024,3.759789314246156,0.9485021811631372,,,2.471145622029152,,0.3344777469585684,1.4980150872600926,-0.5393958938515349,0.9050530752197248,-0.8058707579658089,0.8939493773927413,-0.5777592859729849,-0.4989432437840242,0.5303490995019515
Agincourt_Reef_No_1,2022,Heatwave_Only,4.33,0.0,2021,2025,3,23.91429529595699,31.8571367354726,-7.942841439515611,0.0,-0.332137800475285,-0.332137800475285,2,62.57996883933824,3.34399228211633,14.365151581168542,50.00552947077145,9.48,0.0,1,0,0,1,0,17.790000000000003,0.0,2,0,0,1,0,26.41,0.0,3,0,0,2,0,26.410000000000004,22.128370039244206,3,1,0,2,1,agincourt reef no 1,Central,-16.05227777777778,1.332137800475285,23.606652348439198,6.175703981338483,0.2616086300668041,0.9477608515176962,0.04014804121857453,12.510434966140584,0.5299537935952929,,,1.7624131186192629,0.07465747758748979,3.2962124203660528,31.669630183835444,9.955522525005472,0.3143555029602742,1.0757883786659002,0.03396908560097413,14.399423348605676,0.45467608131260445,,,2.77849541899532,0.08773375005854969,2.670669632584223,True,True,True,0.25824319324109724,0.039631560946641275,0.5231362585146144,,0.0736970542852342,,34.31009505006072,0.2856033756542079,,,0.1725627703159878,2.816509340138245,,24.93096394635984,0.0,,0.2886003193865762,,,0.1782350766990661,2.8293770242804106,,0.0,6.175703981338483,,,,,,0.3168892598885083,,1.7624131186192629,,1.858580073307177,,12.510434966140584,0.9477608515176962,,0.0348700976274864,0.4187339099857717,,,,,,1.7773847754898426,5.75406229548479,0.7786963369997117,,,1.2747130945977263,,0.2415727530373312,3.3293188887016454,-0.09421522100074126,-0.1185433591623741,-0.8058707579658089,0.8939493773927413,-0.5777592859729849,-0.7018442530687745,0.733288805944024
Agincourt_Reef_No_1,2024,Concurrent,6.97,18.51984,2023,2025,1,34.74179356956395,31.8571367354726,2.884656834091352,2.884656834091352,0.0830313158218318,0.0830313158218318,2,51.48103473034556,3.81647477680034,14.7979810990628,54.796654833839305,5.85,0.0,1,0,0,1,0,14.28,0.0,2,0,0,1,0,22.590000000000003,0.0,3,0,0,1,0,29.48,0.0,4,0,0,2,0,agincourt reef no 1,Central,-16.05227777777778,0.9169686841781681,34.453464112260214,13.242026516645309,0.3843452859630783,1.2260290323559986,0.03558507290765337,14.680746513269444,0.4261036412894494,,,2.3085259613100333,0.06700417565525865,3.77691196455421,31.669630183835444,9.955522525005472,0.3143555029602742,1.0757883786659002,0.03396908560097413,14.399423348605676,0.45467608131260445,,,2.77849541899532,0.08773375005854969,2.670669632584223,True,True,True,0.3811555235376845,0.035289744897628976,0.42256731748388265,,0.06644809389842356,,28.50337105583684,0.0943643771466618,,,0.4350901526547813,3.2403995561876746,,19.141106585781063,0.0,,0.1005409576390299,,,0.4421484289547273,3.2342225779604528,,0.0,13.242026516645309,,,,,,0.5456506902377158,,2.3085259613100333,,2.359569064178925,,14.680746513269444,1.2260290323559986,,0.0909163342627853,0.6214767598464063,,,,,,0.5665874561951327,5.489246932109468,0.7058347140836341,,,3.903530210365636,,0.0,4.089267935234596,0.7169488781735538,0.673918396488283,0.4029349465379297,0.8939493773927413,-0.5777592859729849,-0.7018442530687745,0.9362285123860965
Agincourt_Reef_No_1,2025,Heatwave_Only,5.16,0.0,2024,2025,0,37.11176219595191,31.8571367354726,5.254625460479311,5.254625460479311,0.1415892199549736,0.1415892199549736,1,48.01698701956127,3.452341505072924,17.874125180951886,71.54764343637723,11.77,18.51984,2,1,1,1,1,20.56,18.51984,3,1,1,1,1,21.4,18.51984,3,1,1,1,1,29.56,18.51984,4,1,1,1,1,agincourt reef no 1,Central,-16.05227777777778,0.8584107800450264,36.868726341010216,14.112985075389805,0.38279014427714303,0.9952106582823091,0.02699335607846333,15.593491281737755,0.4229462970190168,,,3.0668175234289867,0.08318208486680678,3.396209185524605,31.669630183835444,9.955522525005472,0.3143555029602742,1.0757883786659002,0.03396908560097413,14.399423348605676,0.45467608131260445,,,2.77849541899532,0.08773375005854969,2.670669632584223,True,True,True,0.3802833452335827,0.026816583190729354,0.4201765251513351,,0.08263734573518877,,25.714132195436456,0.4992183602625075,,,0.2623429442193627,2.594145185605248,,18.862653376901346,0.0,,0.4996217270034404,,,0.2748986290782518,2.621688829442913,,0.0,14.112985075389805,,,,,,0.8014248652342015,,3.0668175234289867,,1.989526223179588,,15.593491281737755,0.9952106582823091,,0.3092707137575739,0.7781083002706707,,,,,,0.234927843093306,4.778520567003948,1.1908608062663195,,,4.7801777223575055,,0.0,4.256536417420152,0.8944999077203735,0.13060181401567345,-0.8058707579658089,1.7695527787569,1.3420104933676291,-0.9047452623535249,1.0376983656071328
Arlington_Reef,2010,Storm_Only,1.45,18.51984,2008,2012,2,20.496040574204777,15.322870762820756,5.173169811384021,5.173169811384021,0.2523984958292235,0.2523984958292235,4,57.62911796563011,2.352034818795535,10.959633510095776,55.11726581154496,3.51,0.0,0,0,0,0,0,4.92,23.929370015874483,0,1,0,0,1,6.82,23.929370015874483,0,1,0,0,1,9.3,23.929370015874483,0,1,0,0,1,arlington reef,Central,-16.67,0.7476015041707764,20.275605231861434,5.999754251874136,0.2959099954484229,1.910207220151818,0.09421209371102204,4.754731343907166,0.23450502658413866,0.9040026573413456,0.044585729846464965,4.574043405410893,0.22559343373992913,2.2862063575630467,15.134667888360038,2.9352027437827743,0.19393902564853882,1.9005745474161992,0.1255775522420229,3.067162919178522,0.20265809212354466,1.3856767239505965,0.09155646718989521,3.822051237777903,0.25253618156480423,2.379174671124365,True,True,True,0.29272747729749843,0.09319884068515667,0.23198292014952476,0.04410620939534415,0.22316717167156372,,12.338038688517328,0.2117921931598304,,0.0,0.1379013898117085,0.8119223377555708,,42.86921715159945,1.3072599523774926,,0.2042658105832119,0.0,,0.1379650052415025,0.7292363406934916,,1.2147392010448408,5.999754251874136,,,,,,,0.6012287061939193,4.574043405410893,0.9040026573413456,1.5316376469821549,,4.754731343907166,1.910207220151818,,,,,,,,,0.6384759223239435,3.441470874606029,0.8017012811234816,,1.0151049131071814,5.51146707230768,,7.340058228462255,1.954182048579329,-0.3503007397467741,-0.9830470925994547,0.4029349465379297,-0.8572574253355764,1.3420104933676291,-0.2960422344992739,-0.4843494327084108
Arlington_Reef,2016,Heatwave_Only,4.58,0.0,2014,2018,2,18.156446734239083,10.813158237339104,7.343288496899978,7.343288496899978,0.4044452421988573,0.4044452421988573,6,54.5034270827933,2.5302185724744186,20.833878419771768,71.46583061166193,4.58,0.0,0,0,0,0,0,6.44,0.0,0,0,0,0,0,10.96,18.51984,0,1,0,0,1,11.4,18.51984,0,1,0,0,1,arlington reef,Central,-16.67,0.5955547578011426,18.01103850978862,4.494310456906743,0.249530889319024,1.7171940244600823,0.09534119998282295,4.231443672076275,0.2349361292951861,1.6247181286589716,0.09020679889035668,4.176444597867385,0.23188249781363665,2.4621084671805322,10.640310816286837,0.5767130634729574,0.05420077227351275,1.0325240243189155,0.09703889690312983,4.508218187370722,0.42369233993335176,0.2201654695983118,0.02069163893796321,3.195138147815857,0.300286166727869,4.79103906561591,True,True,True,0.24753248929656801,0.0945776477961313,0.23305461327390117,0.0894843662110995,0.23002543719039062,,15.486070418002337,0.1640339100673813,,0.0,0.3132829652827621,1.8766828336127344,,36.25109154580406,0.3796203051514061,,0.1637138944804844,0.0,,0.3098834752042747,1.6228755435925322,,0.3656355539032407,4.494310456906743,,,,,,,0.5727483515587192,4.176444597867385,1.6247181286589716,1.194179278260442,,4.231443672076275,1.7171940244600823,,,,,,,,,0.4172376881778123,4.374342953841967,0.5905890063464414,,1.5110549634690111,9.521420453487938,,4.459249848826433,4.627618093617516,-0.5255761802661739,-0.04349963230151641,-0.8058707579658089,-0.8572574253355764,-0.5777592859729849,0.10975978407022678,0.12446968661780661
