reef_name,event_year,event_type,recent_max_dhw,recent_max_wind,baseline_hc,nadir_hc,loss_abs,positive_loss,rel_loss,rel_loss_clipped,yrs_since_last_dist,cumulative_dhw_3yr,cumulative_wind_3yr,heatwave_years_3yr,storm_years_3yr,concurrent_years_3yr,max_consecutive_heatwave_3yr,max_consecutive_storm_3yr,cumulative_dhw_5yr,cumulative_wind_5yr,heatwave_years_5yr,storm_years_5yr,concurrent_years_5yr,max_consecutive_heatwave_5yr,max_consecutive_storm_5yr,cumulative_dhw_7yr,cumulative_wind_7yr,heatwave_years_7yr,storm_years_7yr,concurrent_years_7yr,max_consecutive_heatwave_7yr,max_consecutive_storm_7yr,cumulative_dhw_8yr,cumulative_wind_8yr,heatwave_years_8yr,storm_years_8yr,concurrent_years_8yr,max_consecutive_heatwave_8yr,max_consecutive_storm_8yr,baseline_algae,baseline_macroalgae,baseline_juveniles,baseline_herbivores,post_macroalgae,post_juveniles_mean,post_algae,baseline_algae_z,baseline_juveniles_z,baseline_macroalgae_z,baseline_herbivores_z,baseline_hc_z,recent_max_dhw_z,recent_max_wind_z,cumulative_dhw_5yr_z,cumulative_wind_5yr_z,yrs_since_last_dist_z
Arlington_Reef,2017,Heatwave_Only,10.87,0.0,24.198395391062203,10.813158237339104,13.385237153723098,13.385237153723098,0.5531456502552645,0.5531456502552645,1,7.19,0.0,1,0,0,1,0,9.46,0.0,1,0,0,1,0,12.47,18.51984,1,1,0,1,1,15.54,18.51984,1,1,0,1,1,49.871628844751314,4.047671844180469,16.00941230996602,59.332468242172204,4.86294036412335,6.093984091205211,78.41120410686199,-0.6758960342216942,-0.15207142605988788,0.3489683594280921,0.6719837261113735,-0.07286179191925536,1.8428429357516858,-0.8051028961830892,-0.07139840823905502,-0.5525116480315188,-0.9038831894923484
Arlington_Reef,2020,Heatwave_Only,7.5,0.0,10.813158237339104,12.368085640141906,-1.554927402802802,0.0,-0.1437995605607115,-0.1437995605607115,3,11.68,0.0,1,0,0,1,0,18.87,0.0,2,0,0,2,0,20.84,0.0,2,0,0,2,0,21.14,0.0,2,0,0,2,0,78.41120410686199,4.86294036412335,7.243775970292797,54.50209083851658,,,,1.0806037698585131,-1.1544088763046052,0.603660113797241,0.4285723728532662,-1.0746886258755577,0.8322173753879513,-0.8051028961830892,1.16554220861812,-0.5525116480315188,-0.4984678332484502
Arlington_Reef,2022,Heatwave_Only,4.86,0.0,12.368085640141906,30.25943190152201,-17.891346261380104,0.0,-1.446573607423277,-1.0,2,9.22,0.0,1,0,0,1,0,20.25,0.0,2,0,0,1,0,27.44,0.0,3,0,0,2,0,27.44,0.0,3,0,0,2,0,69.68071165235746,2.0307377290998203,4.944192212117626,50.55185194006454,,,,0.5432759314088667,-1.4173628515181598,-0.28112648129121764,0.22951277240934656,-0.9583090668814509,0.040510704954639834,-0.8051028961830892,1.346942639145527,-0.5525116480315188,-0.7011755113703992
Border_Island,1996,Storm_Only,1.02,17.872172042231476,24.87292226133772,25.31318815377164,-0.4402658924339206,0.0,-0.0177006098361939,-0.0177006098361939,11,1.25,0.0,0,0,0,0,0,1.25,0.0,0,0,0,0,0,1.25,0.0,0,0,0,0,0,1.25,0.0,0,0,0,0,0,25.06548418132729,0.0,,9.864540028690492,16.693144529524226,,22.57151353353261,-2.2026177124919393,,-0.9155336026704305,-1.820793616753354,-0.022376386908809713,-1.1110626338574496,0.3603174577215728,-1.1505995202897892,-0.5525116480315188,1.1231935917271427
Border_Island,2003,Storm_Only,0.0,29.117304,29.011723799190943,25.9025307125706,3.109193086620344,3.109193086620344,0.1071702291163771,0.1071702291163771,18,1.24,0.0,0,0,0,0,0,1.53,0.0,0,0,0,0,0,2.55,0.0,0,0,0,0,0,2.55,0.0,0,0,0,0,0,35.47919157220413,0.1674977702881845,,12.261528439848885,0.0765245676818061,,31.007637341155515,-1.5616945444408745,,-0.8632069152980206,-1.7000050853101367,0.2873949225885091,-1.416949301979411,1.0935974213969293,-1.113793635834953,-0.5525116480315188,2.5421473385807865
Border_Island,2010,Storm_Only,1.46,29.117304,25.674580727897983,29.175529693036413,-3.5009489651384307,0.0,-0.1363585642251326,-0.1363585642251326,25,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,3.16,0.0,0,0,0,0,0,4.4,0.0,0,0,0,0,0,25.42704598967701,0.1015615038061861,3.996381654581673,6.876472293420159,0.3932288357620835,11.79578273278203,21.753462142333404,-2.180364990098684,-1.5257435760590354,-0.8838055560845293,-1.9713676920872187,0.03762426561940817,-0.9791115221185644,1.0935974213969293,-1.3149115044631652,-0.5525116480315188,3.96110108543443
Border_Island,2011,Storm_Only,0.0,18.09499186687058,25.674580727897983,29.175529693036413,-3.5009489651384307,0.0,-0.1363585642251326,-0.1363585642251326,1,1.46,29.117304,0,1,0,0,1,1.46,29.117304,0,1,0,0,1,4.62,29.117304,0,1,0,0,1,4.62,29.117304,0,1,0,0,1,25.42704598967701,0.1015615038061861,3.996381654581673,6.876472293420159,0.3932288357620835,15.248228356922798,26.32395882223938,-2.180364990098684,-1.5257435760590354,-0.8838055560845293,-1.9713676920872187,0.03762426561940817,-1.416949301979411,0.37484723945567117,-1.1229951069486621,1.3446614433608104,-0.9038831894923484
Border_Island,2017,Concurrent,6.71,33.078492,30.843460573431138,18.946700216452733,11.896760356978405,11.896760356978405,0.3857141882200596,0.3857141882200596,6,4.98,0.0,0,0,0,0,0,7.49,0.0,0,0,0,0,0,8.950000000000001,47.29120568728558,0,2,0,0,2,8.95,47.29120568728558,0,2,0,0,2,33.43488742153013,0.0954430096768185,13.409610580122065,14.338853975131014,0.1918065376450517,3.236951763374205,47.92779054437148,-1.6875135101108518,-0.4493548788583348,-0.8857169876752095,-1.5953249376848238,0.42449246012955727,0.595305152038589,1.3519011748486274,-0.3303540952962958,-0.5525116480315188,0.10965520111739717
Border_Island,2020,Concurrent,7.66,38.377224,18.946700216452733,16.1221287770108,2.8245714394419323,2.8245714394419323,0.149079861251468,0.149079861251468,3,6.71,29.117304,1,1,1,1,1,11.69,29.117304,1,1,1,1,1,12.29,29.117304,1,1,1,1,1,14.2,29.117304,1,1,1,1,1,47.92779054437148,0.1918065376450517,3.236951763374205,13.084654128607191,0.2339090404185777,6.632161775806651,51.36888082965116,-0.7955317177391603,-1.6125832521869745,-0.8556128006557604,-1.6585263102457823,-0.4659283539277716,0.880199597838455,1.6974243775177829,0.2217341715262477,1.3446614433608104,-0.4984678332484502
Border_Island,2022,Heatwave_Only,4.51,0.0,18.971998285408137,16.1221287770108,2.8498695083973367,2.8498695083973367,0.1502145143344887,0.1502145143344887,2,7.66,38.377224,1,1,1,1,1,14.37,67.494528,2,2,2,1,1,19.35,67.494528,2,2,2,1,1,19.35,67.494528,2,2,2,1,1,51.36888082965116,0.1804108565386189,7.091691404354586,19.19126555055724,0.2339090404185777,9.103857920411365,52.350271184195854,-0.5837460006636691,-1.1717995197373174,-0.8591728375543176,-1.3508032431178687,-0.4640349034019622,-0.06445040665583723,-0.8051028961830892,0.574019065593966,3.8451758005669543,-0.7011755113703992
Border_Island,2024,Heatwave_Only,6.890000000000001,0.0,17.679960162084726,17.624333176752504,0.0556269853322213,0.0556269853322213,0.0031463297893348,0.0031463297893348,2,4.96,0.0,1,0,0,1,0,12.62,38.377224,2,1,1,1,1,19.33,67.494528,3,2,2,1,1,22.55,67.494528,3,2,2,1,1,52.350271184195854,0.2339090404185777,6.559077706124322,31.805289275379785,0.1228335069394316,11.648638134698407,41.35001135059864,-0.5233452431312855,-1.2327031022682617,-0.8424598822829616,-0.7151600359089965,-0.5607383422409147,0.649285152295406,-0.8051028961830892,0.34398228775123946,1.948002709174625,-0.7011755113703992
Boult_Reef,2017,Heatwave_Only,4.04,0.0,40.815697389816926,27.13760920513279,13.678088184684135,13.678088184684135,0.3351183260217102,0.3351183260217102,15,1.43,0.0,0,0,0,0,0,1.73,0.0,0,0,0,0,0,2.9799999999999995,0.0,0,0,0,0,0,2.9799999999999995,0.0,0,0,0,0,0,56.911579574458045,0.2421124159390727,33.71886194327563,62.24331026692296,0.3208091759081972,23.035624122819176,57.535895068780704,-0.24261446069102807,1.8729777435421602,-0.8398971289667778,0.8186662598258063,1.1708710503993165,-0.20539818510419186,-0.8051028961830892,-1.0875037183672127,-0.5525116480315188,1.934024304214939
Boult_Reef,2024,Heatwave_Only,11.48,0.0,61.11667586391639,22.22131554683403,38.89536031708237,38.89536031708237,0.6364115810828381,0.6364115810828381,7,1.56,0.0,0,0,0,0,0,5.25,0.0,0,0,0,0,0,9.29,0.0,1,0,0,1,0,9.59,0.0,1,0,0,1,0,,,,,,,,,,,,2.6903110690817718,2.0257751588442314,-0.8051028961830892,-0.6248011709349857,-0.5525116480315188,0.31236287923934625
Broomfield_Reef,1992,Storm_Only,2.13,18.51984,20.7957402053824,9.19155254273058,11.60418766265182,11.60418766265182,0.5580079164312891,0.5580079164312891,10,1.29,0.0,0,0,0,0,0,1.29,0.0,0,0,0,0,0,1.29,0.0,0,0,0,0,0,1.29,0.0,0,0,0,0,0,,,,,0.9528660414322954,,78.17599416319509,,,,,-0.3275357459602126,-0.7781859656070801,0.40255101605861854,-1.145341536796241,-0.5525116480315188,0.9204859136051936
Broomfield_Reef,1994,Storm_Only,0.0,18.08293810852,9.19155254273058,17.412699846744868,-8.221147304014288,0.0,-0.8944242298344074,-0.8944242298344074,2,3.25,18.51984,0,1,0,0,1,3.42,18.51984,0,1,0,0,1,3.42,18.51984,0,1,0,0,1,3.42,18.51984,0,1,0,0,1,78.17599416319509,0.3061159999664444,,,2.276024040966208,,73.5181776433646,1.0661275130756338,,-0.8199022626091431,,-1.1960587652535735,-1.416949301979411,0.37406123005012054,-0.8653539157648082,0.6541708835961109,-0.7011755113703992
Broomfield_Reef,2020,Heatwave_Only,6.9,0.0,61.1034467260997,52.73905826834674,8.364388457752959,8.364388457752959,0.1368889793606388,0.1368889793606388,26,3.09,0.0,0,0,0,0,0,4.12,0.0,0,0,0,0,0,4.12,0.0,0,0,0,0,0,4.12,0.0,0,0,0,0,0,31.18437691937321,0.5869453106329452,19.22838176332841,45.11663761762606,0.9805686959851198,9.276156416200344,26.47429683241627,-1.8260236743236715,0.21601293305227348,-0.7321705422467024,-0.04437739453109923,2.6893209256048456,0.6522840411985623,-0.8051028961830892,-0.7733392046277177,-0.5525116480315188,4.163808763556379
Broomfield_Reef,2024,Heatwave_Only,11.6,0.0,52.73905826834674,16.127130702547838,36.6119275657989,36.6119275657989,0.6942089746750916,0.6942089746750916,4,1.3,0.0,0,0,0,0,0,8.200000000000001,0.0,1,0,0,1,0,11.29,0.0,1,0,0,1,0,11.29,0.0,1,0,0,1,0,38.81620590227149,0.9805686959851198,10.772511365062986,63.83970966431488,2.5237942183190194,1.65566119478133,76.86968870971596,-1.3563142974279525,-0.7509032434991616,-0.6092016944085783,0.8991116795492251,2.0632827978993165,2.061761825682109,-0.8051028961830892,-0.23702488828581805,-0.5525116480315188,-0.29576015512650106
Carter_Reef,2005,Storm_Only,0.0,23.906304664885926,56.83275925716708,16.49121291721926,40.34154633994783,40.34154633994783,0.7098290997521896,0.7098290997521896,10,5.71,0.0,0,0,0,0,0,6.62,0.0,0,0,0,0,0,7.239999999999999,0.0,0,0,0,0,0,7.239999999999999,0.0,0,0,0,0,0,35.93157801132516,2.273412732474647,,37.23515720368272,2.4029288006706144,25.87029803240281,60.64798396698959,-1.5338519194407902,,-0.205314253983086,-0.44153928332747816,2.3696785272908523,-1.416949301979411,0.7537951480652239,-0.44471523628096554,-0.5525116480315188,0.9204859136051936
Carter_Reef,2014,Storm_Only,0.15,41.000868,30.03296568887368,8.104976487662167,21.927989201211517,21.927989201211517,0.730130664696067,0.730130664696067,10,4.46,0.0,0,0,0,0,0,10.35,0.0,0,0,0,0,0,12.61,0.0,0,0,0,0,0,12.91,0.0,0,0,0,0,0,60.57919658546042,2.9682499909580247,26.20629231632718,65.47002897028887,7.785823213397718,23.916036279755012,67.3495399438823,-0.01688690510895262,1.0139266041993051,0.011754498256458197,0.9812663841090838,0.3638304401138622,-1.3719659684320635,1.8685086817520247,0.045591724492388574,-0.5525116480315188,0.9204859136051936
Carter_Reef,2015,Storm_Only,1.55,29.117304,30.03296568887368,8.104976487662167,21.927989201211517,21.927989201211517,0.730130664696067,0.730130664696067,1,1.9,41.000868,0,1,0,0,1,7.58,41.000868,0,1,0,0,1,11.58,41.000868,0,1,0,0,1,12.76,41.000868,0,1,0,0,1,60.57919658546042,2.9682499909580247,26.20629231632718,65.47002897028887,7.785823213397718,7.91668237363798,83.565286168255,-0.01688690510895262,1.0139266041993051,0.011754498256458197,0.9812663841090838,0.3638304401138622,-0.9521215219901562,1.0935974213969293,-0.3185236324358127,2.118949401155206,-0.9038831894923484
Carter_Reef,2016,Heatwave_Only,11.32,0.0,24.383172435132,8.104976487662167,16.278195947469833,16.278195947469833,0.6675995911022523,0.6675995911022523,1,3.3,70.118172,0,2,0,0,2,6.16,70.118172,0,2,0,0,2,12.050000000000002,70.118172,0,2,0,0,2,13.13,70.118172,0,2,0,0,2,67.3495399438823,5.506561858880088,39.91539018587204,53.527974679443446,7.893198379530049,14.147401347574084,83.565286168255,0.3998013838163493,2.5815415121464382,0.8047289440530351,0.3794849180446345,-0.059032033139317756,1.9777929363937279,-0.8051028961830892,-0.5051820464567679,4.016122492547535,-0.9038831894923484
Carter_Reef,2017,Heatwave_Only,9.04,0.0,24.383172435132,8.104976487662167,16.278195947469833,16.278195947469833,0.6675995911022523,0.6675995911022523,1,13.02,70.118172,1,2,0,1,2,14.77,70.118172,1,2,0,1,2,20.450000000000003,70.118172,1,2,0,1,2,23.37,70.118172,1,2,0,1,2,67.3495399438823,5.506561858880088,39.91539018587204,53.527974679443446,7.893198379530049,20.37812032151019,82.22715932789882,0.3998013838163493,2.5815415121464382,0.8047289440530351,0.3794849180446345,-0.059032033139317756,1.2940462664740493,-0.8051028961830892,0.6265989005294463,4.016122492547535,-0.9038831894923484
Carter_Reef,2020,Heatwave_Only,7.72,0.0,11.571824549617151,21.09589460917397,-9.52407005955682,0.0,-0.8230396182313289,-0.8230396182313289,3,9.49,0.0,1,0,0,1,0,22.36,29.117304,2,1,0,2,1,24.11,70.118172,2,2,0,2,2,24.26,70.118172,2,2,0,2,2,82.22715932789882,7.893198379530049,20.37812032151019,77.4844173597025,8.790119292937632,16.815988212286044,71.0794416283303,1.315460965054008,0.3474838234929465,1.5503196636952052,1.5866928947213714,-1.0179057492682941,0.8981929312573937,-0.8051028961830892,1.6243012684301859,1.3446614433608104,-0.4984678332484502
Carter_Reef,2021,Heatwave_Only,4.59,0.0,11.571824549617151,21.09589460917397,-9.52407005955682,0.0,-0.8230396182313289,-0.8230396182313289,1,8.17,0.0,1,0,0,1,0,28.53,0.0,3,0,0,2,0,30.23,70.118172,3,2,0,2,2,31.83,70.118172,3,2,0,2,2,82.22715932789882,7.893198379530049,20.37812032151019,77.4844173597025,8.570715625739188,19.701285612493184,63.35126608301115,1.315460965054008,0.3474838234929465,1.5503196636952052,1.5866928947213714,-1.0179057492682941,-0.040459295430585344,-0.8051028961830892,2.4353452223099703,-0.5525116480315188,-0.9038831894923484
Carter_Reef,2022,Concurrent,4.64,18.839023748904825,21.09589460917397,28.411659396758232,-7.315764787584261,0.0,-0.3467861839053203,-0.3467861839053203,1,12.62,0.0,2,0,0,2,0,21.8,0.0,3,0,0,2,0,34.67,29.117304,4,1,0,2,1,34.81999999999999,70.118172,4,2,0,2,2,71.0794416283303,8.790119292937632,14.806250197551114,60.08656461399352,8.570715625739188,20.766692845456408,59.61518310338717,0.6293623186866467,-0.2896512202992144,1.8305198129443896,0.7099839904826708,-0.3050704931899313,-0.025464850914802984,0.423364559970925,1.5506894995205134,-0.5525116480315188,-0.9038831894923484
Carter_Reef,2024,Heatwave_Only,8.21,0.0,30.48583016450453,36.737069573040905,-6.251239408536375,0.0,-0.2050539340672067,-0.2050539340672067,2,11.57,19.0259051016422,2,1,1,2,1,19.6,19.0259051016422,3,1,1,3,1,28.78,19.0259051016422,4,1,1,3,1,40.1,19.0259051016422,5,1,1,3,1,59.61518310338717,8.570715625739188,18.54833535391128,75.14603983756106,4.921865338157798,20.28960078428541,49.79891745331808,-0.07621818375767078,0.13825063974583537,1.76197760439976,1.4688578707619542,0.39772537814313286,1.0451384875120617,-0.8051028961830892,1.2615004073753717,0.6871441661956368,-0.7011755113703992
Carter_Reef,2025,Heatwave_Only,8.02,0.0,36.737069573040905,40.484227499534,-3.747157926493095,0.0,-0.1019993693030678,-0.1019993693030678,1,15.19,19.0259051016422,2,1,1,1,1,27.5,19.0259051016422,4,1,1,3,1,27.95,19.0259051016422,4,1,1,3,1,36.99,19.0259051016422,5,1,1,3,1,54.18563520818493,4.831727358797042,23.46214239817253,91.81505543673552,,,,-0.4103857292301579,0.700137151218768,0.5939090993875984,2.3088393681507293,0.8656034824331945,0.9881595983520882,-0.8051028961830892,2.2999521473511084,0.6871441661956368,-0.9038831894923484
Centipede_Reef,1988,Storm_Only,0.0,26.28656279094521,19.09881212347572,15.898024716811204,3.200787406664517,3.200787406664517,0.1675909153915493,0.1675909153915493,10,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,,,,,,,,,,,,-0.45454343870589164,-1.416949301979411,0.9090085860906394,-1.3149115044631652,-0.5525116480315188,0.9204859136051936
Centipede_Reef,1989,Storm_Only,0.33,35.846474190771644,15.898024716811204,15.913749280015423,-0.0157245632042197,0.0,-0.000989089115429,-0.000989089115429,1,0.0,26.795511803328765,0,1,0,0,1,0.0,26.795511803328765,0,1,0,0,1,0.0,26.795511803328765,0,1,0,0,1,0.0,26.795511803328765,0,1,0,0,1,,,,,,,,,,,,-0.694108466725884,-1.317985968175247,1.5323975787970823,-1.3149115044631652,1.1933822700098244,-0.9038831894923484
Centipede_Reef,2017,Heatwave_Only,4.68,0.0,14.74407149059141,18.75246626282131,-4.008394772229902,0.0,-0.271864849189572,-0.271864849189572,17,5.640000000000001,0.0,0,0,0,0,0,7.609999999999999,0.0,0,0,0,0,0,10.03,0.0,0,0,0,0,0,10.5,0.0,0,0,0,0,0,75.83336940052352,3.6348922802342143,14.787387375746428,55.42262281857158,7.389728944693698,12.35140730664951,77.19551759010656,0.9219480745634949,-0.29180815585750997,0.22001507748784316,0.47495962508183515,-0.7804768510795284,-0.013469295302177041,-0.8051028961830892,-0.3145801448156518,-0.5525116480315188,2.339439660458837
Centipede_Reef,2020,Concurrent,5.46,38.377224,18.95519574480008,18.75246626282131,0.2027294819787677,0.2027294819787677,0.0106951932709205,0.0106951932709205,3,4.68,0.0,1,0,0,1,0,10.32,0.0,1,0,0,1,0,11.35,0.0,1,0,0,1,0,12.29,0.0,1,0,0,1,0,77.19551759010656,4.280333128099782,11.916126999200548,56.80061469869472,,,,1.0057829952361674,-0.6201325002967151,0.4216522778251132,0.5443990995348277,-0.4652925005492126,0.22044403914402871,1.6974243775177829,0.041648236872227636,-0.5525116480315188,-0.4984678332484502
Centipede_Reef,2022,Heatwave_Only,5.04,0.0,18.75246626282131,16.993564399489443,1.758901863331868,1.758901863331868,0.0937957620443275,0.0937957620443275,2,5.46,38.377224,1,1,1,1,1,10.14,38.377224,2,1,1,1,1,15.78,38.377224,2,1,1,1,1,15.78,38.377224,2,1,1,1,1,75.29053719591272,7.389728944693698,12.786687614098469,45.33496086089584,,,,0.8885388646404182,-0.5205851915553186,1.3930346582117383,-0.03337569597815017,-0.48046592129237053,0.09449070521145644,-0.8051028961830892,0.01798731115126152,1.948002709174625,-0.7011755113703992
Chicken_Reef,1988,Storm_Only,0.45,22.481028,32.10809339738911,18.68221986559841,13.425873531790703,13.425873531790703,0.4181460844038293,0.4181460844038293,10,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,,,,,,,,,,,,0.5191447314037076,-1.2819993013373692,0.6608547695103172,-1.3149115044631652,-0.5525116480315188,0.9204859136051936
