data_type,domain_category,domain_name,report_year,date,variable,median,lower,upper,project_code,depth,reef_zone,shelf,mean,count_group,series,color
"manta","reef","Reef 21-550",1986,"1985.5698630136986301","HC",61.26478752506603,55.950146989943065,66.9890568029016,"LTMP",9,"_"," ",61.12676648695329,"null","9.0m",""
"manta","reef","Reef 21-550",2006,"2006.0273972602739726","HC",45.8362928202573,40.15119177558398,51.68847207480004,"LTMP",9,"_"," ",45.8626308157029,"null","9.0m",""
"manta","reef","Reef 21-550",2008,"2007.9397260273972603","HC",41.07693816819158,35.33647178653439,47.26911479810287,"LTMP",9,"_"," ",41.08120242324142,"null","9.0m",""
"manta","reef","Reef 21-550",2010,"2010.04657534246575343","HC",15.29300756444589,11.407790619438613,19.38827024646051,"LTMP",9,"_"," ",15.382242938588304,"null","9.0m",""
"manta","reef","Reef 21-550",2012,"2012.13150684931506848","HC",17.611340422348846,13.453468804437591,21.626979460486613,"LTMP",9,"_"," ",17.6747251126314,"null","9.0m",""
"manta","reef","Reef 21-550",2014,"2013.6684931506849315","HC",21.717426216407848,17.062788394559384,26.34985018574707,"LTMP",9,"_"," ",21.77625570454275,"null","9.0m",""
"manta","reef","Reef 21-550",2016,"2016.0410958904109589","HC",33.7855222154511,28.739924906497862,39.949856250998664,"LTMP",9,"_"," ",33.80538012474961,"null","9.0m",""
"manta","reef","Reef 21-550",2018,"2017.810958904109589","HC",38.629339036159756,31.82552771056465,44.32033464615996,"LTMP",9,"_"," ",38.58838049140469,"null","9.0m","#1f77b4"
"manta","reef","Reef 21-550",2020,"2020.03287671232876712","HC",45.61445920666847,39.606747694520465,51.15083012253736,"LTMP",9,"_"," ",45.54737303808572,"null","9.0m",""
"manta","reef","Reef 21-550",2024,"2024.3315068493150685","HC",52.42682536593978,46.08869723557551,58.38995914015551,"LTMP",9,"_"," ",52.29445513792634,"null","9.0m",""
"manta","reef","Reef 21-550",2025,"2024.8794520547945206","HC",35.84021479475938,30.299571284979653,41.92546312981184,"LTMP",9,"_"," ",35.92423019389772,"null","9.0m",""
"manta","reef","Reef 21-550",2026,"2025.852054794520548","HC",46.86373972911324,41.01046415481173,53.01222879173271,"LTMP",9,"_"," ",47.02460508184045,"null","9.0m",""
