data_type,domain_category,domain_name,report_year,date,variable,median,lower,upper,project_code,depth,reef_zone,shelf,mean,count_group,series,color
"manta","reef","Reef 21-187",1991,"1990.6657534246575343","HC",46.86417416097156,41.320710183344495,52.257648115483036,"LTMP",9,"_"," ",46.819654352951794,"null","9.0m",""
"manta","reef","Reef 21-187",1992,"1991.6575342465753424","HC",53.18197490387197,47.856593701410006,59.55094533544535,"LTMP",9,"_"," ",53.272896087026375,"null","9.0m",""
"manta","reef","Reef 21-187",2006,"2006.35342465753424657","HC",51.71804289352258,46.39323129683328,57.142382933434476,"LTMP",9,"_"," ",51.80286338032168,"null","9.0m",""
"manta","reef","Reef 21-187",2008,"2008.09041095890410959","HC",47.21580218500019,41.44100650019898,53.01040179047526,"LTMP",9,"_"," ",47.137732461546484,"null","9.0m",""
"manta","reef","Reef 21-187",2010,"2009.7780821917808219","HC",12.920051500385615,10.030007877601875,16.16779624826969,"LTMP",9,"_"," ",13.03211413649107,"null","9.0m","#1f77b4"
"manta","reef","Reef 21-187",2012,"2012.0273972602739726","HC",14.528318631032954,11.130663031859383,17.876054417127733,"LTMP",9,"_"," ",14.568705125987021,"null","9.0m",""
"manta","reef","Reef 21-187",2014,"2013.9260273972602739","HC",18.3935680727991,14.556188069459134,23.347251748139616,"LTMP",9,"_"," ",18.529607978257705,"null","9.0m",""
"manta","reef","Reef 21-187",2016,"2016.1863013698630137","HC",25.136830894460388,21.089965143441507,29.6931857742099,"LTMP",9,"_"," ",25.16180413696053,"null","9.0m",""
"manta","reef","Reef 21-187",2018,"2017.8136986301369863","HC",34.24437147245117,28.59410802984832,40.023407776486515,"LTMP",9,"_"," ",34.19999526067806,"null","9.0m",""
"manta","reef","Reef 21-187",2020,"2019.7068493150684931","HC",41.01315750050683,35.469509435667675,47.195705664961096,"LTMP",9,"_"," ",40.95403940317484,"null","9.0m",""
"manta","reef","Reef 21-187",2022,"2022.038356164383561646","HC",51.3612928707309,45.910271869615244,57.55301234894321,"LTMP",9,"_"," ",51.25023837125158,"null","9.0m",""
"manta","reef","Reef 21-187",2023,"2023.1232876712328767","HC",52.38772772264079,46.528936923226205,58.228621186815325,"LTMP",9,"_"," ",52.47196272612822,"null","9.0m",""
"manta","reef","Reef 21-187",2024,"2024.20273972602739726","HC",62.970902209896295,57.134033552241824,68.44625471591756,"LTMP",9,"_"," ",62.73677883312242,"null","9.0m",""
"manta","reef","Reef 21-187",2025,"2025.024657534246575342","HC",34.62355522129229,29.471471564087214,40.283862847055154,"LTMP",9,"_"," ",34.69826909818392,"null","9.0m",""
"manta","reef","Reef 21-187",2026,"2026.07397260273972603","HC",45.29902018674961,40.102186123857955,51.07201253631328,"LTMP",9,"_"," ",45.2707232862399,"null","9.0m",""
