reef_name,start_year,target_year,anchor_year,nadir_year,nadir_hc,window_min_hc,window_min_year,nadir_consistent,rel_loss,rel_loss_recomputed,rel_loss_consistent
Agincourt_Reef_No_1,1999,,1999,1999,35.806982350624786,35.806982350624786,1999,True,-0.4912652065237565,-0.4912652065237565,True
Agincourt_Reef_No_1,2014,2016.0,2016,2017,12.949162076156034,12.949162076156034,2017,True,0.519362224351883,0.519362224351883,True
Arlington_Reef,2016,2017.0,2017,2018,10.813158237339104,10.813158237339104,2018,True,0.354039505835881,0.354039505835881,True
Border_Island,2003,,2003,2005,25.9025307125706,25.9025307125706,2005,True,0.007891955035078642,0.007891955035078642,True
Border_Island,2010,2011.0,2011,2013,29.175529693036413,29.175529693036413,2013,True,-0.16483925967433719,-0.16483925967433719,True
Border_Island,2017,,2017,2019,18.946700216452733,18.946700216452733,2019,True,0.3686431533641377,0.3686431533641377,True
Boult_Reef,2017,,2017,2020,27.13760920513279,27.13760920513279,2020,True,-1.0,-1.0,True
Boult_Reef,2024,,2024,2026,22.22131554683403,22.22131554683403,2026,True,0.4964252323964028,0.4964252323964028,True
Broomfield_Reef,1992,1994.0,1994,1995,17.412699846744868,17.412699846744868,1995,True,0.48989601368569025,0.48989601368569025,True
Broomfield_Reef,2020,2024.0,2024,2026,16.127130702547838,16.127130702547838,2026,True,0.6967406331430777,0.6967406331430777,True
Carter_Reef,2005,,2005,2006,16.49121291721926,16.49121291721926,2006,True,0.7194673851556332,0.7194673851556332,True
Carter_Reef,2014,2015.0,2015,2017,8.104976487662167,8.104976487662167,2017,True,0.7898179525931119,0.7898179525931119,True
Chicken_Reef,2000,,2000,2003,28.341773810864595,28.341773810864595,2003,True,0.23445569546875067,0.23445569546875067,True
Chicken_Reef,2016,2017.0,2017,2017,25.00060267131752,25.00060267131752,2017,True,-1.0,-1.0,True
Chinaman_Reef_22_102,1992,1994.0,1994,1995,20.691549088191305,20.691549088191305,1995,True,0.34263771982935715,0.34263771982935715,True
Chinaman_Reef_22_102,2002,2004.0,2004,2006,36.82744412083712,36.82744412083712,2006,True,-0.1471133393446858,-0.1471133393446858,True
Chinaman_Reef_22_102,2020,2024.0,2024,2025,18.457508644550444,18.457508644550444,2025,True,0.47121792196830115,0.47121792196830115,True
Davies_Reef,2000,,2000,2003,28.46348787382228,28.46348787382228,2003,True,0.2529610390543593,0.2529610390543593,True
Davies_Reef,2017,,2017,2017,29.085461584299832,29.085461584299832,2017,True,-0.12515441978732222,-0.12515441978732222,True
Dip_Reef,2000,,2000,2001,24.560815185366195,24.560815185366195,2001,True,-0.00993903958324954,-0.00993903958324954,True
Dip_Reef,2006,,2006,2007,17.912306475134873,17.912306475134873,2007,True,0.27972761948211167,0.27972761948211167,True
Dip_Reef,2016,2017.0,2017,2019,16.498326198111997,16.498326198111997,2019,True,-0.7295775868460733,-0.7295775868460733,True
East_Cay,2009,,2009,2011,14.90999891915959,14.90999891915959,2011,True,0.28372693486700407,0.28372693486700407,True
East_Cay,2020,2024.0,2024,2025,14.554197554158632,14.554197554158632,2025,True,0.34448818449583635,0.34448818449583635,True
Erskine_Island,2015,,2015,2018,27.379856217045766,27.379856217045766,2018,True,-0.05516273334080503,-0.05516273334080503,True
Fairfax_Island,2020,2024.0,2024,2026,21.25366968687083,21.25366968687083,2026,True,0.0230429458073851,0.0230429458073851,True
Feather_Reef,2006,,2006,2007,8.492201154147924,8.492201154147924,2007,True,0.040558345406661825,0.040558345406661825,True
Feather_Reef,2017,2020.0,2020,2021,15.695346141102997,15.695346141102997,2021,True,0.4053103046502623,0.4053103046502623,True
Fitzroy_Island,2006,2010.0,2010,2013,28.27183515934281,28.27183515934281,2013,True,-1.0,-1.0,True
Fitzroy_Island,2017,2020.0,2020,2022,32.801255403504705,32.801255403504705,2022,True,-0.47715748273461206,-0.47715748273461206,True
Fore_and_Aft_Reef,2011,,2011,2012,2.8103399048720967,2.8103399048720967,2012,True,0.4418939828817546,0.4418939828817546,True
Fore_and_Aft_Reef,2017,,2017,2018,23.5749849284998,23.5749849284998,2018,True,-1.0,-1.0,True
Fork_Reef,2016,2017.0,2017,2018,20.65387094900915,20.65387094900915,2018,True,-1.0,-1.0,True
Gannet_Cay,1992,1994.0,1994,1997,38.254237533949954,38.254237533949954,1997,True,0.45138750924644017,0.45138750924644017,True
Gannet_Cay,2002,,2002,2002,3.6767479510544168,3.6767479510544168,2002,True,0.8436795092405832,0.8436795092405832,True
Gannet_Cay,2009,,2009,2011,6.1165543497174895,6.1165543497174895,2011,True,0.3883392416890584,0.3883392416890584,True
Gannet_Cay,2020,2024.0,2024,2025,6.879262317708815,6.879262317708815,2025,True,0.7326813130268313,0.7326813130268313,True
Green_Island,2006,2010.0,2010,2010,9.032050469533177,9.032050469533177,2010,True,-0.6412903027315895,-0.6412903027315895,True
Green_Island,2017,2020.0,2020,2021,14.914060547652012,14.914060547652012,2021,True,-0.6048544582407229,-0.6048544582407229,True
Grub_Reef_18_077,2017,,2017,2020,6.851916060738547,6.851916060738547,2020,True,-0.10920223887776104,-0.10920223887776104,True
Hastings_Reef,1999,,1999,2000,23.906750775874585,23.906750775874585,2000,True,0.05352524744662578,0.05352524744662578,True
Hastings_Reef,2010,,2010,2012,20.00196770726912,20.00196770726912,2012,True,0.19925650905611794,0.19925650905611794,True
Hastings_Reef,2016,2017.0,2017,2018,9.773092201931195,9.773092201931195,2018,True,0.5954273741780668,0.5954273741780668,True
Hayman_Island,1996,,1996,1998,37.05348087430256,37.05348087430256,1998,True,0.05740429726774931,0.05740429726774931,True
Hayman_Island,2003,,2003,2003,43.08989201481783,43.08989201481783,2003,True,-0.0649700848659205,-0.0649700848659205,True
Hayman_Island,2010,2011.0,2011,2011,30.870980076655165,30.870980076655165,2011,True,0.348410634379434,0.348410634379434,True
Helix_Reef,2017,,2017,2020,31.067842203335672,31.067842203335672,2020,True,-1.0,-1.0,True
Horseshoe_Reef,2002,2004.0,2004,2006,9.294694509177994,9.294694509177994,2006,True,0.7696223912659047,0.7696223912659047,True
Horseshoe_Reef,2020,2024.0,2024,2026,16.542599788068422,16.542599788068422,2026,True,0.6641343357427197,0.6641343357427197,True
Hyde_Reef,2003,,2003,2005,14.515498103489394,14.515498103489394,2005,True,0.1723981408204585,0.1723981408204585,True
Hyde_Reef,2009,2010.0,2010,2013,3.5968414344920743,3.5968414344920743,2013,True,0.7676186792317882,0.7676186792317882,True
Hyde_Reef,2017,,2017,2017,13.900461086581048,13.900461086581048,2017,True,-1.0,-1.0,True
Jenkins_Reef,2020,2024.0,2024,2026,29.51679798201327,29.51679798201327,2026,True,0.16270230670933108,0.16270230670933108,True
John_Brewer_Reef,2000,,2000,2003,1.716715506013504,1.716715506013504,2003,True,0.9358356685321042,0.9358356685321042,True
John_Brewer_Reef,2017,,2017,2020,9.109232100777296,9.109232100777296,2020,True,0.4792612466401392,0.4792612466401392,True
Kelso_Reef,2006,,2006,2007,5.389843570512482,5.389843570512482,2007,True,0.545347380742385,0.545347380742385,True
Kelso_Reef,2017,2021.0,2021,2024,16.968826368802517,16.968826368802517,2024,True,-1.0,-1.0,True
Knife_Reef,2016,2017.0,2017,2018,30.21029731567192,30.21029731567192,2018,True,-1.0,-1.0,True
Low_Isles,1999,,1999,2000,8.740091408106741,8.740091408106741,2000,True,0.7608751146740189,0.7608751146740189,True
Low_Isles,2014,2017.0,2017,2020,18.97600826011352,18.97600826011352,2020,True,0.358299605728331,0.358299605728331,True
Macgillivray_Reef,1990,,1990,1993,22.18540582688125,22.18540582688125,1993,True,0.25941785324633054,0.25941785324633054,True
Macgillivray_Reef,2014,2015.0,2015,2015,11.704742324012075,11.704742324012075,2015,True,0.531923701875776,0.531923701875776,True
Mackay_Reef,1999,,1999,2001,20.91628210197898,20.91628210197898,2001,True,0.27834952974259036,0.27834952974259036,True
Mackay_Reef,2014,2017.0,2017,2019,13.966008758171286,13.966008758171286,2019,True,0.5241519393605361,0.5241519393605361,True
Masthead_Island,2015,,2015,2016,12.876205529943,12.876205529943,2016,True,0.40650106782087353,0.40650106782087353,True
Michaelmas_Cay,1999,,1999,2000,20.912119083609184,20.912119083609184,2000,True,-0.05882726151809133,-0.05882726151809133,True
Michaelmas_Cay,2006,2010.0,2010,2013,13.099113936686338,13.099113936686338,2013,True,0.4228353489090941,0.4228353489090941,True
Michaelmas_Cay,2016,2017.0,2017,2019,8.354838764196574,8.354838764196574,2019,True,0.3698609335889098,0.3698609335889098,True
Moore_Reef,2017,2020.0,2020,2020,14.956806731098016,14.956806731098016,2020,True,0.27923157524200587,0.27923157524200587,True
Myrmidon_Reef,2000,2004.0,2004,2007,24.116188653212305,24.116188653212305,2007,True,0.2595152399968019,0.2595152399968019,True
North_Direction_Island,2014,2015.0,2015,2017,4.628370176594759,4.628370176594759,2017,True,0.858240187871361,0.858240187871361,True
North_Island,2014,,2014,2014,34.90716860162028,34.90716860162028,2014,True,-1.0,-1.0,True
North_Island,2020,,2020,2020,36.81985188724767,36.81985188724767,2020,True,0.2736563083809304,0.2736563083809304,True
One_Tree_Island,2020,2024.0,2024,2025,19.17891489677709,19.17891489677709,2025,True,0.3443954908703692,0.3443954908703692,True
Opal_Reef,1999,,1999,2001,18.873807124356844,18.873807124356844,2001,True,0.1865871792840382,0.1865871792840382,True
Opal_Reef,2006,2008.0,2008,2009,24.25474117730312,24.25474117730312,2009,True,-0.23484451482070431,-0.23484451482070431,True
