data_type,domain_category,domain_name,report_year,date,variable,median,lower,upper,project_code,depth,reef_zone,shelf,mean,count_group,series,color
"manta","reef","North Direction Island",1989,"1988.7616438356164383","HC",24.914277239607333,19.872795364417122,30.195954267545876,"LTMP",9,"_","Various",24.944613007383655,"null","9.0m",""
"manta","reef","North Direction Island",1994,"1993.7808219178082192","HC",40.74895775445066,34.96893289166048,46.61198838050196,"LTMP",9,"_","Various",40.7595225857785,"null","9.0m",""
"manta","reef","North Direction Island",1995,"1994.8191780821917808","HC",34.218667074484785,28.851720345213742,39.71789406637703,"LTMP",9,"_","Various",34.235484868801535,"null","9.0m","#17becf"
"manta","reef","North Direction Island",1996,"1995.7780821917808219","HC",25.309270645207715,20.379147013542173,30.46180922072736,"LTMP",9,"_","Various",25.3373862629643,"null","9.0m",""
"manta","reef","North Direction Island",1997,"1996.8191780821917808","HC",23.159293163579047,18.419859229489816,28.143780398301022,"LTMP",9,"_","Various",23.19023528590945,"null","9.0m",""
"manta","reef","North Direction Island",1998,"1997.7917808219178082","HC",14.983095229253063,11.29898215855648,18.98692244906853,"LTMP",9,"_","Various",15.023308691058856,"null","9.0m",""
"manta","reef","North Direction Island",1999,"1998.8","HC",27.41878268051038,22.460953439323973,32.56817532756709,"LTMP",9,"_","Various",27.443055787715497,"null","9.0m",""
"manta","reef","North Direction Island",2000,"1999.7726027397260274","HC",26.969848173591053,22.17223587128804,31.95339082202675,"LTMP",9,"_","Various",26.993416948100574,"null","9.0m",""
"manta","reef","North Direction Island",2001,"2000.5397260273972603","HC",24.30662140895094,19.462865060468424,29.38343002237829,"LTMP",9,"_","Various",24.336068494164103,"null","9.0m",""
"manta","reef","North Direction Island",2002,"2001.5068493150684932","HC",19.34705962320372,15.118740658016044,23.846928209056866,"LTMP",9,"_","Various",19.381285032789254,"null","9.0m",""
"manta","reef","North Direction Island",2003,"2002.5698630136986301","HC",29.794078311322163,24.807514680997492,34.942237700502474,"LTMP",9,"_","Various",29.81459527768014,"null","9.0m",""
"manta","reef","North Direction Island",2004,"2003.6520547945205479","HC",20.163494083238152,15.846580768198265,24.74302682385757,"LTMP",9,"_","Various",20.19661184974592,"null","9.0m",""
"manta","reef","North Direction Island",2005,"2004.6547945205479452","HC",38.368816556613446,32.0993342826541,44.76050687281463,"LTMP",9,"_","Various",38.38435228463479,"null","9.0m",""
"manta","reef","North Direction Island",2006,"2005.7808219178082192","HC",38.80245914520085,33.39065168222525,44.30431962139631,"LTMP",9,"_","Various",38.813921323231675,"null","9.0m",""
"manta","reef","North Direction Island",2007,"2006.7698630136986301","HC",34.23923292082128,28.552983107590997,40.07202997594169,"LTMP",9,"_","Various",34.257843736459094,"null","9.0m",""
"manta","reef","North Direction Island",2008,"2007.6438356164383562","HC",26.104105288827522,20.798261233404347,31.6514408382783,"LTMP",9,"_","Various",26.13459907737987,"null","9.0m",""
"manta","reef","North Direction Island",2009,"2008.852054794520548","HC",48.06168095787601,42.13722901294709,54.00568492175003,"LTMP",9,"_","Various",48.06417326410267,"null","9.0m",""
"manta","reef","North Direction Island",2010,"2009.8712328767123287","HC",36.314393186093,30.52778492640832,42.22838125823494,"LTMP",9,"_","Various",36.33058931992454,"null","9.0m",""
"manta","reef","North Direction Island",2011,"2010.8191780821917808","HC",28.787353498812024,23.864915468983135,33.88021104111123,"LTMP",9,"_","Various",28.808983366299657,"null","9.0m",""
"manta","reef","North Direction Island",2013,"2012.8164383561643835","HC",29.06384538980239,24.35856195108106,33.92278655719917,"LTMP",9,"_","Various",29.083367449917258,"null","9.0m",""
"manta","reef","North Direction Island",2015,"2014.936986301369863","HC",6.765742331118426,4.58485832541564,9.333643368248023,"LTMP",9,"_","Various",6.814622269011046,"null","9.0m",""
"manta","reef","North Direction Island",2017,"2016.9561643835616438","HC",5.583367415602893,3.6033800220193832,7.991975946937277,"LTMP",9,"_","Various",5.637554371010845,"null","9.0m",""
"manta","reef","North Direction Island",2019,"2018.9424657534246575","HC",8.879629680320917,6.086814757443057,12.100936475544858,"LTMP",9,"_","Various",8.93349772644209,"null","9.0m",""
"manta","reef","North Direction Island",2021,"2020.8164383561643835","HC",49.99892838815695,44.06233543153787,55.93758337990591,"LTMP",9,"_","Various",49.99919941433603,"null","9.0m",""
"manta","reef","North Direction Island",2022,"2021.7726027397260274","HC",43.70655699935872,38.01271182455953,49.45522269975884,"LTMP",9,"_","Various",43.713532585221174,"null","9.0m",""
"manta","reef","North Direction Island",2023,"2022.8","HC",51.434788786178196,45.49279238463351,57.365542928559734,"LTMP",9,"_","Various",51.433369546873074,"null","9.0m",""
"manta","reef","North Direction Island",2024,"2023.8767123287671232","HC",58.38374094695076,52.66985825140448,64.02942818881958,"LTMP",9,"_","Various",58.37507562816058,"null","9.0m",""
"manta","reef","North Direction Island",2025,"2024.736986301369863","HC",18.168226811785388,13.709308906064088,22.96781352503605,"LTMP",9,"_","Various",18.210999156528572,"null","9.0m",""
