analysis,category,term,beta,ci_low,ci_high,p,n,reefs,area,status,q
baseline_gt10,Other,heatwave_years_5yr_z,0.35602564904149253,-0.01230999377653419,0.7243612918595193,0.05816386807253001,415,92,all,fit,0.21020286027054091
baseline_gt10,Pocilloporidae,heatwave_years_5yr_z,0.6576965494724416,-0.05391292179456397,1.3693060207394472,0.0700676200901803,343,80,all,fit,0.21020286027054091
baseline_gt10,Acropora,heatwave_years_5yr_z,-1.0959806985060259,-2.95235113584701,0.7603897388349581,0.2472146804632498,412,91,all,fit,0.38597592193047775
baseline_gt10,Montipora,heatwave_years_5yr_z,-0.33430178209752615,-0.9127319180086574,0.2441283538136051,0.25731728128698517,324,74,all,fit,0.38597592193047775
baseline_gt10,Merulinidae,heatwave_years_5yr_z,-0.22969793780220968,-0.8431182915800391,0.38372241597561974,0.4629992661908323,415,92,all,fit,0.47290740393450426
baseline_gt10,Porites,heatwave_years_5yr_z,-0.17955479969994143,-0.669861627414307,0.3107520280144242,0.47290740393450426,393,88,all,fit,0.47290740393450426
