data_type,domain_category,domain_name,report_year,date,variable,median,lower,upper,project_code,depth,reef_zone,shelf,mean,count_group,series,color
"manta","reef","Arlington Reef",1986,"1986.024657534246575342","HC",12.368054672794496,11.308785191453289,13.516704586854342,"LTMP",9,"_"," ",12.3708570078849,"null","9.0m",""
"manta","reef","Arlington Reef",1990,"1990.03561643835616438","HC",11.434300319987814,10.184094518883482,12.596122997725297,"LTMP",9,"_"," ",11.460389739186546,"null","9.0m",""
"manta","reef","Arlington Reef",2006,"2005.8027397260273973","HC",9.494726786600868,7.725305865041214,11.289159617170364,"LTMP",9,"_"," ",9.530894108054728,"null","9.0m",""
"manta","reef","Arlington Reef",2008,"2008.3315068493150685","HC",11.50362893384012,9.503923396187929,13.47993652430607,"LTMP",9,"_"," ",11.509884264583153,"null","9.0m",""
"manta","reef","Arlington Reef",2010,"2009.8958904109589041","HC",14.015586859430574,11.98466273619243,16.609711131466632,"LTMP",9,"_"," ",14.059874379004386,"null","9.0m","#1f77b4"
"manta","reef","Arlington Reef",2012,"2012.136986301369863","HC",12.047119785783817,10.01884544462926,14.241642577276298,"LTMP",9,"_"," ",12.060445616109515,"null","9.0m","#1f77b4"
"manta","reef","Arlington Reef",2014,"2014.20821917808219179","HC",14.562416471421702,12.305994968807443,17.037104725668744,"LTMP",9,"_"," ",14.607122901894623,"null","9.0m",""
"manta","reef","Arlington Reef",2016,"2015.9260273972602739","HC",15.519697017753673,13.216880484095233,18.02120238851808,"LTMP",9,"_"," ",15.578424469468926,"null","9.0m",""
"manta","reef","Arlington Reef",2017,"2016.7150684931506849","HC",15.529849322832126,13.072138118126567,17.72650806689628,"LTMP",9,"_"," ",15.581783498806196,"null","9.0m",""
"manta","reef","Arlington Reef",2018,"2017.9506849315068493","HC",9.473104855270448,7.766406136702092,11.249805904341637,"LTMP",9,"_"," ",9.527457916373706,"null","9.0m","#1f77b4"
"manta","reef","Arlington Reef",2024,"2023.6767123287671233","HC",30.274293832148363,26.8115353785306,33.1211197525967,"LTMP",9,"_"," ",30.25943190152201,"null","9.0m",""
