data_type,domain_category,domain_name,report_year,date,variable,median,lower,upper,project_code,depth,reef_zone,shelf,mean,count_group,series,color
"manta","reef","Reef 21-558",2006,"2006.024657534246575342","HC",39.74533318482549,35.746227501387544,43.81671246330495,"LTMP",9,"_","Various",39.75464231834635,"null","9.0m",""
"manta","reef","Reef 21-558",2008,"2008.07945205479452055","HC",34.37238883714848,30.532891119082795,38.32125641140976,"LTMP",9,"_","Various",34.386492948427126,"null","9.0m",""
"manta","reef","Reef 21-558",2012,"2011.8958904109589041","HC",21.266519186408097,18.131923920316563,24.600771478570962,"LTMP",9,"_","Various",21.29227845461164,"null","9.0m","#17becf"
"manta","reef","Reef 21-558",2014,"2013.9013698630136986","HC",36.54195377504613,32.27737668891142,40.9160166600256,"LTMP",9,"_","Various",36.55606487573702,"null","9.0m",""
"manta","reef","Reef 21-558",2016,"2016.0273972602739726","HC",38.96037382682283,34.86909987757329,43.13295990795962,"LTMP",9,"_","Various",38.970850658593406,"null","9.0m",""
"manta","reef","Reef 21-558",2018,"2018.06027397260273973","HC",55.68122686650875,51.53553082209411,59.78756958697646,"LTMP",9,"_","Various",55.67616569625632,"null","9.0m",""
"manta","reef","Reef 21-558",2022,"2021.936986301369863","HC",48.849304222170765,44.18086693976516,53.528797960938654,"LTMP",9,"_","Various",48.85073127293561,"null","9.0m",""
"manta","reef","Reef 21-558",2023,"2023.3780821917808219","HC",36.91361739410239,32.9330721583935,40.988208034132526,"LTMP",9,"_","Various",36.92574204033093,"null","9.0m",""
"manta","reef","Reef 21-558",2024,"2024.336986301369863","HC",39.081407949075356,35.24243138307574,42.992556203338225,"LTMP",9,"_","Various",39.09070677108736,"null","9.0m",""
"manta","reef","Reef 21-558",2025,"2025.01643835616438356","HC",28.92124815997981,25.0671681289747,32.94086122758105,"LTMP",9,"_","Various",28.942591038174047,"null","9.0m",""
"manta","reef","Reef 21-558",2026,"2025.8602739726027397","HC",35.79201147995425,31.816996461495116,39.87041568668078,"LTMP",9,"_","Various",35.80534197099672,"null","9.0m",""
